Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name had found out that a woman that has n't disappeared watches Name .,-33.57931767295161,-470.11044742132253,good,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,trigram1,-33.57931767295161,-33.57931767295161,FALSE
Name had found out who a woman that has n't disappeared watches Name .,-33.57931767295161,-470.11044742132253,bad,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,trigram1,-33.57931767295161,-33.57931767295161,FALSE
Name had found out that a woman that has n't disappeared watches Name .,-33.65369248516054,-471.15169479224755,good,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,trigram10,-33.65369248516054,-33.65369248516054,FALSE
Name had found out who a woman that has n't disappeared watches Name .,-33.65369248516054,-471.15169479224755,bad,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,trigram10,-33.65369248516054,-33.65369248516054,FALSE
Name had found out that a woman that has n't disappeared watches Name .,-33.52477866224185,-469.34690127138595,good,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,trigram2,-33.52477866224185,-33.52477866224185,FALSE
Name had found out who a woman that has n't disappeared watches Name .,-33.52477866224185,-469.34690127138595,bad,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,trigram2,-33.52477866224185,-33.52477866224185,FALSE
Name had found out that a woman that has n't disappeared watches Name .,-33.628264356330305,-470.7957009886243,good,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,trigram3,-33.628264356330305,-33.628264356330305,FALSE
Name had found out who a woman that has n't disappeared watches Name .,-33.628264356330305,-470.7957009886243,bad,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,trigram3,-33.628264356330305,-33.628264356330305,FALSE
Name had found out that a woman that has n't disappeared watches Name .,-33.608789107219,-470.523047501066,good,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,trigram4,-33.608789107219,-33.608789107219,FALSE
Name had found out who a woman that has n't disappeared watches Name .,-33.608789107219,-470.523047501066,bad,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,trigram4,-33.608789107219,-33.608789107219,FALSE
