Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
the cars roll .,-34.382910417087786,-137.53164166835114,good,inchoative,146,syntax,argument_structure,trigram1,-34.382910417087786,-33.91852479811031,FALSE
the cars looked like .,-33.91852479811031,-169.59262399055157,bad,inchoative,146,syntax,argument_structure,trigram1,-34.382910417087786,-33.91852479811031,FALSE
the cars roll .,-34.4028239161479,-137.6112956645916,good,inchoative,146,syntax,argument_structure,trigram10,-34.4028239161479,-34.08583141600367,FALSE
the cars looked like .,-34.08583141600367,-170.42915708001834,bad,inchoative,146,syntax,argument_structure,trigram10,-34.4028239161479,-34.08583141600367,FALSE
the cars roll .,-34.35518643674645,-137.4207457469858,good,inchoative,146,syntax,argument_structure,trigram2,-34.35518643674645,-33.89080081776898,FALSE
the cars looked like .,-33.89080081776898,-169.4540040888449,bad,inchoative,146,syntax,argument_structure,trigram2,-34.35518643674645,-33.89080081776898,FALSE
the cars roll .,-34.39058045218541,-137.56232180874164,good,inchoative,146,syntax,argument_structure,trigram3,-34.39058045218541,-33.99058045218541,FALSE
the cars looked like .,-33.99058045218541,-169.95290226092706,bad,inchoative,146,syntax,argument_structure,trigram3,-34.39058045218541,-33.99058045218541,FALSE
the cars roll .,-34.39364443038302,-137.57457772153208,good,inchoative,146,syntax,argument_structure,trigram4,-34.39364443038302,-33.993644430383014,FALSE
the cars looked like .,-33.993644430383014,-169.96822215191509,bad,inchoative,146,syntax,argument_structure,trigram4,-34.39364443038302,-33.993644430383014,FALSE
the cars roll .,-34.390580368524716,-137.56232147409887,good,inchoative,146,syntax,argument_structure,trigram5,-34.390580368524716,-33.99058036852472,FALSE
the cars looked like .,-33.99058036852472,-169.9529018426236,bad,inchoative,146,syntax,argument_structure,trigram5,-34.390580368524716,-33.99058036852472,FALSE
