Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name discovers who all people visited Name .,-33.04974342743964,-264.3979474195171,bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram1,-33.04974342743964,-33.04974342743964,FALSE
Name discovers that all people visited Name .,-33.04974342743964,-264.3979474195171,good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram1,-33.04974342743964,-33.04974342743964,FALSE
Name discovers who all people visited Name .,-33.216843911920016,-265.7347512953601,bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram10,-33.216843911920016,-33.216843911920016,FALSE
Name discovers that all people visited Name .,-33.216843911920016,-265.7347512953601,good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram10,-33.216843911920016,-33.216843911920016,FALSE
Name discovers who all people visited Name .,-33.026972831363395,-264.21578265090716,bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram2,-33.026972831363395,-33.026972831363395,FALSE
Name discovers that all people visited Name .,-33.026972831363395,-264.21578265090716,good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram2,-33.026972831363395,-33.026972831363395,FALSE
Name discovers who all people visited Name .,-33.05652728443898,-264.4522182755118,bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram3,-33.05652728443898,-33.05652728443898,FALSE
Name discovers that all people visited Name .,-33.05652728443898,-264.4522182755118,good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram3,-33.05652728443898,-33.05652728443898,FALSE
Name discovers who all people visited Name .,-33.09326792743614,-264.7461434194891,bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram4,-33.09326792743614,-33.09326792743614,FALSE
Name discovers that all people visited Name .,-33.09326792743614,-264.7461434194891,good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram4,-33.09326792743614,-33.09326792743614,FALSE
Name discovers who all people visited Name .,-33.048107792303064,-264.3848623384245,bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram5,-33.048107792303064,-33.048107792303064,FALSE
Name discovers that all people visited Name .,-33.048107792303064,-264.3848623384245,good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram5,-33.048107792303064,-33.048107792303064,FALSE
Name discovers who all people visited Name .,-33.04138280361611,-264.3310624289289,bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram6,-33.04138280361611,-33.04138280361611,FALSE
Name discovers that all people visited Name .,-33.04138280361611,-264.3310624289289,good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram6,-33.04138280361611,-33.04138280361611,FALSE
Name discovers who all people visited Name .,-33.1299556353605,-265.039645082884,bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram7,-33.1299556353605,-33.1299556353605,FALSE
Name discovers that all people visited Name .,-33.1299556353605,-265.039645082884,good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram7,-33.1299556353605,-33.1299556353605,FALSE
Name discovers who all people visited Name .,-33.07508031600808,-264.6006425280646,bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram8,-33.07508031600808,-33.07508031600808,FALSE
Name discovers that all people visited Name .,-33.07508031600808,-264.6006425280646,good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,trigram8,-33.07508031600808,-33.07508031600808,FALSE
