Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name has seen the foot that *T* does n't bother Name .,-33.13397174941506,-397.60766099298075,good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram1,-33.13397174941506,-33.02043187053573,FALSE
Name has seen who the foot does n't bother Name .,-33.02043187053573,-363.22475057589304,bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram1,-33.13397174941506,-33.02043187053573,FALSE
Name has seen the foot that *T* does n't bother Name .,-33.21155766982451,-398.5386920378941,good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram10,-33.21155766982451,-33.103260738340566,FALSE
Name has seen who the foot does n't bother Name .,-33.103260738340566,-364.1358681217462,bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram10,-33.21155766982451,-33.103260738340566,FALSE
Name has seen the foot that *T* does n't bother Name .,-33.03888361637089,-396.4666033964507,good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram2,-33.03888361637089,-33.010128814518566,FALSE
Name has seen who the foot does n't bother Name .,-33.010128814518566,-363.11141695970423,bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram2,-33.03888361637089,-33.010128814518566,FALSE
Name has seen the foot that *T* does n't bother Name .,-33.14721771423415,-397.76661257080985,good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram3,-33.14721771423415,-33.12509382896586,FALSE
Name has seen who the foot does n't bother Name .,-33.12509382896586,-364.37603211862444,bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram3,-33.14721771423415,-33.12509382896586,FALSE
Name has seen the foot that *T* does n't bother Name .,-33.18610485831423,-398.2332582997708,good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram4,-33.18610485831423,-33.07632853358071,FALSE
Name has seen who the foot does n't bother Name .,-33.07632853358071,-363.8396138693878,bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram4,-33.18610485831423,-33.07632853358071,FALSE
Name has seen the foot that *T* does n't bother Name .,-33.15497674760608,-397.85972097127296,good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram5,-33.15497674760608,-33.13355823661348,FALSE
Name has seen who the foot does n't bother Name .,-33.13355823661348,-364.46914060274827,bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram5,-33.15497674760608,-33.13355823661348,FALSE
Name has seen the foot that *T* does n't bother Name .,-33.059476680934495,-396.71372017121394,good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram6,-33.059476680934495,-33.031471820484555,FALSE
Name has seen who the foot does n't bother Name .,-33.031471820484555,-363.3461900253301,bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram6,-33.059476680934495,-33.031471820484555,FALSE
Name has seen the foot that *T* does n't bother Name .,-33.138924105097985,-397.6670892611758,good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram7,-33.138924105097985,-33.11257840966275,FALSE
Name has seen who the foot does n't bother Name .,-33.11257840966275,-364.2383625062903,bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram7,-33.138924105097985,-33.11257840966275,FALSE
Name has seen the foot that *T* does n't bother Name .,-33.09675959138286,-397.16111509659436,good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram8,-33.09675959138286,-33.068102840377215,FALSE
Name has seen who the foot does n't bother Name .,-33.068102840377215,-363.74913124414934,bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram8,-33.09675959138286,-33.068102840377215,FALSE
Name has seen the foot that *T* does n't bother Name .,-33.32145740175799,-399.85748882109584,good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram9,-33.32145740175799,-33.219830998456416,FALSE
Name has seen who the foot does n't bother Name .,-33.219830998456416,-365.4181409830206,bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,trigram9,-33.32145740175799,-33.219830998456416,FALSE
Name saw who a lot of mirrors have n't scared Name .,-33.32746575732235,-399.9295890878682,bad,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram1,-33.32746575732235,-33.32746575732235,FALSE
Name saw a lot of mirrors that have n't scared Name .,-33.32746575732235,-399.9295890878682,good,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram1,-33.32746575732235,-33.32746575732235,FALSE
Name saw who a lot of mirrors have n't scared Name .,-33.31342370493588,-399.7610844592306,bad,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram10,-33.31342370493588,-33.31342370493588,FALSE
Name saw a lot of mirrors that have n't scared Name .,-33.31342370493588,-399.7610844592306,good,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram10,-33.31342370493588,-33.31342370493588,FALSE
Name saw who a lot of mirrors have n't scared Name .,-33.35955002525047,-400.31460030300565,bad,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram2,-33.35955002525047,-33.35955002525047,FALSE
Name saw a lot of mirrors that have n't scared Name .,-33.35955002525047,-400.31460030300565,good,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram2,-33.35955002525047,-33.35955002525047,FALSE
Name saw who a lot of mirrors have n't scared Name .,-33.33454500702112,-400.01454008425344,bad,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram3,-33.33454500702112,-33.33454500702112,FALSE
Name saw a lot of mirrors that have n't scared Name .,-33.33454500702112,-400.01454008425344,good,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram3,-33.33454500702112,-33.33454500702112,FALSE
Name saw who a lot of mirrors have n't scared Name .,-33.333232753844484,-399.9987930461338,bad,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram4,-33.33323275384448,-33.333232753844484,TRUE
Name saw a lot of mirrors that have n't scared Name .,-33.33323275384448,-399.99879304613376,good,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram4,-33.33323275384448,-33.333232753844484,TRUE
Name saw who a lot of mirrors have n't scared Name .,-33.32893198437694,-399.9471838125233,bad,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram5,-33.32893198437694,-33.32893198437694,FALSE
Name saw a lot of mirrors that have n't scared Name .,-33.32893198437694,-399.9471838125233,good,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram5,-33.32893198437694,-33.32893198437694,FALSE
Name saw who a lot of mirrors have n't scared Name .,-33.35135170931193,-400.21622051174313,bad,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram6,-33.35135170931193,-33.35135170931193,FALSE
Name saw a lot of mirrors that have n't scared Name .,-33.35135170931193,-400.21622051174313,good,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram6,-33.35135170931193,-33.35135170931193,FALSE
Name saw who a lot of mirrors have n't scared Name .,-33.298718925081985,-399.5846271009838,bad,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram7,-33.298718925081985,-33.298718925081985,FALSE
Name saw a lot of mirrors that have n't scared Name .,-33.298718925081985,-399.5846271009838,good,wh_questions_subject_gap,26,syntax,filler_gap_dependency,trigram7,-33.298718925081985,-33.298718925081985,FALSE
