Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
those friends of Name were painting .,-34.097196131373494,-238.68037291961446,good,intransitive,13,syntax,argument_structure,trigram1,-34.097196131373494,-34.25791041708778,TRUE
those friends of Name were walking through .,-34.25791041708778,-274.0632833367022,bad,intransitive,13,syntax,argument_structure,trigram1,-34.097196131373494,-34.25791041708778,TRUE
those friends of Name were painting .,-34.11710963043361,-238.8197674130353,good,intransitive,13,syntax,argument_structure,trigram10,-34.11710963043361,-34.20470360355775,TRUE
those friends of Name were walking through .,-34.20470360355775,-273.637628828462,bad,intransitive,13,syntax,argument_structure,trigram10,-34.11710963043361,-34.20470360355775,TRUE
those friends of Name were painting .,-33.98590607950057,-237.90134255650403,good,intransitive,13,syntax,argument_structure,trigram2,-33.98590607950057,-34.23018643674646,TRUE
those friends of Name were walking through .,-34.23018643674646,-273.84149149397166,bad,intransitive,13,syntax,argument_structure,trigram2,-33.98590607950057,-34.23018643674646,TRUE
those friends of Name were painting .,-34.104866166471126,-238.7340631652979,good,intransitive,13,syntax,argument_structure,trigram3,-34.104866166471126,-34.39058045218541,TRUE
those friends of Name were walking through .,-34.39058045218541,-275.1246436174833,bad,intransitive,13,syntax,argument_structure,trigram3,-34.104866166471126,-34.39058045218541,TRUE
those friends of Name were painting .,-34.16722121599428,-239.17054851195996,good,intransitive,13,syntax,argument_structure,trigram4,-34.16722121599428,-34.19552411779287,TRUE
those friends of Name were walking through .,-34.19552411779287,-273.56419294234297,bad,intransitive,13,syntax,argument_structure,trigram4,-34.16722121599428,-34.19552411779287,TRUE
those friends of Name were painting .,-34.05887635496938,-238.41213448478567,good,intransitive,13,syntax,argument_structure,trigram5,-34.05887635496938,-34.192460055934575,TRUE
those friends of Name were walking through .,-34.192460055934575,-273.5396804474766,bad,intransitive,13,syntax,argument_structure,trigram5,-34.05887635496938,-34.192460055934575,TRUE
those friends of Name were painting .,-34.03582613232852,-238.25078292629965,good,intransitive,13,syntax,argument_structure,trigram6,-34.03582613232852,-34.16940983329371,TRUE
those friends of Name were walking through .,-34.16940983329371,-273.3552786663497,bad,intransitive,13,syntax,argument_structure,trigram6,-34.03582613232852,-34.16940983329371,TRUE
those friends of Name were painting .,-34.05944639763965,-238.41612478347753,good,intransitive,13,syntax,argument_structure,trigram7,-34.05944639763965,-34.23060644229538,TRUE
those friends of Name were walking through .,-34.23060644229538,-273.84485153836306,bad,intransitive,13,syntax,argument_structure,trigram7,-34.05944639763965,-34.23060644229538,TRUE
those friends of Name were painting .,-34.0802798388897,-238.56195887222793,good,intransitive,13,syntax,argument_structure,trigram8,-34.0802798388897,-34.2138635398549,TRUE
those friends of Name were walking through .,-34.2138635398549,-273.7109083188392,bad,intransitive,13,syntax,argument_structure,trigram8,-34.0802798388897,-34.2138635398549,TRUE
those friends of Name were painting .,-34.10764382451992,-238.75350677163942,good,intransitive,13,syntax,argument_structure,trigram9,-34.10764382451992,-34.24122752548511,TRUE
those friends of Name were walking through .,-34.24122752548511,-273.92982020388087,bad,intransitive,13,syntax,argument_structure,trigram9,-34.10764382451992,-34.24122752548511,TRUE
a lot of boys can find .,-33.95433898851635,-237.68037291961446,bad,intransitive,205,syntax,argument_structure,trigram1,-33.95433898851635,-33.95433898851635,FALSE
a lot of boys can cook .,-33.95433898851635,-237.68037291961446,good,intransitive,205,syntax,argument_structure,trigram1,-33.95433898851635,-33.95433898851635,FALSE
a lot of boys can find .,-34.03354355890202,-238.23480491231413,bad,intransitive,205,syntax,argument_structure,trigram10,-34.03354355890202,-34.03354355890202,FALSE
a lot of boys can cook .,-34.03354355890202,-238.23480491231413,good,intransitive,205,syntax,argument_structure,trigram10,-34.03354355890202,-34.03354355890202,FALSE
a lot of boys can find .,-34.02348242319112,-238.16437696233783,bad,intransitive,205,syntax,argument_structure,trigram2,-34.02348242319112,-34.02348242319112,FALSE
a lot of boys can cook .,-34.02348242319112,-238.16437696233783,good,intransitive,205,syntax,argument_structure,trigram2,-34.02348242319112,-34.02348242319112,FALSE
a lot of boys can find .,-33.96200902361399,-237.7340631652979,bad,intransitive,205,syntax,argument_structure,trigram3,-33.81915188075684,-33.96200902361399,TRUE
