Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
the eye visited Name .,-32.44984323365075,-162.24921616825375,bad,animate_subject_trans,1,syntax,s-selection,trigram1,-31.96657643779149,-32.44984323365075,TRUE
Name visited Name .,-31.96657643779149,-127.86630575116597,good,animate_subject_trans,1,syntax,s-selection,trigram1,-31.96657643779149,-32.44984323365075,TRUE
the eye visited Name .,-32.505255909383294,-162.52627954691647,bad,animate_subject_trans,1,syntax,s-selection,trigram10,-32.030863907692144,-32.505255909383294,TRUE
Name visited Name .,-32.030863907692144,-128.12345563076858,good,animate_subject_trans,1,syntax,s-selection,trigram10,-32.030863907692144,-32.505255909383294,TRUE
the eye visited Name .,-32.43004466813356,-162.1502233406678,bad,animate_subject_trans,1,syntax,s-selection,trigram2,-31.94875922598033,-32.43004466813356,TRUE
Name visited Name .,-31.94875922598033,-127.79503690392133,good,animate_subject_trans,1,syntax,s-selection,trigram2,-31.94875922598033,-32.43004466813356,TRUE
the eye visited Name .,-32.45609538379112,-162.28047691895557,bad,animate_subject_trans,1,syntax,s-selection,trigram3,-31.97247411669253,-32.45609538379112,TRUE
Name visited Name .,-31.97247411669253,-127.88989646677014,good,animate_subject_trans,1,syntax,s-selection,trigram3,-31.97247411669253,-32.45609538379112,TRUE
the eye visited Name .,-32.51304202566802,-162.5652101283401,bad,animate_subject_trans,1,syntax,s-selection,trigram4,-32.04289142448927,-32.51304202566802,TRUE
Name visited Name .,-32.04289142448927,-128.17156569795708,good,animate_subject_trans,1,syntax,s-selection,trigram4,-32.04289142448927,-32.51304202566802,TRUE
the eye visited Name .,-32.44262424657006,-162.2131212328503,bad,animate_subject_trans,1,syntax,s-selection,trigram5,-31.9556352160814,-32.44262424657006,TRUE
Name visited Name .,-31.9556352160814,-127.8225408643256,good,animate_subject_trans,1,syntax,s-selection,trigram5,-31.9556352160814,-32.44262424657006,TRUE
the eye visited Name .,-32.44569439825547,-162.22847199127733,bad,animate_subject_trans,1,syntax,s-selection,trigram6,-31.965235461348367,-32.44569439825547,TRUE
Name visited Name .,-31.965235461348367,-127.86094184539347,good,animate_subject_trans,1,syntax,s-selection,trigram6,-31.965235461348367,-32.44569439825547,TRUE
the eye visited Name .,-32.55069296364549,-162.75346481822743,bad,animate_subject_trans,1,syntax,s-selection,trigram7,-32.081184515835474,-32.55069296364549,TRUE
Name visited Name .,-32.081184515835474,-128.3247380633419,good,animate_subject_trans,1,syntax,s-selection,trigram7,-32.081184515835474,-32.55069296364549,TRUE
the eye visited Name .,-32.47293819414589,-162.36469097072944,bad,animate_subject_trans,1,syntax,s-selection,trigram8,-31.9881767795711,-32.47293819414589,TRUE
Name visited Name .,-31.9881767795711,-127.9527071182844,good,animate_subject_trans,1,syntax,s-selection,trigram8,-31.9881767795711,-32.47293819414589,TRUE
the eye visited Name .,-32.49649873454202,-162.48249367271012,bad,animate_subject_trans,1,syntax,s-selection,trigram9,-32.01078645865872,-32.49649873454202,TRUE
Name visited Name .,-32.01078645865872,-128.04314583463488,good,animate_subject_trans,1,syntax,s-selection,trigram9,-32.01078645865872,-32.49649873454202,TRUE
the snake hugged Name .,-32.44984323365075,-162.24921616825375,bad,animate_subject_trans,114,syntax,s-selection,trigram1,-31.96657643779149,-32.44984323365075,TRUE
Name hugged Name .,-31.96657643779149,-127.86630575116597,good,animate_subject_trans,114,syntax,s-selection,trigram1,-31.96657643779149,-32.44984323365075,TRUE
the snake hugged Name .,-32.505255909383294,-162.52627954691647,bad,animate_subject_trans,114,syntax,s-selection,trigram10,-32.030863907692144,-32.505255909383294,TRUE
Name hugged Name .,-32.030863907692144,-128.12345563076858,good,animate_subject_trans,114,syntax,s-selection,trigram10,-32.030863907692144,-32.505255909383294,TRUE
the snake hugged Name .,-32.43004466813356,-162.1502233406678,bad,animate_subject_trans,114,syntax,s-selection,trigram2,-31.94875922598033,-32.43004466813356,TRUE
Name hugged Name .,-31.94875922598033,-127.79503690392133,good,animate_subject_trans,114,syntax,s-selection,trigram2,-31.94875922598033,-32.43004466813356,TRUE
the snake hugged Name .,-32.45609538379112,-162.28047691895557,bad,animate_subject_trans,114,syntax,s-selection,trigram3,-31.97247411669253,-32.45609538379112,TRUE
Name hugged Name .,-31.97247411669253,-127.88989646677014,good,animate_subject_trans,114,syntax,s-selection,trigram3,-31.97247411669253,-32.45609538379112,TRUE
the snake hugged Name .,-32.51304202566802,-162.5652101283401,bad,animate_subject_trans,114,syntax,s-selection,trigram4,-32.04289142448927,-32.51304202566802,TRUE
Name hugged Name .,-32.04289142448927,-128.17156569795708,good,animate_subject_trans,114,syntax,s-selection,trigram4,-32.04289142448927,-32.51304202566802,TRUE
the snake hugged Name .,-32.44262424657006,-162.2131212328503,bad,animate_subject_trans,114,syntax,s-selection,trigram5,-31.9556352160814,-32.44262424657006,TRUE
Name hugged Name .,-31.9556352160814,-127.8225408643256,good,animate_subject_trans,114,syntax,s-selection,trigram5,-31.9556352160814,-32.44262424657006,TRUE
the snake hugged Name .,-32.44569439825547,-162.22847199127733,bad,animate_subject_trans,114,syntax,s-selection,trigram6,-31.965235461348367,-32.44569439825547,TRUE
Name hugged Name .,-31.965235461348367,-127.86094184539347,good,animate_subject_trans,114,syntax,s-selection,trigram6,-31.965235461348367,-32.44569439825547,TRUE
the snake hugged Name .,-32.55069296364549,-162.75346481822743,bad,animate_subject_trans,114,syntax,s-selection,trigram7,-32.081184515835474,-32.55069296364549,TRUE
Name hugged Name .,-32.081184515835474,-128.3247380633419,good,animate_subject_trans,114,syntax,s-selection,trigram7,-32.081184515835474,-32.55069296364549,TRUE
the snake hugged Name .,-32.47293819414589,-162.36469097072944,bad,animate_subject_trans,114,syntax,s-selection,trigram8,-31.9881767795711,-32.47293819414589,TRUE
Name hugged Name .,-31.9881767795711,-127.9527071182844,good,animate_subject_trans,114,syntax,s-selection,trigram8,-31.9881767795711,-32.47293819414589,TRUE
the snake hugged Name .,-32.49649873454202,-162.48249367271012,bad,animate_subject_trans,114,syntax,s-selection,trigram9,-32.01078645865872,-32.49649873454202,TRUE
Name hugged Name .,-32.01078645865872,-128.04314583463488,good,animate_subject_trans,114,syntax,s-selection,trigram9,-32.01078645865872,-32.49649873454202,TRUE
a restaurant could bring every rug .,-34.097196131373494,-238.68037291961446,bad,animate_subject_trans,119,syntax,s-selection,trigram1,-34.04957708375445,-34.097196131373494,TRUE
Name could bring every rug .,-34.04957708375445,-204.29746250252668,good,animate_subject_trans,119,syntax,s-selection,trigram1,-34.04957708375445,-34.097196131373494,TRUE
a restaurant could bring every rug .,-34.03354355890202,-238.23480491231413,bad,animate_subject_trans,119,syntax,s-selection,trigram10,-33.97199683269437,-34.03354355890202,TRUE
Name could bring every rug .,-33.97199683269437,-203.83198099616624,good,animate_subject_trans,119,syntax,s-selection,trigram10,-33.97199683269437,-34.03354355890202,TRUE
a restaurant could bring every rug .,-34.02348242319112,-238.16437696233783,bad,animate_subject_trans,119,syntax,s-selection,trigram2,-33.96819842093189,-34.02348242319112,TRUE
Name could bring every rug .,-33.96819842093189,-203.80919052559136,good,animate_subject_trans,119,syntax,s-selection,trigram2,-33.96819842093189,-34.02348242319112,TRUE
a restaurant could bring every rug .,-34.05887643863007,-238.41213507041053,bad,animate_subject_trans,119,syntax,s-selection,trigram3,-34.00359243637085,-34.05887643863007,TRUE
Name could bring every rug .,-34.00359243637085,-204.0215546182251,good,animate_subject_trans,119,syntax,s-selection,trigram3,-34.00359243637085,-34.05887643863007,TRUE
a restaurant could bring every rug .,-34.024364073137136,-238.17054851195996,bad,animate_subject_trans,119,syntax,s-selection,trigram4,-33.96281734692949,-34.024364073137136,TRUE
Name could bring every rug .,-33.96281734692949,-203.77690408157696,good,animate_subject_trans,119,syntax,s-selection,trigram4,-33.96281734692949,-34.024364073137136,TRUE
a restaurant could bring every rug .,-34.05887635496938,-238.41213448478567,bad,animate_subject_trans,119,syntax,s-selection,trigram5,-34.00359235271016,-34.05887635496938,TRUE
Name could bring every rug .,-34.00359235271016,-204.02155411626094,good,animate_subject_trans,119,syntax,s-selection,trigram5,-34.00359235271016,-34.05887635496938,TRUE
a restaurant could bring every rug .,-33.99824978863798,-237.98774852046586,bad,animate_subject_trans,119,syntax,s-selection,trigram6,-33.93670306243033,-33.99824978863798,TRUE
Name could bring every rug .,-33.93670306243033,-203.620218374582,good,animate_subject_trans,119,syntax,s-selection,trigram6,-33.93670306243033,-33.99824978863798,TRUE
a restaurant could bring every rug .,-34.02767605173444,-238.19373236214108,bad,animate_subject_trans,119,syntax,s-selection,trigram7,-33.960834267875924,-34.02767605173444,TRUE
Name could bring every rug .,-33.960834267875924,-203.76500560725555,good,animate_subject_trans,119,syntax,s-selection,trigram7,-33.960834267875924,-34.02767605173444,TRUE
a restaurant could bring every rug .,-34.18556063805631,-239.29892446639414,bad,animate_subject_trans,119,syntax,s-selection,trigram8,-34.14782343565818,-34.18556063805631,TRUE
Name could bring every rug .,-34.14782343565818,-204.8869406139491,good,animate_subject_trans,119,syntax,s-selection,trigram8,-34.14782343565818,-34.18556063805631,TRUE
a restaurant could bring every rug .,-34.03829713492417,-238.26807994446918,bad,animate_subject_trans,119,syntax,s-selection,trigram9,-33.97145535106565,-34.03829713492417,TRUE
Name could bring every rug .,-33.97145535106565,-203.82873210639391,good,animate_subject_trans,119,syntax,s-selection,trigram9,-33.97145535106565,-34.03829713492417,TRUE
that rabbit was watching Name .,-32.60535443089025,-195.63212658534152,bad,animate_subject_trans,123,syntax,s-selection,trigram1,-31.64984323365075,-32.60535443089025,TRUE
Name was watching Name .,-31.64984323365075,-158.24921616825375,good,animate_subject_trans,123,syntax,s-selection,trigram1,-31.64984323365075,-32.60535443089025,TRUE
that rabbit was watching Name .,-32.65485057717739,-195.92910346306437,bad,animate_subject_trans,123,syntax,s-selection,trigram10,-31.705255909383293,-32.65485057717739,TRUE
Name was watching Name .,-31.705255909383293,-158.52627954691647,good,animate_subject_trans,123,syntax,s-selection,trigram10,-31.705255909383293,-32.65485057717739,TRUE
that rabbit was watching Name .,-32.58423496290238,-195.50540977741426,bad,animate_subject_trans,123,syntax,s-selection,trigram2,-31.51305216798933,-32.58423496290238,TRUE
Name was watching Name .,-31.51305216798933,-157.56526083994663,good,animate_subject_trans,123,syntax,s-selection,trigram2,-31.51305216798933,-32.58423496290238,TRUE
that rabbit was watching Name .,-32.611842895190165,-195.671057371141,bad,animate_subject_trans,123,syntax,s-selection,trigram3,-31.59170976481364,-32.611842895190165,TRUE
Name was watching Name .,-31.59170976481364,-157.9585488240682,good,animate_subject_trans,123,syntax,s-selection,trigram3,-31.59170976481364,-32.611842895190165,TRUE
that rabbit was watching Name .,-32.65980909312052,-195.95885455872312,bad,animate_subject_trans,123,syntax,s-selection,trigram4,-31.59604952552379,-32.65980909312052,TRUE
Name was watching Name .,-31.59604952552379,-157.98024762761895,good,animate_subject_trans,123,syntax,s-selection,trigram4,-31.59604952552379,-32.65980909312052,TRUE
that rabbit was watching Name .,-32.600616933562506,-195.60370160137504,bad,animate_subject_trans,123,syntax,s-selection,trigram5,-31.84262424657006,-32.600616933562506,TRUE
Name was watching Name .,-31.84262424657006,-159.2131212328503,good,animate_subject_trans,123,syntax,s-selection,trigram5,-31.84262424657006,-32.600616933562506,TRUE
that rabbit was watching Name .,-32.599333689526865,-195.59600213716118,bad,animate_subject_trans,123,syntax,s-selection,trigram6,-31.645694398255465,-32.599333689526865,TRUE
Name was watching Name .,-31.645694398255465,-158.22847199127733,good,animate_subject_trans,123,syntax,s-selection,trigram6,-31.645694398255465,-32.599333689526865,TRUE
that rabbit was watching Name .,-32.69703192885216,-196.18219157311296,bad,animate_subject_trans,123,syntax,s-selection,trigram7,-31.950692963645487,-32.69703192885216,TRUE
Name was watching Name .,-31.950692963645487,-159.75346481822743,good,animate_subject_trans,123,syntax,s-selection,trigram7,-31.950692963645487,-32.69703192885216,TRUE
that rabbit was watching Name .,-32.79611247052908,-196.7766748231745,bad,animate_subject_trans,123,syntax,s-selection,trigram8,-31.87293819414589,-32.79611247052908,TRUE
Name was watching Name .,-31.87293819414589,-159.36469097072944,good,animate_subject_trans,123,syntax,s-selection,trigram8,-31.87293819414589,-32.79611247052908,TRUE
that rabbit was watching Name .,-32.65364025179756,-195.92184151078538,bad,animate_subject_trans,123,syntax,s-selection,trigram9,-31.57950623439779,-32.65364025179756,TRUE
Name was watching Name .,-31.57950623439779,-157.89753117198896,good,animate_subject_trans,123,syntax,s-selection,trigram9,-31.57950623439779,-32.65364025179756,TRUE
a print might watch Name .,-32.507860680770065,-195.0471640846204,bad,animate_subject_trans,132,syntax,s-selection,trigram1,-32.132850733506515,-32.507860680770065,TRUE
Name might watch Name .,-32.132850733506515,-160.6642536675326,good,animate_subject_trans,132,syntax,s-selection,trigram1,-32.132850733506515,-32.507860680770065,TRUE
a print might watch Name .,-32.65485057717739,-195.92910346306437,bad,animate_subject_trans,132,syntax,s-selection,trigram10,-32.30525590938329,-32.65485057717739,TRUE
Name might watch Name .,-32.30525590938329,-161.52627954691647,good,animate_subject_trans,132,syntax,s-selection,trigram10,-32.30525590938329,-32.65485057717739,TRUE
a print might watch Name .,-32.486741212782185,-194.9204472766931,bad,animate_subject_trans,132,syntax,s-selection,trigram2,-32.11305216798932,-32.486741212782185,TRUE
Name might watch Name .,-32.11305216798932,-160.56526083994663,good,animate_subject_trans,132,syntax,s-selection,trigram2,-32.11305216798932,-32.486741212782185,TRUE
a print might watch Name .,-32.611842895190165,-195.671057371141,bad,animate_subject_trans,132,syntax,s-selection,trigram3,-32.25609538379111,-32.611842895190165,TRUE
Name might watch Name .,-32.25609538379111,-161.28047691895557,good,animate_subject_trans,132,syntax,s-selection,trigram3,-32.25609538379111,-32.611842895190165,TRUE
a print might watch Name .,-32.56231534300033,-195.37389205800199,bad,animate_subject_trans,132,syntax,s-selection,trigram4,-32.19604952552379,-32.56231534300033,TRUE
Name might watch Name .,-32.19604952552379,-160.98024762761895,good,animate_subject_trans,132,syntax,s-selection,trigram4,-32.19604952552379,-32.56231534300033,TRUE
a print might watch Name .,-32.50312318344231,-195.01873910065387,bad,animate_subject_trans,132,syntax,s-selection,trigram5,-32.12563174642583,-32.50312318344231,TRUE
Name might watch Name .,-32.12563174642583,-160.62815873212915,good,animate_subject_trans,132,syntax,s-selection,trigram5,-32.12563174642583,-32.50312318344231,TRUE
a print might watch Name .,-32.599333689526865,-195.59600213716118,bad,animate_subject_trans,132,syntax,s-selection,trigram6,-32.245694398255466,-32.599333689526865,TRUE
Name might watch Name .,-32.245694398255466,-161.22847199127733,good,animate_subject_trans,132,syntax,s-selection,trigram6,-32.245694398255466,-32.599333689526865,TRUE
a print might watch Name .,-32.59953817873197,-195.5972290723918,bad,animate_subject_trans,132,syntax,s-selection,trigram7,-32.23370046350125,-32.59953817873197,TRUE
Name might watch Name .,-32.23370046350125,-161.16850231750627,good,animate_subject_trans,132,syntax,s-selection,trigram7,-32.23370046350125,-32.59953817873197,TRUE
a print might watch Name .,-32.531952053742224,-195.19171232245333,bad,animate_subject_trans,132,syntax,s-selection,trigram8,-32.15594569400166,-32.531952053742224,TRUE
Name might watch Name .,-32.15594569400166,-160.77972847000828,good,animate_subject_trans,132,syntax,s-selection,trigram8,-32.15594569400166,-32.531952053742224,TRUE
a print might watch Name .,-32.55614650167737,-195.33687901006422,bad,animate_subject_trans,132,syntax,s-selection,trigram9,-32.17950623439779,-32.55614650167737,TRUE
Name might watch Name .,-32.17950623439779,-160.89753117198896,good,animate_subject_trans,132,syntax,s-selection,trigram9,-32.17950623439779,-32.55614650167737,TRUE
this truck ran around every river .,-34.097196131373494,-238.68037291961446,bad,animate_subject_trans,140,syntax,s-selection,trigram1,-34.216243750421114,-34.097196131373494,FALSE
Name ran around every river .,-34.216243750421114,-205.29746250252668,good,animate_subject_trans,140,syntax,s-selection,trigram1,-34.216243750421114,-34.097196131373494,FALSE
this truck ran around every river .,-34.11710963043361,-238.8197674130353,bad,animate_subject_trans,140,syntax,s-selection,trigram10,-34.23615724948123,-34.11710963043361,FALSE
Name ran around every river .,-34.23615724948123,-205.4169434968874,good,animate_subject_trans,140,syntax,s-selection,trigram10,-34.23615724948123,-34.11710963043361,FALSE
this truck ran around every river .,-34.06947215103217,-238.4863050572252,bad,animate_subject_trans,140,syntax,s-selection,trigram2,-34.188519770079786,-34.06947215103217,FALSE
Name ran around every river .,-34.188519770079786,-205.13111862047873,good,animate_subject_trans,140,syntax,s-selection,trigram2,-34.188519770079786,-34.06947215103217,FALSE
this truck ran around every river .,-34.104866166471126,-238.7340631652979,bad,animate_subject_trans,140,syntax,s-selection,trigram3,-34.22391378551875,-34.104866166471126,FALSE
Name ran around every river .,-34.22391378551875,-205.34348271311248,good,animate_subject_trans,140,syntax,s-selection,trigram3,-34.22391378551875,-34.104866166471126,FALSE
this truck ran around every river .,-34.250787287525874,-239.7555110126811,bad,animate_subject_trans,140,syntax,s-selection,trigram4,-34.22697776371635,-34.250787287525874,TRUE
Name ran around every river .,-34.22697776371635,-205.3618665822981,good,animate_subject_trans,140,syntax,s-selection,trigram4,-34.22697776371635,-34.250787287525874,TRUE
this truck ran around every river .,-34.10486608281043,-238.73406257967304,bad,animate_subject_trans,140,syntax,s-selection,trigram5,-34.22391370185805,-34.10486608281043,FALSE
Name ran around every river .,-34.22391370185805,-205.3434822111483,good,animate_subject_trans,140,syntax,s-selection,trigram5,-34.22391370185805,-34.10486608281043,FALSE
this truck ran around every river .,-34.08181586016957,-238.572711021187,bad,animate_subject_trans,140,syntax,s-selection,trigram6,-34.20086347921719,-34.08181586016957,FALSE
Name ran around every river .,-34.20086347921719,-205.20518087530314,good,animate_subject_trans,140,syntax,s-selection,trigram6,-34.20086347921719,-34.08181586016957,FALSE
this truck ran around every river .,-34.285869612028385,-240.0010872841987,bad,animate_subject_trans,140,syntax,s-selection,trigram7,-34.428726754885524,-34.285869612028385,FALSE
Name ran around every river .,-34.428726754885524,-206.57236052931316,good,animate_subject_trans,140,syntax,s-selection,trigram7,-34.428726754885524,-34.285869612028385,FALSE
this truck ran around every river .,-34.2691267095879,-239.8838869671153,bad,animate_subject_trans,140,syntax,s-selection,trigram8,-34.41198385244504,-34.2691267095879,FALSE
Name ran around every river .,-34.41198385244504,-206.47190311467025,good,animate_subject_trans,140,syntax,s-selection,trigram8,-34.41198385244504,-34.2691267095879,FALSE
this truck ran around every river .,-34.43934783807526,-241.0754348665268,bad,animate_subject_trans,140,syntax,s-selection,trigram9,-34.43934783807526,-34.43934783807526,FALSE
Name ran around every river .,-34.43934783807526,-206.63608702845153,good,animate_subject_trans,140,syntax,s-selection,trigram9,-34.43934783807526,-34.43934783807526,FALSE
that box saw Name .,-32.44984323365075,-162.24921616825375,bad,animate_subject_trans,159,syntax,s-selection,trigram1,-31.96657643779149,-32.44984323365075,TRUE
Name saw Name .,-31.96657643779149,-127.86630575116597,good,animate_subject_trans,159,syntax,s-selection,trigram1,-31.96657643779149,-32.44984323365075,TRUE
that box saw Name .,-32.505255909383294,-162.52627954691647,bad,animate_subject_trans,159,syntax,s-selection,trigram10,-31.780863907692144,-32.505255909383294,TRUE
Name saw Name .,-31.780863907692144,-127.12345563076858,good,animate_subject_trans,159,syntax,s-selection,trigram10,-31.780863907692144,-32.505255909383294,TRUE
that box saw Name .,-32.43004466813356,-162.1502233406678,bad,animate_subject_trans,159,syntax,s-selection,trigram2,-31.94875922598033,-32.43004466813356,TRUE
