Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what might Name fire children ?,-19.17739462412794,-134.24176236889556,bad,left_branch_island_echo_question,107,syntax,island_effects,bigram1,-19.359598753291923,-19.17739462412794,FALSE
Name might fire what children ?,-19.359598753291923,-135.51719127304347,good,left_branch_island_echo_question,107,syntax,island_effects,bigram1,-19.359598753291923,-19.17739462412794,FALSE
what might Name fire children ?,-19.011288563355887,-133.0790199434912,bad,left_branch_island_echo_question,107,syntax,island_effects,bigram10,-19.296709329972536,-19.011288563355887,FALSE
Name might fire what children ?,-19.296709329972536,-135.07696530980775,good,left_branch_island_echo_question,107,syntax,island_effects,bigram10,-19.296709329972536,-19.011288563355887,FALSE
what might Name fire children ?,-18.95141368549548,-132.65989579846834,bad,left_branch_island_echo_question,107,syntax,island_effects,bigram2,-19.1938074339869,-18.95141368549548,FALSE
Name might fire what children ?,-19.1938074339869,-134.3566520379083,good,left_branch_island_echo_question,107,syntax,island_effects,bigram2,-19.1938074339869,-18.95141368549548,FALSE
what might Name fire children ?,-19.0520101935998,-133.3640713551986,bad,left_branch_island_echo_question,107,syntax,island_effects,bigram3,-19.234249831290036,-19.0520101935998,FALSE
Name might fire what children ?,-19.234249831290036,-134.63974881903022,good,left_branch_island_echo_question,107,syntax,island_effects,bigram3,-19.234249831290036,-19.0520101935998,FALSE
what might Name fire children ?,-19.241590338668026,-134.69113237067617,bad,left_branch_island_echo_question,107,syntax,island_effects,bigram4,-19.31432517168556,-19.241590338668026,FALSE
Name might fire what children ?,-19.31432517168556,-135.2002762017989,good,left_branch_island_echo_question,107,syntax,island_effects,bigram4,-19.31432517168556,-19.241590338668026,FALSE
what might Name fire children ?,-19.136242391683403,-133.95369674178383,bad,left_branch_island_echo_question,107,syntax,island_effects,bigram5,-19.346824780825816,-19.136242391683403,FALSE
Name might fire what children ?,-19.346824780825816,-135.42777346578072,good,left_branch_island_echo_question,107,syntax,island_effects,bigram5,-19.346824780825816,-19.136242391683403,FALSE
what might Name fire children ?,-19.0929412052948,-133.6505884370636,bad,left_branch_island_echo_question,107,syntax,island_effects,bigram6,-19.341205938643093,-19.0929412052948,FALSE
Name might fire what children ?,-19.341205938643093,-135.38844157050164,good,left_branch_island_echo_question,107,syntax,island_effects,bigram6,-19.341205938643093,-19.0929412052948,FALSE
what might Name fire children ?,-19.09166623943273,-133.6416636760291,bad,left_branch_island_echo_question,107,syntax,island_effects,bigram7,-19.232455629414137,-19.09166623943273,FALSE
Name might fire what children ?,-19.232455629414137,-134.62718940589895,good,left_branch_island_echo_question,107,syntax,island_effects,bigram7,-19.232455629414137,-19.09166623943273,FALSE
what might Name fire children ?,-19.008378603845184,-133.05865022691628,bad,left_branch_island_echo_question,107,syntax,island_effects,bigram8,-19.20090978712043,-19.008378603845184,FALSE
Name might fire what children ?,-19.20090978712043,-134.40636850984302,good,left_branch_island_echo_question,107,syntax,island_effects,bigram8,-19.20090978712043,-19.008378603845184,FALSE
what might Name fire children ?,-19.12297838699742,-133.86084870898193,bad,left_branch_island_echo_question,107,syntax,island_effects,bigram9,-19.348705487315037,-19.12297838699742,FALSE
