Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name had learned that those birds will look like *T* .,-19.059319973986288,-228.71183968783544,bad,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,bigram1,-18.825373730481484,-19.059319973986288,TRUE
Name had learned what those birds will look like *T* .,-18.825373730481484,-225.9044847657778,good,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,bigram1,-18.825373730481484,-19.059319973986288,TRUE
Name had learned that those birds will look like *T* .,-19.14126248405592,-229.69514980867106,bad,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,bigram10,-19.009182275662493,-19.14126248405592,TRUE
Name had learned what those birds will look like *T* .,-19.009182275662493,-228.1101873079499,good,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,bigram10,-19.009182275662493,-19.14126248405592,TRUE
Name had learned that those birds will look like *T* .,-18.993802449593968,-227.9256293951276,bad,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,bigram2,-18.910469116260632,-18.993802449593968,TRUE
Name had learned what those birds will look like *T* .,-18.910469116260632,-226.9256293951276,good,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,bigram2,-18.910469116260632,-18.993802449593968,TRUE
Name had learned that those birds will look like *T* .,-19.05916340826157,-228.70996089913888,bad,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,bigram3,-18.97583007492824,-19.05916340826157,TRUE
Name had learned what those birds will look like *T* .,-18.97583007492824,-227.70996089913888,good,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,bigram3,-18.97583007492824,-19.05916340826157,TRUE
Name had learned that those birds will look like *T* .,-19.14397525885195,-229.72770310622337,bad,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,bigram4,-19.01189505045852,-19.14397525885195,TRUE
Name had learned what those birds will look like *T* .,-19.01189505045852,-228.1427406055022,good,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,bigram4,-19.01189505045852,-19.14397525885195,TRUE
Name had learned that those birds will look like *T* .,-19.070072287909102,-228.84086745490922,bad,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,bigram5,-18.87657828000182,-19.070072287909102,TRUE
Name had learned what those birds will look like *T* .,-18.87657828000182,-226.51893936002185,good,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,bigram5,-18.87657828000182,-19.070072287909102,TRUE
