Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name does fix two chairs and Name does fix three orange .,-20.02946924511297,-260.3831001864686,bad,ellipsis_n_bar_1,101,syntax,ellipsis,bigram1,-20.004705545506248,-20.02946924511297,TRUE
Name does fix two orange chairs and Name does fix three .,-20.004705545506248,-260.0611720915812,good,ellipsis_n_bar_1,101,syntax,ellipsis,bigram1,-20.004705545506248,-20.02946924511297,TRUE
Name does fix two chairs and Name does fix three orange .,-20.04257393502764,-260.5534611553593,bad,ellipsis_n_bar_1,101,syntax,ellipsis,bigram10,-19.96565085810456,-20.04257393502764,TRUE
Name does fix two orange chairs and Name does fix three .,-19.96565085810456,-259.5534611553593,good,ellipsis_n_bar_1,101,syntax,ellipsis,bigram10,-19.96565085810456,-20.04257393502764,TRUE
Name does fix two chairs and Name does fix three orange .,-19.85852475725865,-258.16082184436243,bad,ellipsis_n_bar_1,101,syntax,ellipsis,bigram2,-19.81352764181856,-19.85852475725865,TRUE
Name does fix two orange chairs and Name does fix three .,-19.81352764181856,-257.5758593436413,good,ellipsis_n_bar_1,101,syntax,ellipsis,bigram2,-19.81352764181856,-19.85852475725865,TRUE
Name does fix two chairs and Name does fix three orange .,-19.848557651103643,-258.03124946434735,bad,ellipsis_n_bar_1,101,syntax,ellipsis,bigram3,-19.83145054177007,-19.848557651103643,TRUE
Name does fix two orange chairs and Name does fix three .,-19.83145054177007,-257.8088570430109,good,ellipsis_n_bar_1,101,syntax,ellipsis,bigram3,-19.83145054177007,-19.848557651103643,TRUE
Name does fix two chairs and Name does fix three orange .,-20.000875870142924,-260.011386311858,bad,ellipsis_n_bar_1,101,syntax,ellipsis,bigram4,-19.83814685341831,-20.000875870142924,TRUE
Name does fix two orange chairs and Name does fix three .,-19.83814685341831,-257.895909094438,good,ellipsis_n_bar_1,101,syntax,ellipsis,bigram4,-19.83814685341831,-20.000875870142924,TRUE
Name does fix two chairs and Name does fix three orange .,-20.00001839229261,-260.00023909980393,bad,ellipsis_n_bar_1,101,syntax,ellipsis,bigram5,-20.00001839229261,-20.00001839229261,FALSE
Name does fix two orange chairs and Name does fix three .,-20.00001839229261,-260.00023909980393,good,ellipsis_n_bar_1,101,syntax,ellipsis,bigram5,-20.00001839229261,-20.00001839229261,FALSE
Name does fix two chairs and Name does fix three orange .,-19.96942123010541,-259.6024759913704,bad,ellipsis_n_bar_1,101,syntax,ellipsis,bigram6,-19.847501037742248,-19.96942123010541,TRUE
Name does fix two orange chairs and Name does fix three .,-19.847501037742248,-258.0175134906492,good,ellipsis_n_bar_1,101,syntax,ellipsis,bigram6,-19.847501037742248,-19.96942123010541,TRUE
Name does fix two chairs and Name does fix three orange .,-19.99776189461897,-259.9709046300467,bad,ellipsis_n_bar_1,101,syntax,ellipsis,bigram7,-19.85873459292224,-19.99776189461897,TRUE
Name does fix two orange chairs and Name does fix three .,-19.85873459292224,-258.1635497079891,good,ellipsis_n_bar_1,101,syntax,ellipsis,bigram7,-19.85873459292224,-19.99776189461897,TRUE
Name does fix two chairs and Name does fix three orange .,-20.07178748842176,-260.93323734948285,bad,ellipsis_n_bar_1,101,syntax,ellipsis,bigram8,-19.932760186725016,-20.07178748842176,TRUE
Name does fix two orange chairs and Name does fix three .,-19.932760186725016,-259.1258824274252,good,ellipsis_n_bar_1,101,syntax,ellipsis,bigram8,-19.932760186725016,-20.07178748842176,TRUE
Name does fix two chairs and Name does fix three orange .,-19.981172882378434,-259.75524747091964,bad,ellipsis_n_bar_1,101,syntax,ellipsis,bigram9,-19.85036982713681,-19.981172882378434,TRUE
Name does fix two orange chairs and Name does fix three .,-19.85036982713681,-258.0548077527785,good,ellipsis_n_bar_1,101,syntax,ellipsis,bigram9,-19.85036982713681,-19.981172882378434,TRUE
some child does n't wear one dress and Name does n't wear many white .,-19.77044081810713,-316.327053089714,bad,ellipsis_n_bar_1,107,syntax,ellipsis,bigram1,-19.72438046847174,-19.77044081810713,TRUE
some child does n't wear one white dress and Name does n't wear many .,-19.72438046847174,-315.59008749554783,good,ellipsis_n_bar_1,107,syntax,ellipsis,bigram1,-19.72438046847174,-19.77044081810713,TRUE
some child does n't wear one dress and Name does n't wear many white .,-19.819003105664606,-317.1040496906337,bad,ellipsis_n_bar_1,107,syntax,ellipsis,bigram10,-19.71994294936953,-19.819003105664606,TRUE
some child does n't wear one white dress and Name does n't wear many .,-19.71994294936953,-315.5190871899125,good,ellipsis_n_bar_1,107,syntax,ellipsis,bigram10,-19.71994294936953,-19.819003105664606,TRUE
some child does n't wear one dress and Name does n't wear many white .,-19.68598544736217,-314.97576715779473,bad,ellipsis_n_bar_1,107,syntax,ellipsis,bigram2,-19.62348544736217,-19.68598544736217,TRUE
some child does n't wear one white dress and Name does n't wear many .,-19.62348544736217,-313.97576715779473,good,ellipsis_n_bar_1,107,syntax,ellipsis,bigram2,-19.62348544736217,-19.68598544736217,TRUE
some child does n't wear one dress and Name does n't wear many white .,-19.667875424806024,-314.6860067968964,bad,ellipsis_n_bar_1,107,syntax,ellipsis,bigram3,-19.605375424806024,-19.667875424806024,TRUE
some child does n't wear one white dress and Name does n't wear many .,-19.605375424806024,-313.6860067968964,good,ellipsis_n_bar_1,107,syntax,ellipsis,bigram3,-19.605375424806024,-19.667875424806024,TRUE
some child does n't wear one dress and Name does n't wear many white .,-19.84602490802751,-317.53639852844015,bad,ellipsis_n_bar_1,107,syntax,ellipsis,bigram4,-19.78352490802751,-19.84602490802751,TRUE
some child does n't wear one white dress and Name does n't wear many .,-19.78352490802751,-316.53639852844015,good,ellipsis_n_bar_1,107,syntax,ellipsis,bigram4,-19.78352490802751,-19.84602490802751,TRUE
some child does n't wear one dress and Name does n't wear many white .,-19.96963794066289,-319.5142070506063,bad,ellipsis_n_bar_1,107,syntax,ellipsis,bigram5,-19.887017434732428,-19.96963794066289,TRUE
some child does n't wear one white dress and Name does n't wear many .,-19.887017434732428,-318.19227895571885,good,ellipsis_n_bar_1,107,syntax,ellipsis,bigram5,-19.887017434732428,-19.96963794066289,TRUE
some child does n't wear one dress and Name does n't wear many white .,-19.70088149113611,-315.21410385817774,bad,ellipsis_n_bar_1,107,syntax,ellipsis,bigram6,-19.62448196480258,-19.70088149113611,TRUE
some child does n't wear one white dress and Name does n't wear many .,-19.62448196480258,-313.9917114368413,good,ellipsis_n_bar_1,107,syntax,ellipsis,bigram6,-19.62448196480258,-19.70088149113611,TRUE
some child does n't wear one dress and Name does n't wear many white .,-19.944990294907267,-319.1198447185163,bad,ellipsis_n_bar_1,107,syntax,ellipsis,bigram7,-19.8459301386122,-19.944990294907267,TRUE
some child does n't wear one white dress and Name does n't wear many .,-19.8459301386122,-317.53488221779514,good,ellipsis_n_bar_1,107,syntax,ellipsis,bigram7,-19.8459301386122,-19.944990294907267,TRUE
some child does n't wear one dress and Name does n't wear many white .,-19.81683139661837,-317.06930234589396,bad,ellipsis_n_bar_1,107,syntax,ellipsis,bigram8,-19.703871713989773,-19.81683139661837,TRUE
some child does n't wear one white dress and Name does n't wear many .,-19.703871713989773,-315.2619474238364,good,ellipsis_n_bar_1,107,syntax,ellipsis,bigram8,-19.703871713989773,-19.81683139661837,TRUE
some child does n't wear one dress and Name does n't wear many white .,-19.765225414915893,-316.2436066386543,bad,ellipsis_n_bar_1,107,syntax,ellipsis,bigram9,-19.702725414915893,-19.765225414915893,TRUE
some child does n't wear one white dress and Name does n't wear many .,-19.702725414915893,-315.2436066386543,good,ellipsis_n_bar_1,107,syntax,ellipsis,bigram9,-19.702725414915893,-19.765225414915893,TRUE
Name could n't clean one big drawing and Name could n't clean more .,-19.91407596824032,-298.71113952360486,good,ellipsis_n_bar_1,487,syntax,ellipsis,bigram1,-19.91407596824032,-20.07356379642557,TRUE
Name could n't clean one drawing and Name could n't clean more big .,-20.07356379642557,-301.10345694638363,bad,ellipsis_n_bar_1,487,syntax,ellipsis,bigram1,-19.91407596824032,-20.07356379642557,TRUE
Name could n't clean one big drawing and Name could n't clean more .,-20.032940001204057,-300.49410001806086,good,ellipsis_n_bar_1,487,syntax,ellipsis,bigram10,-20.032940001204057,-20.15343032934123,TRUE
Name could n't clean one drawing and Name could n't clean more big .,-20.15343032934123,-302.30145494011845,bad,ellipsis_n_bar_1,487,syntax,ellipsis,bigram10,-20.032940001204057,-20.15343032934123,TRUE
Name could n't clean one big drawing and Name could n't clean more .,-20.09681507212253,-301.45222608183803,good,ellipsis_n_bar_1,487,syntax,ellipsis,bigram2,-20.09681507212253,-20.131119950311184,TRUE
Name could n't clean one drawing and Name could n't clean more big .,-20.131119950311184,-301.96679925466776,bad,ellipsis_n_bar_1,487,syntax,ellipsis,bigram2,-20.09681507212253,-20.131119950311184,TRUE
Name could n't clean one big drawing and Name could n't clean more .,-20.006982367275132,-300.104735509127,good,ellipsis_n_bar_1,487,syntax,ellipsis,bigram3,-20.006982367275132,-20.01614926885846,TRUE
Name could n't clean one drawing and Name could n't clean more big .,-20.01614926885846,-300.2422390328769,bad,ellipsis_n_bar_1,487,syntax,ellipsis,bigram3,-20.006982367275132,-20.01614926885846,TRUE
Name could n't clean one big drawing and Name could n't clean more .,-19.944088886802017,-299.16133330203024,good,ellipsis_n_bar_1,487,syntax,ellipsis,bigram4,-19.944088886802017,-19.99145511232235,TRUE
Name could n't clean one drawing and Name could n't clean more big .,-19.99145511232235,-299.87182668483524,bad,ellipsis_n_bar_1,487,syntax,ellipsis,bigram4,-19.944088886802017,-19.99145511232235,TRUE
Name could n't clean one big drawing and Name could n't clean more .,-19.932793484862326,-298.9919022729349,good,ellipsis_n_bar_1,487,syntax,ellipsis,bigram5,-19.932793484862326,-19.98535987784941,TRUE
Name could n't clean one drawing and Name could n't clean more big .,-19.98535987784941,-299.78039816774117,bad,ellipsis_n_bar_1,487,syntax,ellipsis,bigram5,-19.932793484862326,-19.98535987784941,TRUE
Name could n't clean one big drawing and Name could n't clean more .,-20.02395711452623,-300.35935671789343,good,ellipsis_n_bar_1,487,syntax,ellipsis,bigram6,-20.02395711452623,-20.083831806924948,TRUE
Name could n't clean one drawing and Name could n't clean more big .,-20.083831806924948,-301.25747710387424,bad,ellipsis_n_bar_1,487,syntax,ellipsis,bigram6,-20.02395711452623,-20.083831806924948,TRUE
Name could n't clean one big drawing and Name could n't clean more .,-20.125008198509875,-301.8751229776481,good,ellipsis_n_bar_1,487,syntax,ellipsis,bigram7,-20.125008198509875,-20.24080590478762,TRUE
Name could n't clean one drawing and Name could n't clean more big .,-20.24080590478762,-303.6120885718143,bad,ellipsis_n_bar_1,487,syntax,ellipsis,bigram7,-20.125008198509875,-20.24080590478762,TRUE
Name could n't clean one big drawing and Name could n't clean more .,-20.02247034109809,-300.3370551164714,good,ellipsis_n_bar_1,487,syntax,ellipsis,bigram8,-20.02247034109809,-20.062982512912846,TRUE
Name could n't clean one drawing and Name could n't clean more big .,-20.062982512912846,-300.9447376936927,bad,ellipsis_n_bar_1,487,syntax,ellipsis,bigram8,-20.02247034109809,-20.062982512912846,TRUE
Name could n't clean one big drawing and Name could n't clean more .,-20.056564480219755,-300.8484672032963,good,ellipsis_n_bar_1,487,syntax,ellipsis,bigram9,-20.056564480219755,-20.110936175477256,TRUE
Name could n't clean one drawing and Name could n't clean more big .,-20.110936175477256,-301.66404263215884,bad,ellipsis_n_bar_1,487,syntax,ellipsis,bigram9,-20.056564480219755,-20.110936175477256,TRUE
Name was breaking one dirty couch and Name was breaking three .,-20.139239255954884,-261.8101103274135,good,ellipsis_n_bar_1,537,syntax,ellipsis,bigram1,-20.139239255954884,-20.17882180771102,TRUE
Name was breaking one couch and Name was breaking three dirty .,-20.17882180771102,-262.3246835002433,bad,ellipsis_n_bar_1,537,syntax,ellipsis,bigram1,-20.139239255954884,-20.17882180771102,TRUE
Name was breaking one dirty couch and Name was breaking three .,-20.119497011950717,-261.5534611553593,good,ellipsis_n_bar_1,537,syntax,ellipsis,bigram10,-20.119497011950717,-20.221183788480516,TRUE
Name was breaking one couch and Name was breaking three dirty .,-20.221183788480516,-262.87538925024666,bad,ellipsis_n_bar_1,537,syntax,ellipsis,bigram10,-20.119497011950717,-20.221183788480516,TRUE
Name was breaking one dirty couch and Name was breaking three .,-19.98513952142163,-259.80681377848117,good,ellipsis_n_bar_1,537,syntax,ellipsis,bigram2,-19.98513952142163,-19.99821067537873,TRUE
Name was breaking one couch and Name was breaking three dirty .,-19.99821067537873,-259.97673877992344,bad,ellipsis_n_bar_1,537,syntax,ellipsis,bigram2,-19.98513952142163,-19.99821067537873,TRUE
Name was breaking one dirty couch and Name was breaking three .,-20.173357068129523,-262.2536418856838,good,ellipsis_n_bar_1,537,syntax,ellipsis,bigram3,-20.173357068129523,-20.15853821598011,FALSE
Name was breaking one couch and Name was breaking three dirty .,-20.15853821598011,-262.0609968077414,bad,ellipsis_n_bar_1,537,syntax,ellipsis,bigram3,-20.173357068129523,-20.15853821598011,FALSE
Name was breaking one dirty couch and Name was breaking three .,-20.03653248683292,-260.474922328828,good,ellipsis_n_bar_1,537,syntax,ellipsis,bigram4,-20.03653248683292,-20.142571842467824,TRUE
Name was breaking one couch and Name was breaking three dirty .,-20.142571842467824,-261.85343395208173,bad,ellipsis_n_bar_1,537,syntax,ellipsis,bigram4,-20.03653248683292,-20.142571842467824,TRUE
Name was breaking one dirty couch and Name was breaking three .,-20.076941469215686,-261.00023909980393,good,ellipsis_n_bar_1,537,syntax,ellipsis,bigram5,-20.076941469215686,-20.133631130305396,TRUE
Name was breaking one couch and Name was breaking three dirty .,-20.133631130305396,-261.7372046939701,bad,ellipsis_n_bar_1,537,syntax,ellipsis,bigram5,-20.076941469215686,-20.133631130305396,TRUE
Name was breaking one dirty couch and Name was breaking three .,-20.08051229510067,-261.0466598363087,good,ellipsis_n_bar_1,537,syntax,ellipsis,bigram6,-20.08051229510067,-20.15743537202375,TRUE
Name was breaking one couch and Name was breaking three dirty .,-20.15743537202375,-262.0466598363087,bad,ellipsis_n_bar_1,537,syntax,ellipsis,bigram6,-20.08051229510067,-20.15743537202375,TRUE
Name was breaking one dirty couch and Name was breaking three .,-20.05712022633685,-260.74256294237904,good,ellipsis_n_bar_1,537,syntax,ellipsis,bigram7,-20.05712022633685,-20.1511504125935,TRUE
Name was breaking one couch and Name was breaking three dirty .,-20.1511504125935,-261.9649553637155,bad,ellipsis_n_bar_1,537,syntax,ellipsis,bigram7,-20.05712022633685,-20.1511504125935,TRUE
Name was breaking one dirty couch and Name was breaking three .,-20.10999143187041,-261.4298886143153,good,ellipsis_n_bar_1,537,syntax,ellipsis,bigram8,-20.10999143187041,-20.127098541203985,TRUE
Name was breaking one couch and Name was breaking three dirty .,-20.127098541203985,-261.6522810356518,bad,ellipsis_n_bar_1,537,syntax,ellipsis,bigram8,-20.10999143187041,-20.127098541203985,TRUE
Name was breaking one dirty couch and Name was breaking three .,-20.111975937620056,-261.4556871890607,good,ellipsis_n_bar_1,537,syntax,ellipsis,bigram9,-20.111975937620056,-20.1527847619815,TRUE
Name was breaking one couch and Name was breaking three dirty .,-20.1527847619815,-261.9862019057595,bad,ellipsis_n_bar_1,537,syntax,ellipsis,bigram9,-20.111975937620056,-20.1527847619815,TRUE
most people were buying one restaurant and Name was n't buying few red .,-21.065543305758503,-315.9831495863775,bad,ellipsis_n_bar_1,605,syntax,ellipsis,bigram1,-21.252700300562346,-21.065543305758503,FALSE
most people were buying one red restaurant and Name was n't buying few .,-21.252700300562346,-318.79050450843516,good,ellipsis_n_bar_1,605,syntax,ellipsis,bigram1,-21.252700300562346,-21.065543305758503,FALSE
most people were buying one restaurant and Name was n't buying few red .,-21.013707371200383,-315.20561056800574,bad,ellipsis_n_bar_1,605,syntax,ellipsis,bigram10,-21.091702371296535,-21.013707371200383,FALSE
most people were buying one red restaurant and Name was n't buying few .,-21.091702371296535,-316.37553556944806,good,ellipsis_n_bar_1,605,syntax,ellipsis,bigram10,-21.091702371296535,-21.013707371200383,FALSE
most people were buying one restaurant and Name was n't buying few red .,-21.049862083476068,-315.74793125214103,bad,ellipsis_n_bar_1,605,syntax,ellipsis,bigram2,-21.049862083476068,-21.049862083476068,FALSE
most people were buying one red restaurant and Name was n't buying few .,-21.049862083476068,-315.74793125214103,good,ellipsis_n_bar_1,605,syntax,ellipsis,bigram2,-21.049862083476068,-21.049862083476068,FALSE
most people were buying one restaurant and Name was n't buying few red .,-21.014143884920408,-315.2121582738061,bad,ellipsis_n_bar_1,605,syntax,ellipsis,bigram3,-21.035605757912897,-21.014143884920408,FALSE
most people were buying one red restaurant and Name was n't buying few .,-21.035605757912897,-315.53408636869347,good,ellipsis_n_bar_1,605,syntax,ellipsis,bigram3,-21.035605757912897,-21.014143884920408,FALSE
most people were buying one restaurant and Name was n't buying few red .,-20.953773915472905,-314.3066087320936,bad,ellipsis_n_bar_1,605,syntax,ellipsis,bigram4,-21.059438082187647,-20.953773915472905,FALSE
most people were buying one red restaurant and Name was n't buying few .,-21.059438082187647,-315.8915712328147,good,ellipsis_n_bar_1,605,syntax,ellipsis,bigram4,-21.059438082187647,-20.953773915472905,FALSE
most people were buying one restaurant and Name was n't buying few red .,-20.967657535457143,-314.51486303185715,bad,ellipsis_n_bar_1,605,syntax,ellipsis,bigram5,-21.139988368838555,-20.967657535457143,FALSE
most people were buying one red restaurant and Name was n't buying few .,-21.139988368838555,-317.09982553257834,good,ellipsis_n_bar_1,605,syntax,ellipsis,bigram5,-21.139988368838555,-20.967657535457143,FALSE
most people were buying one restaurant and Name was n't buying few red .,-20.937984442928723,-314.06976664393085,bad,ellipsis_n_bar_1,605,syntax,ellipsis,bigram6,-21.071317776262056,-20.937984442928723,FALSE
most people were buying one red restaurant and Name was n't buying few .,-21.071317776262056,-316.06976664393085,good,ellipsis_n_bar_1,605,syntax,ellipsis,bigram6,-21.071317776262056,-20.937984442928723,FALSE
most people were buying one restaurant and Name was n't buying few red .,-21.0899369443987,-316.34905416598053,bad,ellipsis_n_bar_1,605,syntax,ellipsis,bigram7,-21.111398817391198,-21.0899369443987,FALSE
most people were buying one red restaurant and Name was n't buying few .,-21.111398817391198,-316.6709822608679,good,ellipsis_n_bar_1,605,syntax,ellipsis,bigram7,-21.111398817391198,-21.0899369443987,FALSE
most people were buying one restaurant and Name was n't buying few red .,-21.021708014760616,-315.3256202214092,bad,ellipsis_n_bar_1,605,syntax,ellipsis,bigram8,-21.10983655441976,-21.021708014760616,FALSE
most people were buying one red restaurant and Name was n't buying few .,-21.10983655441976,-316.6475483162964,good,ellipsis_n_bar_1,605,syntax,ellipsis,bigram8,-21.10983655441976,-21.021708014760616,FALSE
most people were buying one restaurant and Name was n't buying few red .,-21.13142304933775,-316.9713457400663,bad,ellipsis_n_bar_1,605,syntax,ellipsis,bigram9,-21.170420549385828,-21.13142304933775,FALSE
most people were buying one red restaurant and Name was n't buying few .,-21.170420549385828,-317.5563082407874,good,ellipsis_n_bar_1,605,syntax,ellipsis,bigram9,-21.170420549385828,-21.13142304933775,FALSE
