Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
some chair was broken by the dishes .,-20.52604100760869,-184.7343690684782,bad,animate_subject_passive,148,syntax,s-selection,bigram1,-20.52604100760869,-20.52604100760869,FALSE
some chair was broken by the child .,-20.52604100760869,-184.7343690684782,good,animate_subject_passive,148,syntax,s-selection,bigram1,-20.52604100760869,-20.52604100760869,FALSE
some chair was broken by the dishes .,-20.494055032618057,-184.44649529356252,bad,animate_subject_passive,148,syntax,s-selection,bigram10,-20.382943921506943,-20.494055032618057,TRUE
some chair was broken by the child .,-20.382943921506943,-183.44649529356252,good,animate_subject_passive,148,syntax,s-selection,bigram10,-20.382943921506943,-20.494055032618057,TRUE
some chair was broken by the dishes .,-20.47074661027008,-184.23671949243072,bad,animate_subject_passive,148,syntax,s-selection,bigram2,-20.35963549915897,-20.47074661027008,TRUE
some chair was broken by the child .,-20.35963549915897,-183.23671949243072,good,animate_subject_passive,148,syntax,s-selection,bigram2,-20.35963549915897,-20.47074661027008,TRUE
some chair was broken by the dishes .,-20.481449695735115,-184.33304726161603,bad,animate_subject_passive,148,syntax,s-selection,bigram3,-20.481449695735115,-20.481449695735115,FALSE
some chair was broken by the child .,-20.481449695735115,-184.33304726161603,good,animate_subject_passive,148,syntax,s-selection,bigram3,-20.481449695735115,-20.481449695735115,FALSE
some chair was broken by the dishes .,-20.5941103063611,-185.3469927572499,bad,animate_subject_passive,148,syntax,s-selection,bigram4,-20.482999195249988,-20.5941103063611,TRUE
some chair was broken by the child .,-20.482999195249988,-184.3469927572499,good,animate_subject_passive,148,syntax,s-selection,bigram4,-20.482999195249988,-20.5941103063611,TRUE
some chair was broken by the dishes .,-20.61094777612472,-185.49852998512247,bad,animate_subject_passive,148,syntax,s-selection,bigram5,-20.499836665013607,-20.61094777612472,TRUE
some chair was broken by the child .,-20.499836665013607,-184.49852998512247,good,animate_subject_passive,148,syntax,s-selection,bigram5,-20.499836665013607,-20.61094777612472,TRUE
