Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
some children are going fishing Name .,-18.81736622123664,-150.53892976989312,bad,transitive,118,syntax,argument_structure,bigram1,-17.92620584411852,-18.81736622123664,TRUE
some children are talking about Name .,-17.92620584411852,-143.40964675294816,good,transitive,118,syntax,argument_structure,bigram1,-17.92620584411852,-18.81736622123664,TRUE
some children are going fishing Name .,-18.92684167073969,-151.41473336591753,bad,transitive,118,syntax,argument_structure,bigram10,-18.04313247976384,-18.92684167073969,TRUE
some children are talking about Name .,-18.04313247976384,-144.34505983811073,good,transitive,118,syntax,argument_structure,bigram10,-18.04313247976384,-18.92684167073969,TRUE
some children are going fishing Name .,-18.86315606597187,-150.90524852777497,bad,transitive,118,syntax,argument_structure,bigram2,-17.98443764804761,-18.86315606597187,TRUE
some children are talking about Name .,-17.98443764804761,-143.87550118438088,good,transitive,118,syntax,argument_structure,bigram2,-17.98443764804761,-18.86315606597187,TRUE
some children are going fishing Name .,-18.9396274794652,-151.5170198357216,bad,transitive,118,syntax,argument_structure,bigram3,-18.018837202684477,-18.9396274794652,TRUE
some children are talking about Name .,-18.018837202684477,-144.15069762147579,good,transitive,118,syntax,argument_structure,bigram3,-18.018837202684477,-18.9396274794652,TRUE
some children are going fishing Name .,-19.072065748528523,-152.57652598822818,bad,transitive,118,syntax,argument_structure,bigram4,-18.220343099626398,-19.072065748528523,TRUE
some children are talking about Name .,-18.220343099626398,-145.76274479701115,good,transitive,118,syntax,argument_structure,bigram4,-18.220343099626398,-19.072065748528523,TRUE
some children are going fishing Name .,-18.94312882216777,-151.54503057734217,bad,transitive,118,syntax,argument_structure,bigram5,-18.040128612893007,-18.94312882216777,TRUE
some children are talking about Name .,-18.040128612893007,-144.32102890314405,good,transitive,118,syntax,argument_structure,bigram5,-18.040128612893007,-18.94312882216777,TRUE
some children are going fishing Name .,-19.065265304400217,-152.52212243520174,bad,transitive,118,syntax,argument_structure,bigram6,-17.98209831475207,-19.065265304400217,TRUE
some children are talking about Name .,-17.98209831475207,-143.85678651801655,good,transitive,118,syntax,argument_structure,bigram6,-17.98209831475207,-19.065265304400217,TRUE
some children are going fishing Name .,-19.231452245693436,-153.85161796554746,bad,transitive,118,syntax,argument_structure,bigram7,-18.36217770689507,-19.231452245693436,TRUE
some children are talking about Name .,-18.36217770689507,-146.89742165516057,good,transitive,118,syntax,argument_structure,bigram7,-18.36217770689507,-19.231452245693436,TRUE
some children are going fishing Name .,-18.89782626338924,-151.18261010711393,bad,transitive,118,syntax,argument_structure,bigram8,-18.08238101888212,-18.89782626338924,TRUE
some children are talking about Name .,-18.08238101888212,-144.65904815105694,good,transitive,118,syntax,argument_structure,bigram8,-18.08238101888212,-18.89782626338924,TRUE
some children are going fishing Name .,-18.92677377845053,-151.41419022760425,bad,transitive,118,syntax,argument_structure,bigram9,-17.969051516229033,-18.92677377845053,TRUE
some children are talking about Name .,-17.969051516229033,-143.75241212983227,good,transitive,118,syntax,argument_structure,bigram9,-17.969051516229033,-18.92677377845053,TRUE
Name knows Name .,-16.240956695614674,-81.20478347807337,good,transitive,193,syntax,argument_structure,bigram1,-16.240956695614674,-16.440956695614673,TRUE
Name falls Name .,-16.440956695614673,-82.20478347807337,bad,transitive,193,syntax,argument_structure,bigram1,-16.240956695614674,-16.440956695614673,TRUE
Name knows Name .,-16.392760317012204,-81.96380158506102,good,transitive,193,syntax,argument_structure,bigram10,-16.392760317012204,-16.592760317012203,TRUE
Name falls Name .,-16.592760317012203,-82.96380158506102,bad,transitive,193,syntax,argument_structure,bigram10,-16.392760317012204,-16.592760317012203,TRUE
Name knows Name .,-16.4366362872259,-82.18318143612952,good,transitive,193,syntax,argument_structure,bigram2,-16.4366362872259,-16.4366362872259,FALSE
Name falls Name .,-16.4366362872259,-82.18318143612952,bad,transitive,193,syntax,argument_structure,bigram2,-16.4366362872259,-16.4366362872259,FALSE
Name knows Name .,-16.2397535865623,-81.1987679328115,good,transitive,193,syntax,argument_structure,bigram3,-16.2397535865623,-16.4397535865623,TRUE
Name falls Name .,-16.4397535865623,-82.1987679328115,bad,transitive,193,syntax,argument_structure,bigram3,-16.2397535865623,-16.4397535865623,TRUE
Name knows Name .,-16.377035895942917,-81.8851794797146,good,transitive,193,syntax,argument_structure,bigram4,-16.377035895942917,-16.57703589594292,TRUE
