Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name knows that that child that was n't talking about Name should bike to *T* .,-19.55977593415749,-332.5161908806773,bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram1,-19.50989376318367,-19.55977593415749,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,-19.50989376318367,-331.66819397412235,good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram1,-19.50989376318367,-19.55977593415749,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,-19.6071084366901,-333.32084342373173,bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram10,-19.484316504851847,-19.6071084366901,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,-19.484316504851847,-331.2333805824814,good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram10,-19.484316504851847,-19.6071084366901,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,-19.596828380532497,-333.14608246905243,bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram2,-19.476856123815637,-19.596828380532497,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,-19.476856123815637,-331.1065541048658,good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram2,-19.476856123815637,-19.596828380532497,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,-19.57282573030633,-332.73803741520766,bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram3,-19.503380304092108,-19.57282573030633,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,-19.503380304092108,-331.55746516956583,good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram3,-19.503380304092108,-19.57282573030633,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,-19.629519654894917,-333.70183413321354,bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram4,-19.53233867274317,-19.629519654894917,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,-19.53233867274317,-332.04975743663385,good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram4,-19.53233867274317,-19.629519654894917,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,-19.684574591320143,-334.6377680524425,bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram5,-19.53990214316501,-19.684574591320143,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,-19.53990214316501,-332.17833643380516,good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram5,-19.53990214316501,-19.684574591320143,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,-19.550883174748776,-332.3650139707292,bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram6,-19.50474956834027,-19.550883174748776,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,-19.50474956834027,-331.5807426617846,good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram6,-19.50474956834027,-19.550883174748776,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,-19.56286413643046,-332.5686903193178,bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram7,-19.525368258747207,-19.56286413643046,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,-19.525368258747207,-331.93126039870253,good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram7,-19.525368258747207,-19.56286413643046,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,-19.575094917450613,-332.7766135966604,bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram8,-19.48671254447831,-19.575094917450613,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,-19.48671254447831,-331.2741132561312,good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram8,-19.48671254447831,-19.575094917450613,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,-19.70668182317812,-335.01359099402805,bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram9,-19.461392117210924,-19.70668182317812,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,-19.461392117210924,-330.8436659925857,good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,bigram9,-19.461392117210924,-19.70668182317812,TRUE
Name can n't find out who that movie that should win can n't sound like *T* .,-19.25334034334589,-346.560126180226,good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram1,-19.25334034334589,-19.212397810336657,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-19.212397810336657,-345.8231605860598,bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram1,-19.25334034334589,-19.212397810336657,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-19.214831620936284,-345.8669691768531,good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram10,-19.214831620936284,-19.19177398208746,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-19.19177398208746,-345.4519316775743,bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram10,-19.214831620936284,-19.19177398208746,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-19.17029093328649,-345.0652367991569,good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram2,-19.17029093328649,-19.17029093328649,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-19.17029093328649,-345.0652367991569,bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram2,-19.17029093328649,-19.17029093328649,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-19.18153945994889,-345.26771027908006,good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram3,-19.18153945994889,-19.19615248249522,TRUE
Name can n't find out that that movie that should win can n't sound like *T* .,-19.19615248249522,-345.53074468491394,bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram3,-19.18153945994889,-19.19615248249522,TRUE
Name can n't find out who that movie that should win can n't sound like *T* .,-19.30802981972685,-347.5445367550834,good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram4,-19.30802981972685,-19.263176768501435,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-19.263176768501435,-346.73718183302583,bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram4,-19.30802981972685,-19.263176768501435,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-19.199536209950196,-345.5916517791035,good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram5,-19.199536209950196,-19.199536209950196,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-19.199536209950196,-345.5916517791035,bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram5,-19.199536209950196,-19.199536209950196,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-19.194137089214813,-345.49446760586665,good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram6,-19.194137089214813,-19.194137089214813,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-19.194137089214813,-345.49446760586665,bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram6,-19.194137089214813,-19.194137089214813,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-19.286829252115936,-347.1629265380868,good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,bigram7,-19.286829252115936,-19.198775779853648,FALSE
