Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what dishes did Name mess up *T* and Name break *T* ?,-18.77439283955489,-244.06710691421358,good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,bigram1,-18.77439283955489,-18.434645681654622,FALSE
what did Name mess up dishes and Name break *T* ?,-18.434645681654622,-221.2157481798555,bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,bigram1,-18.77439283955489,-18.434645681654622,FALSE
what dishes did Name mess up *T* and Name break *T* ?,-18.669662505118705,-242.70561256654315,good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,bigram10,-18.669662505118705,-18.37601565998378,FALSE
what did Name mess up dishes and Name break *T* ?,-18.37601565998378,-220.51218791980534,bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,bigram10,-18.669662505118705,-18.37601565998378,FALSE
what dishes did Name mess up *T* and Name break *T* ?,-18.75152278827209,-243.7697962475372,good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,bigram2,-18.75152278827209,-18.451361322489728,FALSE
what did Name mess up dishes and Name break *T* ?,-18.451361322489728,-221.41633586987672,bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,bigram2,-18.75152278827209,-18.451361322489728,FALSE
what dishes did Name mess up *T* and Name break *T* ?,-18.76326419542999,-243.92243454058985,good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,bigram3,-18.76326419542999,-18.482512314157898,FALSE
what did Name mess up dishes and Name break *T* ?,-18.482512314157898,-221.79014776989476,bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,bigram3,-18.76326419542999,-18.482512314157898,FALSE
what dishes did Name mess up *T* and Name break *T* ?,-18.94301042582444,-246.2591355357177,good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,bigram4,-18.94301042582444,-18.653214121150956,FALSE
what did Name mess up dishes and Name break *T* ?,-18.653214121150956,-223.83856945381143,bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,bigram4,-18.94301042582444,-18.653214121150956,FALSE
what dishes did Name mess up *T* and Name break *T* ?,-18.690595416843028,-242.97774041895934,good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,bigram5,-18.690595416843028,-18.42324124652547,FALSE
what did Name mess up dishes and Name break *T* ?,-18.42324124652547,-221.07889495830565,bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,bigram5,-18.690595416843028,-18.42324124652547,FALSE
what dishes did Name mess up *T* and Name break *T* ?,-18.670338832970103,-242.71440482861138,good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,bigram6,-18.670338832970103,-18.407404979794794,FALSE
