Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name was watched .,-4.6847453117370605,-23.42372703552246,"what , Name .","[-3.038832426071167, -5.888733386993408, -12.846084594726562, -1.6496853828430176, -0.00039200251922011375]",good,passive_2,102,syntax,argument_structure,sample1,-4.6847453117370605,-3.7248668670654297,FALSE
Name was come here .,-3.7248668670654297,-22.349201202392578,"what , Name and .","[-3.038832426071167, -5.888733386993408, -8.657252311706543, -4.306687355041504, -0.45738768577575684, -0.0003070359816774726]",bad,passive_2,102,syntax,argument_structure,sample1,-4.6847453117370605,-3.7248668670654297,FALSE
Name was watched .,-5.040099143981934,-25.200496673583984,"what , a it","[-3.5443806648254395, -5.562223434448242, -12.347395896911621, -3.7460265159606934, -0.00046957432641647756]",good,passive_2,102,syntax,argument_structure,sample10,-5.040099143981934,-3.3540096282958984,FALSE
Name was come here .,-3.3540096282958984,-20.12405776977539,"what , a on .","[-3.5443806648254395, -5.562223434448242, -8.131914138793945, -2.4094839096069336, -0.47575315833091736, -0.00030310326837934554]",bad,passive_2,102,syntax,argument_structure,sample10,-5.040099143981934,-3.3540096282958984,FALSE
Name was watched .,-4.076704502105713,-20.383522033691406,"what , playing the","[-3.3328781127929688, -5.135676383972168, -9.437156677246094, -2.476729393005371, -0.0010808822698891163]",good,passive_2,102,syntax,argument_structure,sample2,-4.076704502105713,-3.8284857273101807,FALSE
Name was come here .,-3.8284857273101807,-22.970914840698242,"what , playing on .","[-3.3328781127929688, -5.135676383972168, -10.342605590820312, -3.875037670135498, -0.284161776304245, -0.0005546461907215416]",bad,passive_2,102,syntax,argument_structure,sample2,-4.076704502105713,-3.8284857273101807,FALSE
Name was watched .,-5.007818698883057,-25.039093017578125,what . a .,"[-3.209115743637085, -5.662879943847656, -15.166678428649902, -0.9998856782913208, -0.0005330810672603548]",good,passive_2,102,syntax,argument_structure,sample3,-5.007818698883057,-3.954401969909668,FALSE
Name was come here .,-3.954401969909668,-23.726411819458008,"what . a and ,","[-3.209115743637085, -5.662879943847656, -9.426395416259766, -3.8263680934906006, -1.6013882160186768, -0.0002632986579556018]",bad,passive_2,102,syntax,argument_structure,sample3,-5.007818698883057,-3.954401969909668,FALSE
Name was watched .,-4.602203845977783,-23.011018753051758,"what , going it","[-3.3675284385681152, -5.276711940765381, -10.572793960571289, -3.793060302734375, -0.0009243983076885343]",good,passive_2,102,syntax,argument_structure,sample4,-4.602203845977783,-3.531678438186645,FALSE
Name was come here .,-3.531678438186645,-21.19007110595703,"what , going on .","[-3.3675284385681152, -5.276711940765381, -9.080205917358398, -2.4987001419067383, -0.9662596583366394, -0.0006644901586696506]",bad,passive_2,102,syntax,argument_structure,sample4,-4.602203845977783,-3.531678438186645,FALSE
Name was watched .,-4.595371246337891,-22.976856231689453,"what , a Name","[-2.9871325492858887, -5.937201499938965, -11.278045654296875, -2.7739243507385254, -0.0005528590409085155]",good,passive_2,102,syntax,argument_structure,sample5,-4.595371246337891,-4.146868705749512,FALSE
Name was come here .,-4.146868705749512,-24.88121223449707,"what , a and and","[-2.9871325492858887, -5.937201499938965, -8.470844268798828, -4.734897613525391, -2.7506775856018066, -0.0004593271005433053]",bad,passive_2,102,syntax,argument_structure,sample5,-4.595371246337891,-4.146868705749512,FALSE
Name was watched .,-5.029799461364746,-25.148996353149414,"what , a the","[-3.349701166152954, -5.53365421295166, -12.626108169555664, -3.638639450073242, -0.0008931938209570944]",good,passive_2,102,syntax,argument_structure,sample6,-5.029799461364746,-3.638294458389282,FALSE
Name was come here .,-3.638294458389282,-21.82976722717285,"what , a on and","[-3.349701166152954, -5.53365421295166, -8.113386154174805, -2.6827099323272705, -2.149599075317383, -0.0007165487040765584]",bad,passive_2,102,syntax,argument_structure,sample6,-5.029799461364746,-3.638294458389282,FALSE
Name was watched .,-5.070309162139893,-25.351545333862305,"what , that to","[-3.405649185180664, -5.274982452392578, -12.31699275970459, -4.353437423706055, -0.0004828002711292356]",good,passive_2,102,syntax,argument_structure,sample7,-5.070309162139893,-3.73602032661438,FALSE
