Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name does think about some cup that that print would n't look like *T* .,-4.681520938873291,-74.90433502197266,"what , n't . that more . . 's 's n't fit like a .","[-3.038832426071167, -5.434693813323975, -10.70007038116455, -8.095255851745605, -4.494750022888184, -7.137306213378906, -5.534427642822266, -5.667477607727051, -8.860390663146973, -4.705172538757324, -1.3280338048934937, -6.1688385009765625, -0.20735004544258118, -3.474961996078491, -0.056630633771419525, -0.00014757021563127637]",good,wh_questions_object_gap,134,syntax,filler_gap_dependency,sample1,-4.681520938873291,-5.603861808776856,TRUE
Name does think about what that print would n't look like some cup .,-5.603861808776856,-84.05792999267578,"what , n't . that ? *T* *T* *T* *T* like *T* *T* ?","[-3.038832426071167, -5.434693813323975, -10.70007038116455, -8.095255851745605, -5.548642158508301, -2.821202516555786, -9.834436416625977, -6.01015567779541, -6.153584957122803, -6.167653560638428, -0.5142160654067993, -8.546648979187012, -7.364880084991455, -3.82686185836792, -0.0007951673469506204]",bad,wh_questions_object_gap,134,syntax,filler_gap_dependency,sample1,-4.681520938873291,-5.603861808776856,TRUE
Name does think about some cup that that print would n't look like *T* .,-5.362406730651856,-85.79850769042969,"what , n't that the coffee ? ? ? to like have like that .","[-3.5443806648254395, -4.934142112731934, -11.13609504699707, -9.346770286560059, -5.243460655212402, -7.080710411071777, -6.520646572113037, -4.627159118652344, -12.406417846679688, -6.573723316192627, -3.952282428741455, -5.451539039611816, -0.2620227634906769, -4.035085678100586, -0.6837769150733948, -0.00028761065914295614]",good,wh_questions_object_gap,134,syntax,filler_gap_dependency,sample10,-5.362406730651856,-5.663858413696289,TRUE
Name does think about what that print would n't look like some cup .,-5.663858413696289,-84.95787811279297,"what , n't that the ? 's ? like be like that of ?","[-3.5443806648254395, -4.934142112731934, -11.13609504699707, -9.346770286560059, -3.186614513397217, -4.806818962097168, -13.580303192138672, -4.997961521148682, -4.950314521789551, -5.649980545043945, -0.27759918570518494, -5.427674293518066, -7.147155284881592, -5.971595287322998, -0.0004651656490750611]",bad,wh_questions_object_gap,134,syntax,filler_gap_dependency,sample10,-5.362406730651856,-5.663858413696289,TRUE
Name does think about some cup that that print would n't look like *T* .,-4.791738986968994,-76.6678237915039,"what , n't that the ? ? you you ? like like like *T* .","[-3.3328781127929688, -4.9720306396484375, -9.330162048339844, -7.1300201416015625, -6.214207172393799, -6.080231666564941, -6.542914390563965, -4.359492301940918, -10.401100158691406, -7.505124568939209, -3.391223192214966, -5.7885236740112305, -0.29886263608932495, -0.6714234352111816, -0.6492244601249695, -0.0004068977141287178]",good,wh_questions_object_gap,134,syntax,filler_gap_dependency,sample2,-4.791738986968994,-5.739160537719727,TRUE
Name does think about what that print would n't look like some cup .,-5.739160537719727,-86.08740997314453,"what , n't that the ? ? ? like ? like *T* ? ?","[-3.3328781127929688, -4.9720306396484375, -9.330162048339844, -7.1300201416015625, -3.797393798828125, -5.8651442527771, -11.946669578552246, -8.345590591430664, -5.510040283203125, -6.4549736976623535, -0.46616750955581665, -7.198668956756592, -4.806915760040283, -6.929900646209717, -0.0008574623498134315]",bad,wh_questions_object_gap,134,syntax,filler_gap_dependency,sample2,-4.791738986968994,-5.739160537719727,TRUE
Name does think about some cup that that print would n't look like *T* .,-5.076908588409424,-81.23053741455078,what . n't you Name more ? ? *T* *T* *T* *T* like *T* ?,"[-3.209115743637085, -5.463739395141602, -9.361623764038086, -6.8689045906066895, -5.482144355773926, -6.902060508728027, -5.2170586585998535, -6.259535312652588, -10.755895614624023, -8.263311386108398, -4.676133155822754, -7.021106719970703, -0.4259468913078308, -0.20356105268001556, -1.1201890707015991, -0.00020787939138244838]",good,wh_questions_object_gap,134,syntax,filler_gap_dependency,sample3,-5.076908588409424,-5.733081340789795,TRUE
Name does think about what that print would n't look like some cup .,-5.733081340789795,-85.99622344970703,what . n't you Name ? ? ? like *T* like *T* *T* ?,"[-3.209115743637085, -5.463739395141602, -9.361623764038086, -6.8689045906066895, -4.759513854980469, -3.9851038455963135, -11.637415885925293, -8.015670776367188, -5.768986701965332, -6.649222373962402, -0.21968795359134674, -8.075116157531738, -7.794545650482178, -4.186717987060547, -0.0008599635912105441]",bad,wh_questions_object_gap,134,syntax,filler_gap_dependency,sample3,-5.076908588409424,-5.733081340789795,TRUE
Name does think about some cup that that print would n't look like *T* .,-5.072000980377197,-81.15201568603516,"what , n't that the ? ? ? 's ? . . like that .","[-3.3675284385681152, -5.195915222167969, -10.22673225402832, -9.071449279785156, -6.092713832855225, -8.236931800842285, -6.015467643737793, -4.969526767730713, -9.203288078308105, -8.639589309692383, -2.1254992485046387, -5.665541648864746, -0.24220997095108032, -2.0678107738494873, -0.03150704503059387, -0.0003046525234822184]",good,wh_questions_object_gap,134,syntax,filler_gap_dependency,sample4,-5.072000980377197,-5.881593227386475,TRUE
Name does think about what that print would n't look like some cup .,-5.881593227386475,-88.2238998413086,"what , n't that the ? ? *T* *T* *T* like *T* *T* *T*","[-3.3675284385681152, -5.195915222167969, -10.22673225402832, -9.071449279785156, -4.086597442626953, -7.3870954513549805, -9.637748718261719, -8.2127685546875, -5.04896354675293, -5.842172622680664, -0.20640195906162262, -9.603671073913574, -7.8745527267456055, -2.4611644744873047, -0.0011339908232912421]",bad,wh_questions_object_gap,134,syntax,filler_gap_dependency,sample4,-5.072000980377197,-5.881593227386475,TRUE
