Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name had found out that a woman that has n't disappeared watches Name .,-6.886079788208008,-103.29119873046875,"what , a the of *T* END END *T* *T* END *T* . *T*","[-3.038832426071167, -5.762075424194336, -12.967534065246582, -6.343635559082031, -4.508068561553955, -6.912437438964844, -8.863042831420898, -8.992143630981445, -8.163514137268066, -5.211223125457764, -12.66392993927002, -13.048240661621094, -5.830372333526611, -0.9858700633049011, -0.00027247529942542315]",good,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,sample1,-6.886079788208008,-8.15470027923584,TRUE
Name had found out who a woman that has n't disappeared watches Name .,-8.15470027923584,-122.32050323486328,"what , a the of *T* *T* END *T* *T* *T* *T* *T* *T*","[-3.038832426071167, -5.762075424194336, -12.967534065246582, -6.343635559082031, -5.627511978149414, -9.060324668884277, -8.841096878051758, -8.011563301086426, -9.43390941619873, -7.934345245361328, -13.952369689941406, -16.09109878540039, -8.256093978881836, -6.99897575378418, -0.0011311330599710345]",bad,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,sample1,-6.886079788208008,-8.15470027923584,TRUE
Name had found out that a woman that has n't disappeared watches Name .,-6.420981407165527,-96.3147201538086,"what , a a . . little . *T* a a to . .","[-3.5443806648254395, -6.271730422973633, -11.504414558410645, -7.024430274963379, -4.268634796142578, -5.602088928222656, -9.30376148223877, -7.275172710418701, -6.360800266265869, -5.188610076904297, -11.73948860168457, -12.636625289916992, -5.041569709777832, -0.5528356432914734, -0.00017832119192462415]",good,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,sample10,-6.420981407165527,-7.325354099273682,TRUE
Name had found out who a woman that has n't disappeared watches Name .,-7.325354099273682,-109.88031005859375,"what , a a . *T* little END *T* *T* *T* *T* *T* *T*","[-3.5443806648254395, -6.271730422973633, -11.504414558410645, -7.024430274963379, -5.638601303100586, -6.547260761260986, -8.712188720703125, -7.232252597808838, -8.052652359008789, -6.8649115562438965, -11.99741268157959, -14.655837059020996, -6.1540656089782715, -5.679988861083984, -0.0001740304142003879]",bad,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,sample10,-6.420981407165527,-7.325354099273682,TRUE
Name had found out that a woman that has n't disappeared watches Name .,-6.197381496429443,-92.96072387695312,"what , a it . . little . *T* to developed . . .","[-3.3328781127929688, -5.603219985961914, -11.91369915008545, -6.261502265930176, -4.236021041870117, -7.266300201416016, -13.394920349121094, -6.440635681152344, -4.900653839111328, -3.1873621940612793, -10.615198135375977, -13.019733428955078, -2.6943397521972656, -0.094017893075943, -0.00023541064001619816]",good,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,sample2,-6.197381496429443,-6.484261989593506,TRUE
Name had found out who a woman that has n't disappeared watches Name .,-6.484261989593506,-97.26393127441406,"what , a it . ? little . *T* to *T* . . .","[-3.3328781127929688, -5.603219985961914, -11.91369915008545, -6.261502265930176, -7.444271087646484, -7.094178199768066, -13.746631622314453, -5.112549781799316, -5.34598970413208, -4.20407247543335, -10.996542930603027, -13.243083953857422, -2.534529209136963, -0.43056386709213257, -0.00022432672267314047]",bad,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,sample2,-6.197381496429443,-6.484261989593506,TRUE
Name had found out that a woman that has n't disappeared watches Name .,-6.546817302703857,-98.20226287841797,what . a a of *T* Name ? *T* a a ? ? .,"[-3.209115743637085, -5.36911678314209, -11.47942066192627, -5.595975875854492, -4.053296089172363, -5.93467903137207, -11.391143798828125, -6.121973514556885, -6.55858850479126, -3.9934329986572266, -11.937844276428223, -18.030651092529297, -3.981410503387451, -0.5452536940574646, -0.00035768310772255063]",good,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,sample3,-6.546817302703857,-7.700719356536865,TRUE
Name had found out who a woman that has n't disappeared watches Name .,-7.700719356536865,-115.51078796386719,what . a a of *T* little *T* *T* *T* *T* *T* *T* *T*,"[-3.209115743637085, -5.36911678314209, -11.47942066192627, -5.595975875854492, -7.996748447418213, -6.528966903686523, -11.619250297546387, -4.720028400421143, -8.462656021118164, -6.89689302444458, -13.429661750793457, -19.094188690185547, -5.772302627563477, -5.33556604385376, -0.0008922410197556019]",bad,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,sample3,-6.546817302703857,-7.700719356536865,TRUE
Name had found out that a woman that has n't disappeared watches Name .,-6.313844203948975,-94.7076644897461,"what , a it . you lot . 's a be . . .","[-3.3675284385681152, -6.292037010192871, -11.602812767028809, -4.086937427520752, -4.233945846557617, -6.236044406890869, -9.087072372436523, -8.059727668762207, -6.365189552307129, -3.764763355255127, -13.685274124145508, -11.15279483795166, -6.490035533905029, -0.2830674648284912, -0.00042822727118618786]",good,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,sample4,-6.313844203948975,-7.885070323944092,TRUE
Name had found out who a woman that has n't disappeared watches Name .,-7.885070323944092,-118.27605438232422,"what , a it . *T* lot *T* *T* *T* *T* *T* *T* *T*","[-3.3675284385681152, -6.292037010192871, -11.602812767028809, -4.086937427520752, -6.337141036987305, -6.599963188171387, -9.198904037475586, -5.745657444000244, -9.139688491821289, -8.438774108886719, -16.18601417541504, -15.953329086303711, -9.166842460632324, -6.156307697296143, -0.004108560271561146]",bad,wh_vs_that_no_gap_long_distance,295,syntax,filler_gap_dependency,sample4,-6.313844203948975,-7.885070323944092,TRUE
