Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name discovers who all people visited Name .,-5.351108551025391,-48.159976959228516,"what , what ? the up *T* *T*","[-3.038832426071167, -7.060225963592529, -5.8405022621154785, -9.197782516479492, -7.7386603355407715, -9.549653053283691, -4.1926703453063965, -1.5414096117019653, -0.0002460177056491375]",bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample1,-4.906383991241455,-5.351108551025391,TRUE
Name discovers that all people visited Name .,-4.906383991241455,-44.15745544433594,"what , what . . . . .","[-3.038832426071167, -7.060225963592529, -3.8885080814361572, -8.434402465820312, -7.946782112121582, -10.074280738830566, -3.646282196044922, -0.06796179711818695, -0.0001820160250645131]",good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample1,-4.906383991241455,-5.351108551025391,TRUE
Name discovers who all people visited Name .,-7.468718528747559,-67.21846771240234,"what , what *T* the ? ? *T*","[-3.5443806648254395, -10.893220901489258, -6.4165239334106445, -8.212054252624512, -8.882770538330078, -11.462719917297363, -9.37600326538086, -8.430253982543945, -0.0005409446312114596]",bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample10,-5.9409708976745605,-7.468718528747559,TRUE
Name discovers that all people visited Name .,-5.9409708976745605,-53.4687385559082,"what , what ? up ? ? *T*","[-3.5443806648254395, -10.893220901489258, -3.4568395614624023, -5.126642227172852, -9.39815902709961, -10.183273315429688, -7.480341911315918, -3.385688304901123, -0.0001934579631779343]",good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample10,-5.9409708976745605,-7.468718528747559,TRUE
Name discovers who all people visited Name .,-5.896364688873291,-53.067283630371094,"what , the ? the ? . .","[-3.3328781127929688, -6.6878862380981445, -5.876893997192383, -9.84133243560791, -8.934869766235352, -12.719488143920898, -5.17420768737793, -0.4994416832923889, -0.0002803409588523209]",bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample2,-5.51063346862793,-5.896364688873291,TRUE
Name discovers that all people visited Name .,-5.51063346862793,-49.595703125,"what , the . the . . .","[-3.3328781127929688, -6.6878862380981445, -3.0265612602233887, -7.8773579597473145, -8.964401245117188, -12.731135368347168, -6.796385765075684, -0.1787683218717575, -0.00032872517476789653]",good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample2,-5.51063346862793,-5.896364688873291,TRUE
Name discovers who all people visited Name .,-6.1402435302734375,-55.26219177246094,what . Name ? the ? *T* *T*,"[-3.209115743637085, -6.565197944641113, -6.162225723266602, -8.466629028320312, -7.7291059494018555, -10.974635124206543, -5.968114376068115, -6.18590784072876, -0.00125698687043041]",bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample3,-5.268023490905762,-6.1402435302734375,TRUE
Name discovers that all people visited Name .,-5.268023490905762,-47.41221237182617,what . Name 's the . . .,"[-3.209115743637085, -6.565197944641113, -3.278127670288086, -7.023122787475586, -8.451114654541016, -13.148917198181152, -5.368223190307617, -0.3681299686431885, -0.00026556302327662706]",good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample3,-5.268023490905762,-6.1402435302734375,TRUE
Name discovers who all people visited Name .,-5.422535419464111,-48.802818298339844,"what , up *T* the like *T* ?","[-3.3675284385681152, -6.46920108795166, -6.20332145690918, -8.772151947021484, -7.4649658203125, -9.48206615447998, -4.520340919494629, -2.5226497650146484, -0.0005962263094261289]",bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample4,-4.864912986755371,-5.422535419464111,TRUE
Name discovers that all people visited Name .,-4.864912986755371,-43.784217834472656,"what , up ? up . . .","[-3.3675284385681152, -6.46920108795166, -5.016842365264893, -6.25075101852417, -7.7150373458862305, -9.73429012298584, -4.795379638671875, -0.43485134840011597, -0.0003321811091154814]",good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample4,-4.864912986755371,-5.422535419464111,TRUE
Name discovers who all people visited Name .,-5.687475204467773,-51.18727493286133,"what , what ? the ? ? *T*","[-2.9871325492858887, -6.731759071350098, -3.9398956298828125, -9.34276294708252, -6.62539005279541, -9.532146453857422, -7.408348083496094, -4.619345664978027, -0.000494715350214392]",bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample5,-5.24836540222168,-5.687475204467773,TRUE
Name discovers that all people visited Name .,-5.24836540222168,-47.235286712646484,"what , what . the ? . .","[-2.9871325492858887, -6.731759071350098, -4.076764106750488, -7.583864688873291, -7.732857704162598, -10.496687889099121, -7.470733165740967, -0.15519559383392334, -0.0002890407631639391]",good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample5,-5.24836540222168,-5.687475204467773,TRUE
