Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what was Name talking about *T* and Name ?,-3.0473523139953613,-30.47352409362793,what ? that doing *T* *T* ? Name ?,"[-2.40301251411438, -4.729092597961426, -3.569932460784912, -7.455719470977783, -2.9355111122131348, -0.41507962346076965, -6.922150611877441, -1.8802125453948975, -0.16240862011909485, -0.00040391870425082743]",bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample1,-3.095391035079956,-3.0473523139953613,FALSE
what were Name and Name talking about *T* ?,-3.095391035079956,-30.95391082763672,what ? you doing you Name to Name ?,"[-2.40301251411438, -5.542063236236572, -4.067774772644043, -5.753180503845215, -2.209805965423584, -6.964049816131592, -1.7588798999786377, -2.1941099166870117, -0.06064504012465477, -0.0003880701260641217]",good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample1,-3.095391035079956,-3.0473523139953613,FALSE
what was Name talking about *T* and Name ?,-3.1718313694000244,-31.718313217163086,what ? it *T* *T* *T* ? the ?,"[-2.221172332763672, -4.704161167144775, -3.836477041244507, -7.812407493591309, -3.019838809967041, -0.31582021713256836, -7.156253814697266, -2.4861032962799072, -0.16584357619285583, -0.00023541064001619816]",bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample10,-3.500869035720825,-3.1718313694000244,FALSE
what were Name and Name talking about *T* ?,-3.500869035720825,-35.008689880371094,what ? you *T* Name *T* *T* *T* ?,"[-2.221172332763672, -5.866594314575195, -4.9915876388549805, -8.428478240966797, -1.0196527242660522, -9.643186569213867, -2.5270769596099854, -0.12889066338539124, -0.18161851167678833, -0.000428942235885188]",good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample10,-3.500869035720825,-3.1718313694000244,FALSE
what was Name talking about *T* and Name ?,-3.2127914428710938,-32.12791442871094,what is that *T* about the ? Name ?,"[-1.9041599035263062, -4.860775947570801, -4.809798240661621, -9.2354097366333, -0.6461681127548218, -2.351353168487549, -6.159236431121826, -1.664800763130188, -0.49596893787384033, -0.00024184639914892614]",bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample2,-3.489215850830078,-3.2127914428710938,FALSE
what were Name and Name talking about *T* ?,-3.489215850830078,-34.89215850830078,what is you *T* Name ? about the ?,"[-1.9041599035263062, -5.717014789581299, -5.630025863647461, -6.419759273529053, -1.4651763439178467, -10.298074722290039, -0.9172136783599854, -2.4021105766296387, -0.1383509337902069, -0.0002731903805397451]",good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample2,-3.489215850830078,-3.2127914428710938,FALSE
what was Name talking about *T* and Name ?,-2.710857629776001,-27.10857582092285,what is that *T* to *T* ? Name ?,"[-2.3718154430389404, -4.268015384674072, -4.435914039611816, -6.113574981689453, -1.6495261192321777, -0.8091777563095093, -5.148402214050293, -1.235075831413269, -1.076523780822754, -0.0005516675882972777]",bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample3,-2.959209680557251,-2.710857629776001,FALSE
what were Name and Name talking about *T* ?,-2.959209680557251,-29.59209632873535,what is you ? Name Name about the ?,"[-2.3718154430389404, -5.8207244873046875, -4.835639953613281, -7.095400810241699, -1.5294280052185059, -5.186639785766602, -0.5685867071151733, -2.0576529502868652, -0.12581117451190948, -0.00039617318543605506]",good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample3,-2.959209680557251,-2.710857629776001,FALSE
what was Name talking about *T* and Name ?,-2.9008092880249023,-29.008092880249023,what is that doing *T* *T* ? Name ?,"[-2.3666958808898926, -4.684190273284912, -4.146347522735596, -7.192693710327148, -1.7078039646148682, -0.3852089047431946, -5.959907054901123, -1.9430731534957886, -0.6217491626739502, -0.0004247716860845685]",bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample4,-3.1987552642822266,-2.9008092880249023,FALSE
what were Name and Name talking about *T* ?,-3.1987552642822266,-31.987552642822266,what is you doing Name ? ? the ?,"[-2.3666958808898926, -5.755207061767578, -4.449995994567871, -7.063472270965576, -1.1415852308273315, -7.831920623779297, -1.7921726703643799, -1.4130562543869019, -0.1730741262435913, -0.0003741279651876539]",good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample4,-3.1987552642822266,-2.9008092880249023,FALSE
what was Name talking about *T* and Name ?,-2.9584906101226807,-29.58490562438965,what is that *T* about *T* ? you ?,"[-2.1598806381225586, -5.205552101135254, -3.7111246585845947, -6.9858078956604, -0.8713679313659668, -0.7615903615951538, -7.135776042938232, -2.197420120239258, -0.5560287237167358, -0.00035577642847783864]",bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample5,-2.920350313186645,-2.9584906101226807,TRUE
what were Name and Name talking about *T* ?,-2.920350313186645,-29.203502655029297,what is you *T* Name *T* about *T* ?,"[-2.1598806381225586, -5.617467880249023, -4.895508766174316, -6.022665977478027, -1.6195025444030762, -7.756192207336426, -0.7629914879798889, -0.3380986154079437, -0.030897650867700577, -0.0002975021197926253]",good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample5,-2.920350313186645,-2.9584906101226807,TRUE
what was Name talking about *T* and Name ?,-3.2653708457946777,-32.653709411621094,what ? that *T* *T* *T* ? ? ?,"[-2.146918535232544, -4.309933185577393, -4.089778423309326, -9.599631309509277, -1.3199570178985596, -0.6407595276832581, -7.752831935882568, -2.6624560356140137, -0.13093236088752747, -0.0005097282119095325]",bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample6,-3.421496868133545,-3.2653708457946777,FALSE
what were Name and Name talking about *T* ?,-3.421496868133545,-34.214969635009766,what ? you *T* *T* *T* *T* *T* ?,"[-2.146918535232544, -5.9842634201049805, -3.4230470657348633, -6.305389881134033, -2.023310661315918, -12.204421043395996, -1.9176884889602661, -0.19148394465446472, -0.017983481287956238, -0.0004627825692296028]",good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample6,-3.421496868133545,-3.2653708457946777,FALSE
what was Name talking about *T* and Name ?,-3.147689819335937,-31.476898193359375,what ? that *T* *T* Name ? you ?,"[-1.9684025049209595, -4.770534515380859, -4.455356121063232, -8.638568878173828, -1.1071351766586304, -1.7768354415893555, -4.73938512802124, -2.6452088356018066, -1.3750756978988647, -0.00039426659350283444]",bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample7,-3.648880004882813,-3.147689819335937,FALSE
what were Name and Name talking about *T* ?,-3.648880004882813,-36.488800048828125,what ? you doing Name *T* about the ?,"[-1.9684025049209595, -6.394893169403076, -7.106013774871826, -7.3887786865234375, -1.3902326822280884, -8.55246353149414, -0.952144980430603, -2.1172451972961426, -0.6183490753173828, -0.00028010259848088026]",good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample7,-3.648880004882813,-3.147689819335937,FALSE
what was Name talking about *T* and Name ?,-2.687882900238037,-26.878829956054688,what is that *T* about *T* ? Name ?,"[-2.2101192474365234, -5.013880729675293, -3.6353583335876465, -6.218928337097168, -0.25023338198661804, -1.191633701324463, -5.576210975646973, -1.6527222394943237, -1.1293911933898926, -0.0003543464408721775]",bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample8,-3.294662475585937,-2.687882900238037,FALSE
what were Name and Name talking about *T* ?,-3.294662475585937,-32.946624755859375,what is you doing Name ? about the ?,"[-2.2101192474365234, -6.292695045471191, -4.793142795562744, -6.406104564666748, -1.1604117155075073, -7.054369926452637, -0.5548965334892273, -4.247957229614258, -0.2263050377368927, -0.0006225554971024394]",good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample8,-3.294662475585937,-2.687882900238037,FALSE
what was Name talking about *T* and Name ?,-2.9350178241729736,-29.350177764892578,what ? that *T* *T* *T* ? Name ?,"[-2.265498638153076, -4.503032684326172, -3.7888426780700684, -6.763729572296143, -1.4683542251586914, -0.4163724184036255, -6.26296854019165, -2.298114061355591, -1.5828793048858643, -0.0003875934926327318]",bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample9,-3.3153011798858643,-2.9350178241729736,FALSE
what were Name and Name talking about *T* ?,-3.3153011798858643,-33.153011322021484,what ? you doing you 's *T* *T* ?,"[-2.265498638153076, -5.657460689544678, -5.390946388244629, -6.906843662261963, -2.479440689086914, -7.1345534324646, -2.2067925930023193, -0.835801362991333, -0.2753177881240845, -0.0003570872650016099]",good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,sample9,-3.3153011798858643,-2.9350178241729736,FALSE
who had Name and Name thought about *T* ?,-4.796904563903809,-47.96904373168945,what *T* a *T* Name *T* *T* *T* ?,"[-4.651067733764648, -9.332205772399902, -4.385315895080566, -5.946078777313232, -2.1079132556915283, -13.656930923461914, -7.625021934509277, -0.23059320449829102, -0.0336676724255085, -0.00024327656137757003]",good,coordinate_structure_constraint_object_extraction,114,syntax,island_effects,sample1,-4.796904563903809,-4.414281368255615,FALSE
who has Name thought about *T* and Name ?,-4.414281368255615,-44.14281463623047,what *T* a *T* *T* *T* ? Name ?,"[-4.651067733764648, -7.847363471984863, -2.3111572265625, -11.974052429199219, -6.951179027557373, -0.7479289174079895, -7.352611064910889, -2.132345199584961, -0.17465443909168243, -0.0004573014739435166]",bad,coordinate_structure_constraint_object_extraction,114,syntax,island_effects,sample1,-4.796904563903809,-4.414281368255615,FALSE
who had Name and Name thought about *T* ?,-4.205927848815918,-42.05928039550781,what *T* that ? Name ? *T* Name ?,"[-5.029736042022705, -9.241314888000488, -3.8940916061401367, -4.735834121704102, -0.9983327388763428, -10.795599937438965, -5.6851487159729, -1.6272820234298706, -0.05170150846242905, -0.00023982033599168062]",good,coordinate_structure_constraint_object_extraction,114,syntax,island_effects,sample10,-4.205927848815918,-4.19772481918335,FALSE
who has Name thought about *T* and Name ?,-4.19772481918335,-41.97724914550781,what *T* a ? *T* *T* ? Name ?,"[-5.029736042022705, -6.643514156341553, -2.465113639831543, -10.848494529724121, -5.463581562042236, -1.2890217304229736, -7.318258762359619, -2.7765636444091797, -0.14274246990680695, -0.0002208704245276749]",bad,coordinate_structure_constraint_object_extraction,114,syntax,island_effects,sample10,-4.205927848815918,-4.19772481918335,FALSE
who had Name and Name thought about *T* ?,-4.34764575958252,-43.47645568847656,what *T* it ? Name ? ? the ?,"[-4.6703572273254395, -8.788833618164062, -2.9252567291259766, -3.8820383548736572, -1.2038770914077759, -12.372027397155762, -6.713133335113525, -2.6348378658294678, -0.2859281003475189, -0.0001662831346038729]",good,coordinate_structure_constraint_object_extraction,114,syntax,island_effects,sample2,-4.34764575958252,-4.230181694030762,FALSE
