Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name has seen the foot that *T* does n't bother Name .,-3.7993783950805664,-49.39191818237305,"what , a a END . you . n't go you .","[-3.038832426071167, -4.457264423370361, -8.863725662231445, -4.492866516113281, -8.975746154785156, -2.7896788120269775, -1.65447998046875, -4.388642311096191, -0.43723809719085693, -5.3258233070373535, -4.72822904586792, -0.2392214983701706, -0.0001677133986959234]",good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample1,-3.7993783950805664,-4.907347202301025,TRUE
Name has seen who the foot does n't bother Name .,-4.907347202301025,-58.88816452026367,"what , a a ? END . n't have you *T*","[-3.038832426071167, -4.457264423370361, -8.863725662231445, -7.657053470611572, -6.948764324188232, -9.66768741607666, -4.816608905792236, -1.0614609718322754, -6.131114959716797, -2.3958237171173096, -3.8495171070098877, -0.00031120702624320984]",bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample1,-3.7993783950805664,-4.907347202301025,TRUE
Name has seen the foot that *T* does n't bother Name .,-3.8434572219848633,-49.964942932128906,"what , a Name car . you . n't have you .","[-3.5443806648254395, -3.707185983657837, -9.483299255371094, -3.9463324546813965, -8.288670539855957, -3.711193561553955, -2.6576547622680664, -4.578902244567871, -0.8769012689590454, -6.080986022949219, -2.625566244125366, -0.46360281109809875, -0.00026842328952625394]",good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample10,-3.8434572219848633,-5.177751064300537,TRUE
Name has seen who the foot does n't bother Name .,-5.177751064300537,-62.13301086425781,"what , a Name *T* other is that go you .","[-3.5443806648254395, -3.707185983657837, -9.483299255371094, -7.546326637268066, -7.108041763305664, -10.10653018951416, -5.513592720031738, -3.9978134632110596, -6.5654449462890625, -3.048245906829834, -1.511910080909729, -0.00023922442051116377]",bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample10,-3.8434572219848633,-5.177751064300537,TRUE
Name has seen the foot that *T* does n't bother Name .,-4.122802734375,-53.596435546875,"what , a a car on *T* ? n't have the .","[-3.3328781127929688, -4.262863636016846, -9.81561279296875, -5.360225200653076, -9.37769889831543, -3.6774635314941406, -2.908679962158203, -4.288466930389404, -0.4650607407093048, -6.354274272918701, -3.007843494415283, -0.7449647188186646, -0.0004051103023812175]",good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample2,-4.122802734375,-5.4325270652771,TRUE
Name has seen who the foot does n't bother Name .,-5.4325270652771,-65.19032287597656,"what , a a *T* factory *T* n't it *T* *T*","[-3.3328781127929688, -4.262863636016846, -9.81561279296875, -7.411659240722656, -8.38221549987793, -9.428296089172363, -5.397909164428711, -0.8117818832397461, -8.535983085632324, -2.581230640411377, -5.2293314933776855, -0.000565249880310148]",bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample2,-4.122802734375,-5.4325270652771,TRUE
Name has seen the foot that *T* does n't bother Name .,-3.968648433685303,-51.592430114746094,what . a a other . you . n't have it .,"[-3.209115743637085, -3.4550068378448486, -9.592873573303223, -2.963197708129883, -7.575864791870117, -4.0411224365234375, -4.463628768920898, -4.879667282104492, -0.22426767647266388, -5.75465202331543, -4.252629280090332, -1.1800388097763062, -0.0003675738989841193]",good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample3,-3.968648433685303,-5.248350620269775,TRUE
Name has seen who the foot does n't bother Name .,-5.248350620269775,-62.98020935058594,what . a a *T* other END that that it *T*,"[-3.209115743637085, -3.4550068378448486, -9.592873573303223, -7.814711570739746, -6.664828777313232, -8.242890357971191, -5.633271217346191, -3.1759185791015625, -6.740833282470703, -3.14097261428833, -5.309288024902344, -0.0004998388467356563]",bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample3,-3.968648433685303,-5.248350620269775,TRUE
Name has seen the foot that *T* does n't bother Name .,-3.675603628158569,-47.7828483581543,"what , a a way . you . n't have it .","[-3.3675284385681152, -3.868361234664917, -7.93619966506958, -3.373425006866455, -8.294337272644043, -4.284079551696777, -2.2043137550354004, -3.8635318279266357, -0.1760503351688385, -5.3235063552856445, -4.6388258934021, -0.4523766040802002, -0.00031013446277938783]",good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample4,-3.675603628158569,-5.815209865570068,TRUE
Name has seen who the foot does n't bother Name .,-5.815209865570068,-69.78251647949219,"what , a a *T* lion *T* *T* have *T* *T*","[-3.3675284385681152, -3.868361234664917, -7.93619966506958, -8.593729972839355, -7.548742294311523, -8.179487228393555, -7.092835903167725, -2.6728601455688477, -8.04211139678955, -6.046555519104004, -6.432267189025879, -0.0018335450440645218]",bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample4,-3.675603628158569,-5.815209865570068,TRUE
Name has seen the foot that *T* does n't bother Name .,-4.063148021697998,-52.820926666259766,"what , a . water . . . n't have END .","[-2.9871325492858887, -4.026054859161377, -8.935227394104004, -4.641944885253906, -8.778656005859375, -5.915069580078125, -4.218036651611328, -5.11863374710083, -0.5011618137359619, -4.67758846282959, -2.4025421142578125, -0.618608295917511, -0.00027211778797209263]",good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample5,-4.063148021697998,-4.7476887702941895,TRUE
Name has seen who the foot does n't bother Name .,-4.7476887702941895,-56.972267150878906,"what , a . *T* way . n't have *T* *T*","[-2.9871325492858887, -4.026054859161377, -8.935227394104004, -7.889254093170166, -6.354804515838623, -8.958584785461426, -6.281359672546387, -1.2603421211242676, -5.621250629425049, -2.755817174911499, -1.9020986557006836, -0.0003389737685211003]",bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample5,-4.063148021697998,-4.7476887702941895,TRUE
Name has seen the foot that *T* does n't bother Name .,-3.992764949798584,-51.90594482421875,"what , a one Name ? ? 's n't belong that .","[-3.349701166152954, -3.5318338871002197, -9.180913925170898, -4.966100215911865, -8.694711685180664, -4.530512809753418, -2.7896833419799805, -4.4373555183410645, -0.7727943658828735, -5.355743408203125, -3.6570658683776855, -0.6385436058044434, -0.0009825170272961259]",good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample6,-3.992764949798584,-5.7657790184021,TRUE
Name has seen who the foot does n't bother Name .,-5.7657790184021,-69.18934631347656,"what , a one *T* other *T* *T* *T* *T* *T*","[-3.349701166152954, -3.5318338871002197, -9.180913925170898, -9.355202674865723, -8.827312469482422, -9.209074974060059, -5.17446756362915, -2.2927372455596924, -8.2672119140625, -5.41971492767334, -4.578481674194336, -0.0026965707074850798]",bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample6,-3.992764949798584,-5.7657790184021,TRUE
Name has seen the foot that *T* does n't bother Name .,-4.047939777374268,-52.62321853637695,"what , a Name other . you . n't go . .","[-3.405649185180664, -3.2062482833862305, -10.657890319824219, -2.914315700531006, -8.739038467407227, -4.410888671875, -1.9028576612472534, -4.51461124420166, -0.5167714953422546, -6.905827045440674, -5.227422714233398, -0.22122129797935486, -0.00048101297579705715]",good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample7,-4.047939777374268,-5.578203678131104,TRUE
Name has seen who the foot does n't bother Name .,-5.578203678131104,-66.93844604492188,"what , a Name *T* other *T* *T* *T* *T* *T*","[-3.405649185180664, -3.2062482833862305, -10.657890319824219, -7.961624622344971, -5.653138637542725, -9.396994590759277, -5.801223278045654, -2.447237968444824, -8.104305267333984, -5.7385077476501465, -4.56480598449707, -0.0008247073274105787]",bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample7,-4.047939777374268,-5.578203678131104,TRUE
Name has seen the foot that *T* does n't bother Name .,-3.825544834136963,-49.73208236694336,"what , a Name Name up you 's n't have it .","[-3.1054515838623047, -4.000607013702393, -7.061261177062988, -3.9534242153167725, -8.816102027893066, -4.443587779998779, -3.9791932106018066, -3.172410726547241, -0.2592833340167999, -7.412985801696777, -2.3294460773468018, -1.1980912685394287, -0.0002366024418734014]",good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample8,-3.825544834136963,-4.860703468322754,TRUE
Name has seen who the foot does n't bother Name .,-4.860703468322754,-58.32844161987305,"what , a Name *T* Name is *T* have *T* *T*","[-3.1054515838623047, -4.000607013702393, -7.061261177062988, -7.747862815856934, -5.196889400482178, -9.304287910461426, -4.290142059326172, -2.521355628967285, -7.626649856567383, -1.9546948671340942, -5.518826961517334, -0.0004153581103309989]",bad,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample8,-3.825544834136963,-4.860703468322754,TRUE
Name has seen the foot that *T* does n't bother Name .,-3.869216680526733,-50.2998161315918,"what , a a same on was was n't have it .","[-3.224195957183838, -3.634328842163086, -7.92132568359375, -3.250369071960449, -8.662035942077637, -4.8821282386779785, -2.8851242065429688, -3.9920315742492676, -0.49134790897369385, -5.714147090911865, -4.833227157592773, -0.8091670274734497, -0.0003849719068966806]",good,wh_questions_subject_gap,187,syntax,filler_gap_dependency,sample9,-3.869216680526733,-4.937551021575928,TRUE
