Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
the cars roll .,-4.67125129699707,-23.35625648498535,what what in ?,"[-4.740185260772705, -6.898852348327637, -9.074588775634766, -2.642256259918213, -0.0003746046277228743]",good,inchoative,146,syntax,argument_structure,sample1,-4.67125129699707,-4.405481815338135,FALSE
the cars looked like .,-4.405481815338135,-26.432891845703125,what what in in that,"[-4.740185260772705, -6.898852348327637, -7.779414653778076, -1.404709815979004, -5.609386444091797, -0.00034517052699811757]",bad,inchoative,146,syntax,argument_structure,sample1,-4.67125129699707,-4.405481815338135,FALSE
the cars roll .,-5.344023704528809,-26.720117568969727,what other of ?,"[-4.7637529373168945, -7.904827117919922, -9.892788887023926, -4.158388137817383, -0.0003601856005843729]",good,inchoative,146,syntax,argument_structure,sample10,-5.344023704528809,-5.183012962341309,FALSE
the cars looked like .,-5.183012962341309,-31.09807777404785,what other of like that,"[-4.7637529373168945, -7.904827117919922, -8.341242790222168, -1.1682229042053223, -8.91968059539795, -0.00035065223346464336]",bad,inchoative,146,syntax,argument_structure,sample10,-5.344023704528809,-5.183012962341309,FALSE
the cars roll .,-5.442828178405762,-27.214139938354492,what other of ?,"[-4.622214317321777, -8.340167999267578, -11.686437606811523, -2.5647356510162354, -0.0005850272136740386]",good,inchoative,146,syntax,argument_structure,sample2,-5.442828178405762,-5.036382675170898,FALSE
the cars looked like .,-5.036382675170898,-30.21829605102539,what other of in that,"[-4.622214317321777, -8.340167999267578, -9.041059494018555, -1.5959516763687134, -6.6183648109436035, -0.0005378468777053058]",bad,inchoative,146,syntax,argument_structure,sample2,-5.442828178405762,-5.036382675170898,FALSE
the cars roll .,-5.183516025543213,-25.917579650878906,what other in that,"[-4.511109352111816, -7.391419410705566, -10.211761474609375, -3.80269718170166, -0.0005934861255809665]",good,inchoative,146,syntax,argument_structure,sample3,-5.183516025543213,-5.910416126251221,TRUE
the cars looked like .,-5.910416126251221,-35.46249771118164,what other in in that,"[-4.511109352111816, -7.391419410705566, -9.522172927856445, -6.7429304122924805, -7.294253349304199, -0.0006115949945524335]",bad,inchoative,146,syntax,argument_structure,sample3,-5.183516025543213,-5.910416126251221,TRUE
the cars roll .,-4.8281569480896,-24.140785217285156,what other 's and,"[-4.537508010864258, -8.174545288085938, -9.39439582824707, -2.0335440635681152, -0.0007920703501440585]",good,inchoative,146,syntax,argument_structure,sample4,-4.8281569480896,-4.727009296417236,FALSE
the cars looked like .,-4.727009296417236,-28.3620548248291,what other 's . that,"[-4.537508010864258, -8.174545288085938, -8.554783821105957, -2.221120834350586, -4.873431205749512, -0.0006658005877397954]",bad,inchoative,146,syntax,argument_structure,sample4,-4.8281569480896,-4.727009296417236,FALSE
the cars roll .,-4.97695255279541,-24.884761810302734,what other are up,"[-4.510894775390625, -7.848978042602539, -8.756966590881348, -3.7659597396850586, -0.0019615711644291878]",good,inchoative,146,syntax,argument_structure,sample5,-4.97695255279541,-4.702890872955322,FALSE
the cars looked like .,-4.702890872955322,-28.217344284057617,what other are in that,"[-4.510894775390625, -7.848978042602539, -6.698616981506348, -3.469064235687256, -5.688727378845215, -0.0010623055277392268]",bad,inchoative,146,syntax,argument_structure,sample5,-4.97695255279541,-4.702890872955322,FALSE
the cars roll .,-5.41597843170166,-27.079893112182617,what what ? ?,"[-4.533783912658691, -8.430235862731934, -9.232721328735352, -4.882544040679932, -0.0006081400788389146]",good,inchoative,146,syntax,argument_structure,sample6,-5.41597843170166,-5.442215442657471,TRUE
the cars looked like .,-5.442215442657471,-32.65329360961914,what what ? like that,"[-4.533783912658691, -8.430235862731934, -8.85974407196045, -2.10719633102417, -8.721170425415039, -0.0011624491307884455]",bad,inchoative,146,syntax,argument_structure,sample6,-5.41597843170166,-5.442215442657471,TRUE
