Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
whose hat should Name wear ?,-5.086724758148193,-35.60707473754883,what suitcase is you ? *T*,"[-6.089838027954102, -4.371933937072754, -9.212811470031738, -4.491036415100098, -9.345758438110352, -2.094038248062134, -0.0016593271866440773]",good,left_branch_island_simple_question,1,syntax,island_effects,sample1,-5.086724758148193,-6.0074143409729,TRUE
whose should Name wear hat ?,-6.0074143409729,-42.05189895629883,what suitcase I is *T* *T*,"[-6.089838027954102, -7.849404811859131, -5.3105669021606445, -9.968960762023926, -10.119192123413086, -2.7118747234344482, -0.0020641228184103966]",bad,left_branch_island_simple_question,1,syntax,island_effects,sample1,-5.086724758148193,-6.0074143409729,TRUE
whose hat should Name wear ?,-5.075136661529541,-35.52595520019531,what suitcase is you is *T*,"[-6.317966461181641, -5.240537643432617, -7.685113430023193, -3.7513794898986816, -8.06189250946045, -4.4679365158081055, -0.001128513365983963]",good,left_branch_island_simple_question,1,syntax,island_effects,sample10,-5.075136661529541,-5.012880802154541,FALSE
whose should Name wear hat ?,-5.012880802154541,-35.09016418457031,what suitcase you is *T* *T*,"[-6.317966461181641, -8.462006568908691, -4.1844377517700195, -8.408650398254395, -6.62569522857666, -1.0908360481262207, -0.0005708495154976845]",bad,left_branch_island_simple_question,1,syntax,island_effects,sample10,-5.075136661529541,-5.012880802154541,FALSE
whose hat should Name wear ?,-5.045208930969238,-35.316463470458984,what suitcase is you do *T*,"[-6.7389912605285645, -6.0374884605407715, -6.588710308074951, -5.262045860290527, -6.018246173858643, -4.670585632324219, -0.00039760314393788576]",good,left_branch_island_simple_question,1,syntax,island_effects,sample2,-5.045208930969238,-5.087040424346924,TRUE
whose should Name wear hat ?,-5.087040424346924,-35.609283447265625,what suitcase do do *T* ?,"[-6.7389912605285645, -6.92332124710083, -6.14900016784668, -7.323215961456299, -8.237375259399414, -0.23697802424430847, -0.00040236959466710687]",bad,left_branch_island_simple_question,1,syntax,island_effects,sample2,-5.045208930969238,-5.087040424346924,TRUE
whose hat should Name wear ?,-5.381536960601807,-37.67075729370117,what house is you Name *T*,"[-6.243175506591797, -5.187180995941162, -9.30080795288086, -4.676799774169922, -5.646674156188965, -6.613440036773682, -0.002680045086890459]",good,left_branch_island_simple_question,1,syntax,island_effects,sample3,-5.381536960601807,-5.361677646636963,FALSE
whose should Name wear hat ?,-5.361677646636963,-37.531742095947266,what house you Name it *T*,"[-6.243175506591797, -8.84788990020752, -4.953327655792236, -5.3316121101379395, -8.983162879943848, -3.1708576679229736, -0.001716808183118701]",bad,left_branch_island_simple_question,1,syntax,island_effects,sample3,-5.381536960601807,-5.361677646636963,FALSE
whose hat should Name wear ?,-5.3288655281066895,-37.302059173583984,what house is you ? *T*,"[-6.669076919555664, -5.166852951049805, -8.784036636352539, -6.034595012664795, -6.31405782699585, -4.331258773803711, -0.002179748611524701]",good,left_branch_island_simple_question,1,syntax,island_effects,sample4,-5.3288655281066895,-5.323346138000488,FALSE
whose should Name wear hat ?,-5.323346138000488,-37.263423919677734,what house is is *T* *T*,"[-6.669076919555664, -6.5834455490112305, -5.805746555328369, -6.376042366027832, -10.014973640441895, -1.8129303455352783, -0.0012047183699905872]",bad,left_branch_island_simple_question,1,syntax,island_effects,sample4,-5.3288655281066895,-5.323346138000488,FALSE
whose hat should Name wear ?,-5.263873100280762,-36.847110748291016,what shadow is be *T* *T*,"[-6.236332416534424, -5.650432586669922, -6.5868072509765625, -4.928255081176758, -7.409959316253662, -6.034604549407959, -0.0007186928996816278]",good,left_branch_island_simple_question,1,syntax,island_effects,sample5,-5.263873100280762,-5.1685051918029785,FALSE
whose should Name wear hat ?,-5.1685051918029785,-36.179534912109375,what shadow be is *T* *T*,"[-6.236332416534424, -6.8619771003723145, -5.652796268463135, -7.228812217712402, -8.956595420837402, -1.2423174381256104, -0.0007030876004137099]",bad,left_branch_island_simple_question,1,syntax,island_effects,sample5,-5.263873100280762,-5.1685051918029785,FALSE
whose hat should Name wear ?,-4.889746189117432,-34.22822189331055,what suitcase ? do ? *T*,"[-6.47724723815918, -7.205052375793457, -6.086715221405029, -4.971018314361572, -6.730783939361572, -2.7547574043273926, -0.0026454473845660686]",good,left_branch_island_simple_question,1,syntax,island_effects,sample6,-4.889746189117432,-5.092523097991943,TRUE
whose should Name wear hat ?,-5.092523097991943,-35.64766311645508,what suitcase you do *T* *T*,"[-6.47724723815918, -7.411561012268066, -7.074110984802246, -4.952672481536865, -7.464145183563232, -2.266537666320801, -0.0013878247700631618]",bad,left_branch_island_simple_question,1,syntax,island_effects,sample6,-4.889746189117432,-5.092523097991943,TRUE
whose hat should Name wear ?,-5.035060405731201,-35.24542236328125,what name is be have *T*,"[-6.86464262008667, -6.249140739440918, -6.9405059814453125, -5.669632911682129, -4.163294792175293, -5.3578643798828125, -0.0003424296446610242]",good,left_branch_island_simple_question,1,syntax,island_effects,sample7,-5.035060405731201,-5.074685096740723,TRUE
whose should Name wear hat ?,-5.074685096740723,-35.522796630859375,what name be do *T* *T*,"[-6.86464262008667, -8.340201377868652, -5.553255558013916, -4.560338020324707, -7.936117172241211, -2.2679266929626465, -0.00031394799589179456]",bad,left_branch_island_simple_question,1,syntax,island_effects,sample7,-5.035060405731201,-5.074685096740723,TRUE
whose hat should Name wear ?,-5.122955322265625,-35.860687255859375,what house is we have *T*,"[-6.218111991882324, -5.398767471313477, -8.083325386047363, -5.3352131843566895, -5.27541446685791, -5.548812389373779, -0.0010415849974378943]",good,left_branch_island_simple_question,1,syntax,island_effects,sample8,-5.122955322265625,-4.868290901184082,FALSE
whose should Name wear hat ?,-4.868290901184082,-34.07803726196289,what house I is *T* *T*,"[-6.218111991882324, -7.685245513916016, -3.6928300857543945, -6.416510581970215, -7.335517883300781, -2.7284483909606934, -0.0013710394268855453]",bad,left_branch_island_simple_question,1,syntax,island_effects,sample8,-5.122955322265625,-4.868290901184082,FALSE
whose hat should Name wear ?,-5.218264102935791,-36.52784729003906,what suitcase is you is *T*,"[-6.518445014953613, -4.972081184387207, -6.223522186279297, -5.303329944610596, -8.234496116638184, -5.2754292488098145, -0.000543446687515825]",good,left_branch_island_simple_question,1,syntax,island_effects,sample9,-5.218264102935791,-5.785489082336426,TRUE
