Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what did n't Name figure out she did n't have *T* ?,-4.5268073081970215,-58.84849548339844,what ? you you *T* ? *T* *T* *T* *T* *T* ?,"[-2.40301251411438, -2.8084845542907715, -4.872836589813232, -6.6571455001831055, -10.902481079101562, -4.372720241546631, -8.089982986450195, -7.1273193359375, -7.431881904602051, -3.859774589538574, -0.10510046035051346, -0.2166908234357834, -0.0010657589882612228]",good,wh_island,166,syntax,island_effects,sample1,-4.5268073081970215,-5.062178611755371,TRUE
what did n't Name figure out who did n't have *T* ?,-5.062178611755371,-65.80831909179688,what ? you you *T* ? *T* *T* *T* *T* *T* ?,"[-2.40301251411438, -2.8084845542907715, -4.872836589813232, -6.6571455001831055, -10.902481079101562, -4.372720241546631, -9.345247268676758, -12.91751766204834, -7.0810112953186035, -4.100335121154785, -0.20423313975334167, -0.14228565990924835, -0.0010082405060529709]",bad,wh_island,166,syntax,island_effects,sample1,-4.5268073081970215,-5.062178611755371,TRUE
what did n't Name figure out she did n't have *T* ?,-4.38069486618042,-56.94903564453125,what ? you you say *T* *T* ? *T* *T* *T* ?,"[-2.221172332763672, -2.920844078063965, -5.304996013641357, -5.660488605499268, -10.922136306762695, -6.942080497741699, -9.39905071258545, -3.7922587394714355, -5.486072540283203, -4.163361549377441, -0.052933186292648315, -0.08330690115690231, -0.00033456450910307467]",good,wh_island,166,syntax,island_effects,sample10,-4.38069486618042,-4.996955871582031,TRUE
what did n't Name figure out who did n't have *T* ?,-4.996955871582031,-64.9604263305664,what ? you you say *T* *T* *T* *T* *T* *T* ?,"[-2.221172332763672, -2.920844078063965, -5.304996013641357, -5.660488605499268, -10.922136306762695, -6.942080497741699, -7.2403340339660645, -10.639176368713379, -6.966094970703125, -6.090948581695557, -0.019521726295351982, -0.03210683539509773, -0.0005258131423033774]",bad,wh_island,166,syntax,island_effects,sample10,-4.38069486618042,-4.996955871582031,TRUE
what did n't Name figure out she did n't have *T* ?,-5.106869220733643,-66.38929748535156,what is you you ? *T* *T* *T* *T* *T* *T* *T*,"[-1.9041599035263062, -2.804841995239258, -5.148345470428467, -5.6032633781433105, -11.809789657592773, -6.914311408996582, -8.540067672729492, -6.31826114654541, -8.825750350952148, -7.537313461303711, -0.005897975992411375, -0.9768112897872925, -0.00048601735034026206]",good,wh_island,166,syntax,island_effects,sample2,-5.106869220733643,-5.734269142150879,TRUE
what did n't Name figure out who did n't have *T* ?,-5.734269142150879,-74.54550170898438,what is you you ? *T* *T* *T* *T* *T* *T* ?,"[-1.9041599035263062, -2.804841995239258, -5.148345470428467, -5.6032633781433105, -11.809789657592773, -6.914311408996582, -11.523807525634766, -11.643268585205078, -8.151826858520508, -8.459393501281738, -0.0046901218593120575, -0.5773192048072815, -0.00048196621355600655]",bad,wh_island,166,syntax,island_effects,sample2,-5.106869220733643,-5.734269142150879,TRUE
what did n't Name figure out she did n't have *T* ?,-4.709912300109863,-61.228858947753906,what is you you ? *T* *T* *T* *T* *T* *T* ?,"[-2.3718154430389404, -2.598742961883545, -4.991973400115967, -5.662664413452148, -10.36683177947998, -4.47765588760376, -9.355716705322266, -8.785418510437012, -7.3437018394470215, -4.896537780761719, -0.055720604956150055, -0.3213909864425659, -0.0006848612101748586]",good,wh_island,166,syntax,island_effects,sample3,-4.709912300109863,-5.295738697052002,TRUE
what did n't Name figure out who did n't have *T* ?,-5.295738697052002,-68.8446044921875,what is you you ? *T* *T* *T* *T* *T* *T* ?,"[-2.3718154430389404, -2.598742961883545, -4.991973400115967, -5.662664413452148, -10.36683177947998, -4.47765588760376, -10.780353546142578, -14.10515308380127, -7.6078715324401855, -5.398652076721191, -0.07967448234558105, -0.40264731645584106, -0.0005666795768775046]",bad,wh_island,166,syntax,island_effects,sample3,-4.709912300109863,-5.295738697052002,TRUE
what did n't Name figure out she did n't have *T* ?,-4.414860248565674,-57.39318084716797,what is you you say *T* *T* *T* *T* *T* *T* ?,"[-2.3666958808898926, -2.7122254371643066, -5.796934604644775, -6.345482349395752, -11.495909690856934, -7.309482097625732, -8.238704681396484, -5.885075569152832, -3.698758840560913, -3.2496421337127686, -0.07400872558355331, -0.21962881088256836, -0.000634111522231251]",good,wh_island,166,syntax,island_effects,sample4,-4.414860248565674,-5.189554691314697,TRUE
what did n't Name figure out who did n't have *T* ?,-5.189554691314697,-67.4642105102539,what is you you say *T* *T* *T* *T* you *T* ?,"[-2.3666958808898926, -2.7122254371643066, -5.796934604644775, -6.345482349395752, -11.495909690856934, -7.309482097625732, -9.63514518737793, -11.763461112976074, -5.683127403259277, -4.197994709014893, -0.08930279314517975, -0.06772442907094955, -0.0007250064518302679]",bad,wh_island,166,syntax,island_effects,sample4,-4.414860248565674,-5.189554691314697,TRUE
