Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name does fix two chairs and Name does fix three orange .,-5.748446941375732,-74.72981262207031,"what , n't the . . Name . n't the . .","[-3.038832426071167, -5.434693813323975, -9.400708198547363, -9.388277053833008, -5.034598350524902, -3.1647565364837646, -2.7564892768859863, -7.135146617889404, -10.032881736755371, -8.941974639892578, -10.389034271240234, -0.012095438316464424, -0.00032479254878126085]",bad,ellipsis_n_bar_1,101,syntax,ellipsis,sample1,-6.038730144500732,-5.748446941375732,FALSE
Name does fix two orange chairs and Name does fix three .,-6.038730144500732,-78.50349426269531,"what , n't the . . . see . n't the .","[-3.038832426071167, -5.434693813323975, -9.400708198547363, -9.388277053833008, -9.072378158569336, -8.168754577636719, -4.064661979675293, -2.8648388385772705, -7.672767639160156, -10.16183090209961, -9.012153625488281, -0.22338145971298218, -0.00022218143567442894]",good,ellipsis_n_bar_1,101,syntax,ellipsis,sample1,-6.038730144500732,-5.748446941375732,FALSE
Name does fix two chairs and Name does fix three orange .,-5.225536823272705,-67.93197631835938,"what , n't it . . he . it that . .","[-3.5443806648254395, -4.934142112731934, -6.9577531814575195, -6.66392707824707, -5.736255645751953, -3.802673816680908, -2.83656644821167, -5.8432745933532715, -8.689754486083984, -9.361540794372559, -9.336193084716797, -0.22531889379024506, -0.00019274283840786666]",bad,ellipsis_n_bar_1,101,syntax,ellipsis,sample10,-5.429308891296387,-5.225536823272705,FALSE
Name does fix two orange chairs and Name does fix three .,-5.429308891296387,-70.58101654052734,"what , n't it . . . he . it that .","[-3.5443806648254395, -4.934142112731934, -6.9577531814575195, -6.66392707824707, -6.874706745147705, -8.73513412475586, -4.4761176109313965, -3.7433409690856934, -6.277370452880859, -8.939776420593262, -8.962666511535645, -0.4715215861797333, -0.0001829695247579366]",good,ellipsis_n_bar_1,101,syntax,ellipsis,sample10,-5.429308891296387,-5.225536823272705,FALSE
Name does fix two chairs and Name does fix three orange .,-6.060210227966309,-78.78273010253906,"what , n't have ? ? Name ? ? that ? ?","[-3.3328781127929688, -4.9720306396484375, -7.847188949584961, -7.735275745391846, -7.358260154724121, -3.753995180130005, -1.1626754999160767, -6.480831146240234, -8.444141387939453, -10.39695930480957, -9.77329158782959, -7.524661064147949, -0.0005427317810244858]",bad,ellipsis_n_bar_1,101,syntax,ellipsis,sample2,-6.065740585327148,-6.060210227966309,FALSE
Name does fix two orange chairs and Name does fix three .,-6.065740585327148,-78.85462951660156,"what , n't have ? ? ? Name ? ? that ?","[-3.3328781127929688, -4.9720306396484375, -7.847188949584961, -7.735275745391846, -6.79339599609375, -11.846667289733887, -3.8899989128112793, -1.7044217586517334, -5.703830242156982, -7.913956642150879, -9.988068580627441, -7.126462459564209, -0.00045885046711191535]",good,ellipsis_n_bar_1,101,syntax,ellipsis,sample2,-6.065740585327148,-6.060210227966309,FALSE
Name does fix two chairs and Name does fix three orange .,-5.6982927322387695,-74.07780456542969,"what . n't like ? and you . it . ? ,","[-3.209115743637085, -5.463739395141602, -9.07554817199707, -8.849769592285156, -6.199667930603027, -1.5546010732650757, -2.8488707542419434, -6.281340599060059, -9.412964820861816, -10.286766052246094, -7.792161464691162, -3.102997303009033, -0.00026425207033753395]",bad,ellipsis_n_bar_1,101,syntax,ellipsis,sample3,-5.715922832489014,-5.6982927322387695,FALSE
Name does fix two orange chairs and Name does fix three .,-5.715922832489014,-74.30699920654297,"what . n't like ? , and you . n't . ,","[-3.209115743637085, -5.463739395141602, -9.07554817199707, -8.849769592285156, -5.9384260177612305, -9.44653606414795, -1.065956473350525, -2.871607780456543, -7.482279300689697, -9.2941312789917, -9.78179931640625, -1.8278071880340576, -0.00028772983932867646]",good,ellipsis_n_bar_1,101,syntax,ellipsis,sample3,-5.715922832489014,-5.6982927322387695,FALSE
Name does fix two chairs and Name does fix three orange .,-5.629547595977783,-73.18412017822266,"what , n't like ? ? you . n't like . .","[-3.3675284385681152, -5.195915222167969, -8.342086791992188, -6.802739143371582, -8.128584861755371, -2.2713236808776855, -3.5032973289489746, -7.139222621917725, -9.899168014526367, -8.952637672424316, -9.118363380432129, -0.4627872705459595, -0.0004618293314706534]",bad,ellipsis_n_bar_1,101,syntax,ellipsis,sample4,-5.818607807159424,-5.629547595977783,FALSE
Name does fix two orange chairs and Name does fix three .,-5.818607807159424,-75.64189910888672,"what , n't like ? ? ? he . n't . .","[-3.3675284385681152, -5.195915222167969, -8.342086791992188, -6.802739143371582, -6.8790483474731445, -11.271903991699219, -4.160724639892578, -2.8898050785064697, -6.7501301765441895, -9.965658187866211, -9.206409454345703, -0.8094490170478821, -0.0004961451631970704]",good,ellipsis_n_bar_1,101,syntax,ellipsis,sample4,-5.818607807159424,-5.629547595977783,FALSE
