Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name went fishing Name .,-4.655439853668213,-27.93263816833496,"what , to . .","[-3.038832426071167, -6.955713748931885, -10.599268913269043, -6.651265621185303, -0.6873506903648376, -0.00020585325546562672]",bad,causative,116,syntax,argument_structure,sample1,-4.139482975006104,-4.655439853668213,TRUE
Name sits down Name .,-4.139482975006104,-24.836896896362305,"what , . . .","[-3.038832426071167, -12.43412971496582, -5.29118013381958, -3.346334457397461, -0.7262271642684937, -0.0001932195882545784]",good,causative,116,syntax,argument_structure,sample1,-4.139482975006104,-4.655439853668213,TRUE
Name went fishing Name .,-4.356687545776367,-26.140125274658203,"what , to ? .","[-3.5443806648254395, -6.051719665527344, -9.772855758666992, -5.657508373260498, -1.1134023666381836, -0.0002575780963525176]",bad,causative,116,syntax,argument_structure,sample10,-5.495474338531494,-4.356687545776367,FALSE
Name sits down Name .,-5.495474338531494,-32.97284698486328,"what , what there .","[-3.5443806648254395, -15.63089656829834, -7.958853721618652, -4.260408401489258, -1.5780736207962036, -0.00023719835735391825]",good,causative,116,syntax,argument_structure,sample10,-5.495474338531494,-4.356687545776367,FALSE
Name went fishing Name .,-4.321823596954346,-25.930940628051758,"what , to . .","[-3.3328781127929688, -6.287596702575684, -8.027057647705078, -7.070894718170166, -1.2120448350906372, -0.00046969347749836743]",bad,causative,116,syntax,argument_structure,sample2,-4.451000690460205,-4.321823596954346,FALSE
Name sits down Name .,-4.451000690460205,-26.706005096435547,"what , a . Name","[-3.3328781127929688, -13.102861404418945, -5.81590461730957, -3.2655906677246094, -1.1884021759033203, -0.00036864637513644993]",good,causative,116,syntax,argument_structure,sample2,-4.451000690460205,-4.321823596954346,FALSE
Name went fishing Name .,-4.660887241363525,-27.96532440185547,what . to ? ?,"[-3.209115743637085, -6.124831199645996, -11.994475364685059, -4.302272319793701, -2.334352970123291, -0.00027771908207796514]",bad,causative,116,syntax,argument_structure,sample3,-4.47941255569458,-4.660887241363525,TRUE
Name sits down Name .,-4.47941255569458,-26.876476287841797,what . in . .,"[-3.209115743637085, -12.874085426330566, -2.9834866523742676, -7.527765274047852, -0.28152331709861755, -0.0005000770906917751]",good,causative,116,syntax,argument_structure,sample3,-4.47941255569458,-4.660887241363525,TRUE
Name went fishing Name .,-4.2710041999816895,-25.626026153564453,"what , to ? .","[-3.3675284385681152, -7.308074951171875, -9.391430854797363, -4.383578777313232, -1.1749889850616455, -0.00042465253500267863]",bad,causative,116,syntax,argument_structure,sample4,-4.390128135681152,-4.2710041999816895,FALSE
Name sits down Name .,-4.390128135681152,-26.340768814086914,"what , . the .","[-3.3675284385681152, -13.054492950439453, -6.2828874588012695, -2.5523202419281006, -1.0830751657485962, -0.0004651656490750611]",good,causative,116,syntax,argument_structure,sample4,-4.390128135681152,-4.2710041999816895,FALSE
Name went fishing Name .,-4.981715679168701,-29.89029312133789,"what , to . Name","[-2.9871325492858887, -6.183926582336426, -10.326266288757324, -7.7136945724487305, -2.6789729595184326, -0.000300958170555532]",bad,causative,116,syntax,argument_structure,sample5,-4.175370693206787,-4.981715679168701,TRUE
Name sits down Name .,-4.175370693206787,-25.052223205566406,"what , to there Name","[-2.9871325492858887, -11.559917449951172, -3.572908401489258, -4.588153839111328, -2.3436763286590576, -0.00043501926120370626]",good,causative,116,syntax,argument_structure,sample5,-4.175370693206787,-4.981715679168701,TRUE
Name went fishing Name .,-4.48650598526001,-26.919036865234375,"what , to with Name","[-3.349701166152954, -5.811773300170898, -9.499802589416504, -6.646889686584473, -1.6105027198791504, -0.00036769305006600916]",bad,causative,116,syntax,argument_structure,sample6,-4.275846004486084,-4.48650598526001,TRUE
Name sits down Name .,-4.275846004486084,-25.65507698059082,"what , . . .","[-3.349701166152954, -12.002039909362793, -4.801016330718994, -4.255608081817627, -1.2462435960769653, -0.0004690977220889181]",good,causative,116,syntax,argument_structure,sample6,-4.275846004486084,-4.48650598526001,TRUE
Name went fishing Name .,-4.461921691894531,-26.771530151367188,"what , to ? ?","[-3.405649185180664, -7.010845184326172, -10.134322166442871, -5.10117244720459, -1.118940830230713, -0.0006003961316309869]",bad,causative,116,syntax,argument_structure,sample7,-4.025268077850342,-4.461921691894531,TRUE
Name sits down Name .,-4.025268077850342,-24.151607513427734,"what , up there .","[-3.405649185180664, -11.004748344421387, -3.7299952507019043, -4.970561981201172, -1.0401195287704468, -0.0005327236140146852]",good,causative,116,syntax,argument_structure,sample7,-4.025268077850342,-4.461921691894531,TRUE
Name went fishing Name .,-4.461766242980957,-26.770597457885742,"what , to with and","[-3.1054515838623047, -7.468793869018555, -10.149736404418945, -4.511636257171631, -1.5347129106521606, -0.0002658013836480677]",bad,causative,116,syntax,argument_structure,sample8,-4.8977532386779785,-4.461766242980957,FALSE
Name sits down Name .,-4.8977532386779785,-29.386520385742188,"what , the the and","[-3.1054515838623047, -14.509439468383789, -5.645715713500977, -4.421004295349121, -1.704621434211731, -0.0002882065309677273]",good,causative,116,syntax,argument_structure,sample8,-4.8977532386779785,-4.461766242980957,FALSE
Name went fishing Name .,-4.489527225494385,-26.937164306640625,"what , to ? ?","[-3.224195957183838, -8.854891777038574, -8.303126335144043, -5.149825572967529, -1.4047415256500244, -0.00038235029205679893]",bad,causative,116,syntax,argument_structure,sample9,-5.154710292816162,-4.489527225494385,FALSE
Name sits down Name .,-5.154710292816162,-30.928260803222656,"what , . . .","[-3.224195957183838, -15.307586669921875, -7.899868965148926, -3.6192245483398438, -0.8770200610160828, -0.00036459474358707666]",good,causative,116,syntax,argument_structure,sample9,-5.154710292816162,-4.489527225494385,FALSE
Name rolled the cars .,-4.439257621765137,-26.63554573059082,"what , ? other out","[-3.038832426071167, -11.222406387329102, -2.540449380874634, -7.113044738769531, -2.7203962802886963, -0.0004158347437623888]",good,causative,121,syntax,argument_structure,sample1,-4.439257621765137,-4.347994804382324,FALSE
Name fell the cars .,-4.347994804382324,-26.087968826293945,"what , down way .","[-3.038832426071167, -7.009298801422119, -7.974545955657959, -6.477416515350342, -1.587518334388733, -0.0003567297535482794]",bad,causative,121,syntax,argument_structure,sample1,-4.439257621765137,-4.347994804382324,FALSE
Name rolled the cars .,-4.742231845855713,-28.453392028808594,"what , ? car ?","[-3.5443806648254395, -10.234305381774902, -3.5374631881713867, -7.594715595245361, -3.5420029163360596, -0.0005249790847301483]",good,causative,121,syntax,argument_structure,sample10,-4.742231845855713,-4.719260692596436,FALSE
Name fell the cars .,-4.719260692596436,-28.31556510925293,"what , down way from","[-3.5443806648254395, -6.311444282531738, -8.093003273010254, -7.493654251098633, -2.872563123703003, -0.0005203323671594262]",bad,causative,121,syntax,argument_structure,sample10,-4.742231845855713,-4.719260692596436,FALSE
Name rolled the cars .,-4.919164180755615,-29.514984130859375,"what , it other over","[-3.3328781127929688, -13.036678314208984, -2.175121784210205, -7.926638603210449, -3.0429368019104004, -0.0007297713309526443]",good,causative,121,syntax,argument_structure,sample2,-4.919164180755615,-4.659626007080078,FALSE
Name fell the cars .,-4.659626007080078,-27.95775604248047,"what , down same .","[-3.3328781127929688, -6.8761091232299805, -7.668764114379883, -7.69094181060791, -2.388320207595825, -0.0007445423980243504]",bad,causative,121,syntax,argument_structure,sample2,-4.919164180755615,-4.659626007080078,FALSE
Name rolled the cars .,-4.866186618804932,-29.197118759155273,what . . other on,"[-3.209115743637085, -12.081887245178223, -3.547879219055176, -7.153432369232178, -3.204221248626709, -0.0005832401220686734]",good,causative,121,syntax,argument_structure,sample3,-4.866186618804932,-4.404802322387695,FALSE
Name fell the cars .,-4.404802322387695,-26.428813934326172,what . down way .,"[-3.209115743637085, -5.935121536254883, -7.435939311981201, -8.325174331665039, -1.5227478742599487, -0.000715714821126312]",bad,causative,121,syntax,argument_structure,sample3,-4.866186618804932,-4.404802322387695,FALSE
Name rolled the cars .,-5.117015361785889,-30.702091217041016,"what , ? same that","[-3.3675284385681152, -12.222567558288574, -5.0373430252075195, -6.129730224609375, -3.94350528717041, -0.001416156766936183]",good,causative,121,syntax,argument_structure,sample4,-5.117015361785889,-4.596329689025879,FALSE
