Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what was Name bringing a popsicle while bringing *T* ?,-6.455753803253174,-71.01329040527344,what ? that doing *T* little *T* *T* *T* .,"[-2.40301251411438, -4.729092597961426, -3.569932460784912, -16.10809898376465, -6.713160514831543, -11.641439437866211, -6.719593524932861, -17.485763549804688, -0.23083201050758362, -1.4120757579803467, -0.0002821285743266344]",bad,adjunct_island,120,syntax,island_effects,sample1,-6.928237438201904,-6.455753803253174,FALSE
what was Name bringing *T* while bringing a popsicle ?,-6.928237438201904,-76.21060943603516,what ? that doing *T* ? you it little ?,"[-2.40301251411438, -4.729092597961426, -3.569932460784912, -16.10809898376465, -0.3246610462665558, -11.362388610839844, -18.890867233276367, -6.484489917755127, -10.992502212524414, -1.3451560735702515, -0.0004103533865418285]",good,adjunct_island,120,syntax,island_effects,sample1,-6.928237438201904,-6.455753803253174,FALSE
what was Name bringing a popsicle while bringing *T* ?,-5.571587085723877,-61.28746032714844,what ? it *T* *T* *T* *T* *T* *T* ?,"[-2.221172332763672, -4.704161167144775, -3.836477041244507, -8.171679496765137, -7.865090370178223, -8.724394798278809, -9.909011840820312, -15.615309715270996, -0.003238316625356674, -0.23650385439395905, -0.0004207202873658389]",bad,adjunct_island,120,syntax,island_effects,sample10,-5.686111927032471,-5.571587085723877,FALSE
what was Name bringing *T* while bringing a popsicle ?,-5.686111927032471,-62.5472297668457,what ? it *T* *T* ? you *T* little *T*,"[-2.221172332763672, -4.704161167144775, -3.836477041244507, -8.171679496765137, -0.012408909387886524, -12.640887260437012, -15.463529586791992, -5.059078216552734, -8.585551261901855, -1.8516972064971924, -0.0005896736984141171]",good,adjunct_island,120,syntax,island_effects,sample10,-5.686111927032471,-5.571587085723877,FALSE
what was Name bringing a popsicle while bringing *T* ?,-5.655338764190674,-62.20872497558594,what is that *T* *T* house *T* *T* *T* ?,"[-1.9041599035263062, -4.860775947570801, -4.809798240661621, -10.790670394897461, -5.192190170288086, -10.764208793640137, -8.497509002685547, -14.686259269714355, -0.6611306071281433, -0.041803378611803055, -0.00021824838768225163]",bad,adjunct_island,120,syntax,island_effects,sample2,-6.097761631011963,-5.655338764190674,FALSE
what was Name bringing *T* while bringing a popsicle ?,-6.097761631011963,-67.07537841796875,what is that *T* *T* ? you ? house ?,"[-1.9041599035263062, -4.860775947570801, -4.809798240661621, -10.790670394897461, -0.9116098284721375, -11.073640823364258, -16.598915100097656, -6.145031929016113, -9.73538589477539, -0.245061457157135, -0.00032479254878126085]",good,adjunct_island,120,syntax,island_effects,sample2,-6.097761631011963,-5.655338764190674,FALSE
what was Name bringing a popsicle while bringing *T* ?,-5.341159343719482,-58.75275421142578,what is that *T* *T* little *T* *T* *T* ?,"[-2.3718154430389404, -4.268015384674072, -4.435914039611816, -9.784754753112793, -6.627758502960205, -8.59341049194336, -7.882628440856934, -14.640517234802246, -0.09446758031845093, -0.05300825834274292, -0.0004605186404660344]",bad,adjunct_island,120,syntax,island_effects,sample3,-5.678467273712158,-5.341159343719482,FALSE
what was Name bringing *T* while bringing a popsicle ?,-5.678467273712158,-62.46314239501953,what is that *T* *T* ? you there Name baby,"[-2.3718154430389404, -4.268015384674072, -4.435914039611816, -9.784754753112793, -0.1014557033777237, -12.014223098754883, -14.059184074401855, -4.154179096221924, -7.918186187744141, -3.354771614074707, -0.0006406639004126191]",good,adjunct_island,120,syntax,island_effects,sample3,-5.678467273712158,-5.341159343719482,FALSE
what was Name bringing a popsicle while bringing *T* ?,-6.688791275024414,-73.57670593261719,what is that doing *T* *T* *T* *T* ? ?,"[-2.3666958808898926, -4.684190273284912, -4.146347522735596, -16.62108612060547, -6.126987934112549, -9.463534355163574, -10.718993186950684, -18.066598892211914, -1.3657958507537842, -0.016138164326548576, -0.0003328961320221424]",bad,adjunct_island,120,syntax,island_effects,sample4,-7.229793071746826,-6.688791275024414,FALSE
what was Name bringing *T* while bringing a popsicle ?,-7.229793071746826,-79.52772521972656,what is that doing *T* ? you ? ride ?,"[-2.3666958808898926, -4.684190273284912, -4.146347522735596, -16.62108612060547, -0.5154179930686951, -12.287191390991211, -18.977413177490234, -8.884357452392578, -10.091158866882324, -0.9532523155212402, -0.0006194579764269292]",good,adjunct_island,120,syntax,island_effects,sample4,-7.229793071746826,-6.688791275024414,FALSE
