Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what dishes did Name mess up *T* and Name break *T* ?,-4.771873474121094,-62.03435516357422,what ? ? ? *T* ? *T* ? you ? ? ?,"[-2.40301251411438, -12.971846580505371, -3.934457302093506, -3.382568359375, -11.706279754638672, -5.005425453186035, -0.4990171492099762, -5.367926120758057, -2.651590347290039, -8.854819297790527, -5.240459442138672, -0.016473354771733284, -0.00048137042904272676]",good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample1,-4.771873474121094,-5.425903797149658,TRUE
what did Name mess up dishes and Name break *T* ?,-5.425903797149658,-65.11084747314453,what ? you say ? *T* *T* see *T* *T* ?,"[-2.40301251411438, -2.8084845542907715, -4.27783727645874, -13.568307876586914, -5.580742835998535, -15.471179962158203, -6.78670072555542, -3.4268229007720947, -10.277702331542969, -0.49434399604797363, -0.01513767335563898, -0.0005745429079979658]",bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample1,-4.771873474121094,-5.425903797149658,TRUE
what dishes did Name mess up *T* and Name break *T* ?,-4.789087295532227,-62.25813293457031,what ? ? you say *T* *T* ? see ? ? ?,"[-2.221172332763672, -15.275787353515625, -3.6342356204986572, -3.4091525077819824, -13.38537311553955, -3.660633087158203, -0.10247722268104553, -6.213931083679199, -3.036888599395752, -9.261110305786133, -2.028264284133911, -0.02885403484106064, -0.00025376438861712813]",good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample10,-4.789087295532227,-5.285707950592041,TRUE
what did Name mess up dishes and Name break *T* ?,-5.285707950592041,-63.42849349975586,what ? you say *T* *T* *T* *T* *T* *T* ?,"[-2.221172332763672, -2.920844078063965, -4.047394752502441, -13.410090446472168, -3.7365176677703857, -15.540182113647461, -7.069091796875, -3.990541934967041, -10.144108772277832, -0.01517231110483408, -0.3330729901790619, -0.00030071981018409133]",bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample10,-4.789087295532227,-5.285707950592041,TRUE
what dishes did Name mess up *T* and Name break *T* ?,-5.6242523193359375,-73.11528015136719,what is do you *T* *T* *T* ? Name ? ? ?,"[-1.9041599035263062, -17.110097885131836, -2.6244187355041504, -3.255520820617676, -14.239493370056152, -8.06554126739502, -0.13724364340305328, -7.700349807739258, -2.2704946994781494, -11.417886734008789, -4.348296642303467, -0.041549764573574066, -0.00022849810193292797]",good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample2,-5.6242523193359375,-5.625879764556885,TRUE
what did Name mess up dishes and Name break *T* ?,-5.625879764556885,-67.51055908203125,what is you do *T* *T* *T* *T* *T* *T* ?,"[-1.9041599035263062, -2.804841995239258, -3.5915911197662354, -14.18781566619873, -6.850256443023682, -17.008150100708008, -7.004401206970215, -2.2013885974884033, -11.510526657104492, -0.25700482726097107, -0.19025205075740814, -0.0001722425949992612]",bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample2,-5.6242523193359375,-5.625879764556885,TRUE
what dishes did Name mess up *T* and Name break *T* ?,-5.081419944763184,-66.05845642089844,what is *T* *T* *T* *T* *T* ? Name 's it ?,"[-2.3718154430389404, -14.567646026611328, -4.03961706161499, -4.348780155181885, -15.49336051940918, -7.096007823944092, -0.11194927245378494, -5.857218265533447, -2.4270570278167725, -7.9268717765808105, -1.6795401573181152, -0.13814258575439453, -0.00045122456504032016]",good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample3,-5.081419944763184,-5.7100749015808105,TRUE
what did Name mess up dishes and Name break *T* ?,-5.7100749015808105,-68.5208969116211,what is you say *T* *T* *T* *T* *T* *T* ?,"[-2.3718154430389404, -2.598742961883545, -4.570423603057861, -15.68978214263916, -5.974158763885498, -13.380324363708496, -9.66467571258545, -3.7475392818450928, -10.016240119934082, -0.030103979632258415, -0.47633635997772217, -0.0007605044520460069]",bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample3,-5.081419944763184,-5.7100749015808105,TRUE
what dishes did Name mess up *T* and Name break *T* ?,-5.156456470489502,-67.033935546875,what is is you *T* *T* *T* ? Name ? ? ?,"[-2.3666958808898926, -15.813615798950195, -3.6260523796081543, -4.083611488342285, -15.314422607421875, -6.750575065612793, -0.041460562497377396, -7.194211959838867, -2.062758445739746, -6.955210208892822, -2.727729320526123, -0.09719356149435043, -0.0003960540343541652]",good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample4,-5.156456470489502,-5.504378795623779,TRUE
what did Name mess up dishes and Name break *T* ?,-5.504378795623779,-66.05254364013672,what is you say *T* *T* *T* *T* *T* *T* ?,"[-2.3666958808898926, -2.7122254371643066, -3.9378864765167236, -15.426724433898926, -5.425976276397705, -14.883597373962402, -8.615775108337402, -2.776510000228882, -9.622252464294434, -0.22007717192173004, -0.06423476338386536, -0.0005847889697179198]",bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample4,-5.156456470489502,-5.504378795623779,TRUE
