Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name had learned that those birds will look like *T* .,-4.423791408538818,-53.08549499511719,"what , a . . are . n't at that .","[-3.038832426071167, -5.762075424194336, -7.629584312438965, -3.5408008098602295, -8.133855819702148, -9.277499198913574, -4.345874786376953, -6.106037139892578, -1.8868365287780762, -3.3327155113220215, -0.031241681426763535, -0.00014029949670657516]",bad,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,sample1,-4.08698320388794,-4.423791408538818,TRUE
Name had learned what those birds will look like *T* .,-4.08698320388794,-49.04379653930664,"what , a . ? things *T* *T* *T* *T* .","[-3.038832426071167, -5.762075424194336, -7.629584312438965, -4.1117963790893555, -5.4920806884765625, -8.848861694335938, -5.522774696350098, -6.055995464324951, -2.195692539215088, -0.031091002747416496, -0.3547971546649933, -0.0002131234941771254]",good,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,sample1,-4.08698320388794,-4.423791408538818,TRUE
Name had learned that those birds will look like *T* .,-4.551616191864014,-54.6193962097168,"what , a to you are END n't like that .","[-3.5443806648254395, -6.271730422973633, -9.17583179473877, -3.788282871246338, -8.454702377319336, -7.503691673278809, -6.7267584800720215, -6.1412482261657715, -0.710651695728302, -1.6026133298873901, -0.6992852091789246, -0.00022098960471339524]",bad,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,sample10,-4.783745288848877,-4.551616191864014,FALSE
Name had learned what those birds will look like *T* .,-4.783745288848877,-57.404945373535156,"what , a to ? are *T* you like *T* .","[-3.5443806648254395, -6.271730422973633, -9.17583179473877, -5.665297031402588, -6.694681644439697, -9.084595680236816, -7.978205680847168, -6.308500289916992, -1.0761198997497559, -0.3568846583366394, -1.2485069036483765, -0.0002146728802472353]",good,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,sample10,-4.783745288848877,-4.551616191864014,FALSE
Name had learned that those birds will look like *T* .,-5.049829006195068,-60.59794998168945,"what , a to . . . . . that .","[-3.3328781127929688, -5.603219985961914, -7.568506240844727, -6.4347615242004395, -9.126901626586914, -8.041886329650879, -8.074603080749512, -8.387763977050781, -1.0077800750732422, -2.9448461532592773, -0.07450810074806213, -0.00029774048016406596]",bad,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,sample2,-4.51838493347168,-5.049829006195068,TRUE
Name had learned what those birds will look like *T* .,-4.51838493347168,-54.220619201660156,"what , a to ? things ? you like *T* .","[-3.3328781127929688, -5.603219985961914, -7.568506240844727, -8.114176750183105, -8.539300918579102, -6.838131904602051, -6.339930534362793, -6.650391101837158, -0.6851299405097961, -0.3229774236679077, -0.22573047876358032, -0.0002426806604489684]",good,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,sample2,-4.51838493347168,-5.049829006195068,TRUE
Name had learned that those birds will look like *T* .,-4.779200077056885,-57.35040283203125,what . a to you are . n't like that .,"[-3.209115743637085, -5.36911678314209, -7.574562072753906, -4.863241672515869, -9.151369094848633, -8.106239318847656, -7.4208855628967285, -6.442841529846191, -1.1312322616577148, -3.848543643951416, -0.23308390378952026, -0.0001722425949992612]",bad,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,sample3,-4.554996490478516,-4.779200077056885,TRUE
Name had learned what those birds will look like *T* .,-4.554996490478516,-54.65995788574219,what . a to you are *T* you like *T* ?,"[-3.209115743637085, -5.36911678314209, -7.574562072753906, -6.018549919128418, -5.358425617218018, -7.932583808898926, -9.475458145141602, -6.057722568511963, -1.3145438432693481, -0.4721735715866089, -1.8775116205215454, -0.00019667598826345056]",good,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,sample3,-4.554996490478516,-4.779200077056885,TRUE
Name had learned that those birds will look like *T* .,-4.678103923797607,-56.13724899291992,"what , a to . are . n't like a .","[-3.3675284385681152, -6.292037010192871, -6.977391719818115, -5.879448413848877, -8.913528442382812, -6.945260047912598, -5.559592247009277, -5.382053852081299, -0.19400689005851746, -6.404880523681641, -0.2208920568227768, -0.0006299418746493757]",bad,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,sample4,-4.444169521331787,-4.678103923797607,TRUE
Name had learned what those birds will look like *T* .,-4.444169521331787,-53.33003616333008,"what , a to you are *T* *T* like *T* ?","[-3.3675284385681152, -6.292037010192871, -6.977391719818115, -5.125574111938477, -6.49090576171875, -6.257430076599121, -8.89801025390625, -7.257790565490723, -0.20455700159072876, -0.02480841986835003, -2.4334702491760254, -0.0005316513124853373]",good,wh_vs_that_with_gap,207,syntax,filler_gap_dependency,sample4,-4.444169521331787,-4.678103923797607,TRUE
