Sentence,WUGgedSentence,Score,LenFacScore,CleanedParse,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name was watched .,Name was watched .,-24.647609326075077,-6.161902331518769,(ROOT (P_Name _Name) (VP (P_was _was) (VP _watched)) (P_. _.)),good,passive_2,102,syntax,argument_structure,sample1.0.FG-output.rank-1,-6.161902331518769,-4.013336207972737,FALSE
Name was come here .,Name was come here .,-20.06668103986368,-4.013336207972737,(ROOT (P_Name _Name) (VP (P_was _was) (VP (P_come _come) (P_here _here))) (P_. _.)),bad,passive_2,102,syntax,argument_structure,sample1.0.FG-output.rank-1,-6.161902331518769,-4.013336207972737,FALSE
Name was watched .,Name was watched .,-23.345269593650162,-5.8363173984125405,(ROOT (NNP _Name) (VP (P_was _was) (VP _watched)) (. _.)),good,passive_2,102,syntax,argument_structure,sample10.0.FG-output.rank-1,-5.8363173984125405,-3.93546481743943,FALSE
Name was come here .,Name was come here .,-19.67732408719715,-3.93546481743943,(ROOT (NNP _Name) (VP (P_was _was) (VP (P_come _come) (P_here _here))) (. _.)),bad,passive_2,102,syntax,argument_structure,sample10.0.FG-output.rank-1,-5.8363173984125405,-3.93546481743943,FALSE
Name was watched .,Name was watched .,-21.425694909378265,-5.356423727344566,(ROOT (P_Name _Name) (VP (AUX _was) (VBN _watched)) (P_. _.)),good,passive_2,102,syntax,argument_structure,sample2.0.FG-output.rank-1,-5.356423727344566,-4.485858311472567,FALSE
Name was come here .,Name was come here .,-22.429291557362834,-4.485858311472567,(ROOT (P_Name _Name) (VP (P_was _was) (VP (P_come _come) (RB _here))) (P_. _.)),bad,passive_2,102,syntax,argument_structure,sample2.0.FG-output.rank-1,-5.356423727344566,-4.485858311472567,FALSE
Name was watched .,Name was watched .,-21.28188623426217,-5.320471558565543,(ROOT (NNP _Name) (VP (AUX _was) (VBN _watched)) (P_. _.)),good,passive_2,102,syntax,argument_structure,sample3.0.FG-output.rank-1,-5.320471558565543,-3.9642598410242,FALSE
Name was come here .,Name was come here .,-19.821299205120997,-3.9642598410242,(ROOT (NNP _Name) (VP (P_was _was) (VP (P_come _come) (P_here _here))) (P_. _.)),bad,passive_2,102,syntax,argument_structure,sample3.0.FG-output.rank-1,-5.320471558565543,-3.9642598410242,FALSE
Name was watched .,Name was watched .,-24.061273927584104,-6.015318481896026,(ROOT (P_Name _Name) (VP (P_was _was) (VP _watched)) (. _.)),good,passive_2,102,syntax,argument_structure,sample4.0.FG-output.rank-1,-6.015318481896026,-3.990555155236805,FALSE
Name was come here .,Name was come here .,-19.952775776184026,-3.990555155236805,(ROOT (P_Name _Name) (VP (P_was _was) (VP (P_come _come) (P_here _here))) (. _.)),bad,passive_2,102,syntax,argument_structure,sample4.0.FG-output.rank-1,-6.015318481896026,-3.990555155236805,FALSE
Name was watched .,Name was watched .,-21.257402487150802,-5.314350621787701,(ROOT (P_Name _Name) (VP (AUX _was) (VBN _watched)) (P_. _.)),good,passive_2,102,syntax,argument_structure,sample5.0.FG-output.rank-1,-5.314350621787701,-4.388938820660273,FALSE
Name was come here .,Name was come here .,-21.944694103301362,-4.388938820660273,(ROOT (P_Name _Name) (VP (P_was _was) (VP (P_come _come) (RB _here))) (P_. _.)),bad,passive_2,102,syntax,argument_structure,sample5.0.FG-output.rank-1,-5.314350621787701,-4.388938820660273,FALSE
Name was watched .,Name was watched .,-21.726391029566184,-5.431597757391546,(ROOT (NNP _Name) (VP (AUX _was) (VBN _watched)) (P_. _.)),good,passive_2,102,syntax,argument_structure,sample6.0.FG-output.rank-1,-5.431597757391546,-4.182415647181128,FALSE
Name was come here .,Name was come here .,-20.91207823590564,-4.182415647181128,(ROOT (NP _Name) (P_was _was) (VP (P_come _come) (RB _here)) (P_. _.)),bad,passive_2,102,syntax,argument_structure,sample6.0.FG-output.rank-1,-5.431597757391546,-4.182415647181128,FALSE
Name was watched .,Name was watched .,-24.4272466595378,-6.10681166488445,(ROOT (NNP _Name) (VP (P_was _was) (VP _watched)) (. _.)),good,passive_2,102,syntax,argument_structure,sample7.0.FG-output.rank-1,-6.10681166488445,-4.002772916418007,FALSE
Name was come here .,Name was come here .,-20.013864582090033,-4.002772916418007,(ROOT (NNP _Name) (VP (P_was _was) (VP (P_come _come) (P_here _here))) (. _.)),bad,passive_2,102,syntax,argument_structure,sample7.0.FG-output.rank-1,-6.10681166488445,-4.002772916418007,FALSE
Name was watched .,Name was watched .,-21.15018061163378,-5.287545152908445,(ROOT (P_Name _Name) (VP (AUX _was) (VBN _watched)) (P_. _.)),good,passive_2,102,syntax,argument_structure,sample8.0.FG-output.rank-1,-5.287545152908445,-3.8676460390916247,FALSE
Name was come here .,Name was come here .,-19.338230195458124,-3.8676460390916247,(ROOT (P_Name _Name) (VP (P_was _was) (VP (P_come _come) (P_here _here))) (P_. _.)),bad,passive_2,102,syntax,argument_structure,sample8.0.FG-output.rank-1,-5.287545152908445,-3.8676460390916247,FALSE
Name was watched .,Name was watched .,-24.047841016533205,-6.011960254133301,(ROOT (P_Name _Name) (VP (P_was _was) (VP _watched)) (. _.)),good,passive_2,102,syntax,argument_structure,sample9.0.FG-output.rank-1,-6.011960254133301,-3.9054971502465854,FALSE
Name was come here .,Name was come here .,-19.527485751232927,-3.9054971502465854,(ROOT (P_Name _Name) (VP (P_was _was) (VP (P_come _come) (P_here _here))) (. _.)),bad,passive_2,102,syntax,argument_structure,sample9.0.FG-output.rank-1,-6.011960254133301,-3.9054971502465854,FALSE
