Sentence,WUGgedSentence,Score,LenFacScore,CleanedParse,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name discovers who all people visited Name .,Name discovers who all people visited Name .,-53.559726389015566,-6.694965798626946,(ROOT (NP _Name) (VBZ _discovers) (SBAR (WHNP _who) (NP (DT _all) (NNS _people)) (VP (VBD _visited) (NP _Name))) (P_. _.)),bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample1.0.FG-output.rank-1,-6.336344930694036,-6.694965798626946,TRUE
Name discovers that all people visited Name .,Name discovers that all people visited Name .,-50.69075944555229,-6.336344930694036,(ROOT (NP _Name) (VBZ _discovers) (SBAR (P_that _that) (NP (DT _all) (NNS _people)) (VP (VBD _visited) (NP _Name))) (P_. _.)),good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample1.0.FG-output.rank-1,-6.336344930694036,-6.694965798626946,TRUE
Name discovers who all people visited Name .,Name discovers who all people visited Name .,-55.442174947988555,-6.930271868498569,(ROOT (NNP _Name) (VP (VBZ _discovers) (SBAR (WP _who) (NP (JJ _all) (NNS _people)) (VP (VBD _visited) (NP _Name)))) (. _.)),bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample10.0.FG-output.rank-1,-6.0887631464541965,-6.930271868498569,TRUE
Name discovers that all people visited Name .,Name discovers that all people visited Name .,-48.71010517163357,-6.0887631464541965,(ROOT (NNP _Name) (VP (VBZ _discovers) (SBAR (P_that _that) (NP (JJ _all) (NNS _people)) (VBD _visited) (NP _Name))) (. _.)),good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample10.0.FG-output.rank-1,-6.0887631464541965,-6.930271868498569,TRUE
Name discovers who all people visited Name .,Name discovers who all people visited Name .,-49.87759364472328,-6.23469920559041,(ROOT (P_Name _Name) (VP (VBZ _discovers) (SBAR (WHNP _who) (NP (P_all _all) (NNS _people)) (VP (VBD _visited) (NP _Name)))) (P_. _.)),bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample2.0.FG-output.rank-1,-5.786943430940285,-6.23469920559041,TRUE
Name discovers that all people visited Name .,Name discovers that all people visited Name .,-46.29554744752228,-5.786943430940285,(ROOT (P_Name _Name) (VP (VBZ _discovers) (SBAR (P_that _that) (NP (P_all _all) (NNS _people)) (VP (VBD _visited) (NP _Name)))) (P_. _.)),good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample2.0.FG-output.rank-1,-5.786943430940285,-6.23469920559041,TRUE
Name discovers who all people visited Name .,Name discovers who all people visited Name .,-53.71375718321012,-6.714219647901265,(ROOT (NNP _Name) (VP (VBZ _discovers) (WHNP (WP _who) (NP (P_all _all) (NNS _people)) (VP (VBD _visited) (NP _Name)))) (P_. _.)),bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample3.0.FG-output.rank-1,-6.177092317761473,-6.714219647901265,TRUE
Name discovers that all people visited Name .,Name discovers that all people visited Name .,-49.416738542091785,-6.177092317761473,(ROOT (NNP _Name) (VP (VBZ _discovers) (SBAR (COMP _that) (NP (P_all _all) (NNS _people)) (VP (VBD _visited) (NP _Name)))) (P_. _.)),good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample3.0.FG-output.rank-1,-6.177092317761473,-6.714219647901265,TRUE
Name discovers who all people visited Name .,Name discovers who all people visited Name .,-54.686263070753405,-6.835782883844176,(ROOT (P_Name _Name) (VP (VBZ _discovers) (SBAR (WHNP _who) (NP (DT _all) (NNS _people)) (VP (VBD _visited) (NP _Name)))) (. _.)),bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample4.0.FG-output.rank-1,-6.205804554557762,-6.835782883844176,TRUE
Name discovers that all people visited Name .,Name discovers that all people visited Name .,-49.646436436462096,-6.205804554557762,(ROOT (NP _Name) (VBZ _discovers) (NP (DT _that) (JJ _all) (NNS _people)) (VP (VBD _visited) (NP _Name)) (. _.)),good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample4.0.FG-output.rank-1,-6.205804554557762,-6.835782883844176,TRUE
Name discovers who all people visited Name .,Name discovers who all people visited Name .,-53.85132567177671,-6.731415708972089,(ROOT (P_Name _Name) (VP (VBZ _discovers) (SBAR (WP _who) (NP (DT _all) (NNS _people)) (VP (VBD _visited) (NP _Name)))) (P_. _.)),bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample5.0.FG-output.rank-1,-6.411343085190541,-6.731415708972089,TRUE
Name discovers that all people visited Name .,Name discovers that all people visited Name .,-51.29074468152433,-6.411343085190541,(ROOT (P_Name _Name) (VP (VBZ _discovers) (NP (DT _that) (JJ _all) (NNS _people)) (VP (VBD _visited) (NP _Name))) (P_. _.)),good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample5.0.FG-output.rank-1,-6.411343085190541,-6.731415708972089,TRUE
Name discovers who all people visited Name .,Name discovers who all people visited Name .,-53.101479316196084,-6.637684914524511,(ROOT (NNP _Name) (VP (VBZ _discovers) (SBAR (WHNP _who) (S (NP (P_all _all) (NNS _people)) (VBD _visited) (NP _Name)))) (P_. _.)),bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample6.0.FG-output.rank-1,-5.991796490858118,-6.637684914524511,TRUE
Name discovers that all people visited Name .,Name discovers that all people visited Name .,-47.93437192686494,-5.991796490858118,(ROOT (NNP _Name) (VP (VBZ _discovers) (SBAR (P_that _that) (NP (P_all _all) (NNS _people)) (VP (VBD _visited) (NP _Name)))) (P_. _.)),good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample6.0.FG-output.rank-1,-5.991796490858118,-6.637684914524511,TRUE
Name discovers who all people visited Name .,Name discovers who all people visited Name .,-51.886625751642796,-6.4858282189553496,(ROOT (NNP _Name) (VP (VBZ _discovers) (SBAR (WHNP _who) (NP (P_all _all) (NNS _people)) (VP (VBD _visited) (NP _Name)))) (. _.)),bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample7.0.FG-output.rank-1,-6.1161120824878905,-6.4858282189553496,TRUE
Name discovers that all people visited Name .,Name discovers that all people visited Name .,-48.928896659903124,-6.1161120824878905,(ROOT (NNP _Name) (VP (VBZ _discovers) (SBAR (P_that _that) (NP (P_all _all) (NNS _people)) (VP (VBD _visited) (NP _Name)))) (. _.)),good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample7.0.FG-output.rank-1,-6.1161120824878905,-6.4858282189553496,TRUE
Name discovers who all people visited Name .,Name discovers who all people visited Name .,-51.25070717386573,-6.406338396733216,(ROOT (P_Name _Name) (VP (VBZ _discovers) (SBAR (WHNP _who) (NP (P_all _all) (NNS _people)) (VP (VBD _visited) (NP _Name)))) (P_. _.)),bad,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample8.0.FG-output.rank-1,-6.011374618334372,-6.406338396733216,TRUE
Name discovers that all people visited Name .,Name discovers that all people visited Name .,-48.09099694667498,-6.011374618334372,(ROOT (P_Name _Name) (VP (VBZ _discovers) (SBAR (P_that _that) (NP (P_all _all) (NNS _people)) (VP (VBD _visited) (NP _Name)))) (P_. _.)),good,wh_vs_that_no_gap,247,syntax,filler_gap_dependency,sample8.0.FG-output.rank-1,-6.011374618334372,-6.406338396733216,TRUE
