Sentence,WUGgedSentence,Score,LenFacScore,CleanedParse,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
the eye visited Name .,the eye visited Name .,-28.48671975091716,-5.697343950183432,(ROOT (NP (P_the _the) (NN _eye)) (VP (VBD _visited) (NP _Name)) (P_. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample1.0.FG-output.rank-1,-4.903845386105945,-5.697343950183432,TRUE
Name visited Name .,Name visited Name .,-19.61538154442378,-4.903845386105945,(ROOT (P_Name _Name) (VP (VBD _visited) (NP _Name)) (P_. _.)),good,animate_subject_trans,1,syntax,s-selection,sample1.0.FG-output.rank-1,-4.903845386105945,-5.697343950183432,TRUE
the eye visited Name .,the eye visited Name .,-29.65779276771305,-5.93155855354261,(ROOT (NP (P_the _the) (NN _eye)) (VP (VBD _visited) (NP _Name)) (P_. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample10.0.FG-output.rank-1,-5.10889120937113,-5.93155855354261,TRUE
Name visited Name .,Name visited Name .,-20.43556483748452,-5.10889120937113,(ROOT (NNP _Name) (VP (VBD _visited) (NP _Name)) (. _.)),good,animate_subject_trans,1,syntax,s-selection,sample10.0.FG-output.rank-1,-5.10889120937113,-5.93155855354261,TRUE
the eye visited Name .,the eye visited Name .,-27.444675584870687,-5.488935116974138,(ROOT (NP (P_the _the) (P_eye _eye)) (VP (VBD _visited) (NP _Name)) (P_. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample2.0.FG-output.rank-1,-4.875114323786546,-5.488935116974138,TRUE
Name visited Name .,Name visited Name .,-19.500457295146184,-4.875114323786546,(ROOT (P_Name _Name) (VP (VBD _visited) (NP _Name)) (P_. _.)),good,animate_subject_trans,1,syntax,s-selection,sample2.0.FG-output.rank-1,-4.875114323786546,-5.488935116974138,TRUE
the eye visited Name .,the eye visited Name .,-27.878354907093424,-5.575670981418685,(ROOT (NP (P_the _the) (NN _eye)) (VP (VBD _visited) (NP _Name)) (P_. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample3.0.FG-output.rank-1,-4.77474320066,-5.575670981418685,TRUE
Name visited Name .,Name visited Name .,-19.09897280264,-4.77474320066,(ROOT (NNP _Name) (VP (VBD _visited) (NP _Name)) (P_. _.)),good,animate_subject_trans,1,syntax,s-selection,sample3.0.FG-output.rank-1,-4.77474320066,-5.575670981418685,TRUE
the eye visited Name .,the eye visited Name .,-26.389543233679415,-5.277908646735883,(ROOT (NP (P_the _the) (NN _eye)) (VBD _visited) (NP _Name) (. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample4.0.FG-output.rank-1,-4.626062300455238,-5.277908646735883,TRUE
Name visited Name .,Name visited Name .,-18.50424920182095,-4.626062300455238,(ROOT (NP _Name) (VBD _visited) (NP _Name) (. _.)),good,animate_subject_trans,1,syntax,s-selection,sample4.0.FG-output.rank-1,-4.626062300455238,-5.277908646735883,TRUE
the eye visited Name .,the eye visited Name .,-29.341769352793765,-5.868353870558753,(ROOT (NP (P_the _the) (NN _eye)) (VP (VBD _visited) (NP _Name)) (P_. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample5.0.FG-output.rank-1,-5.0833738862087205,-5.868353870558753,TRUE
Name visited Name .,Name visited Name .,-20.333495544834882,-5.0833738862087205,(ROOT (P_Name _Name) (VP (VBD _visited) (NP _Name)) (P_. _.)),good,animate_subject_trans,1,syntax,s-selection,sample5.0.FG-output.rank-1,-5.0833738862087205,-5.868353870558753,TRUE
the eye visited Name .,the eye visited Name .,-26.815638821086605,-5.363127764217321,(ROOT (NP (P_the _the) (NN _eye)) (VBD _visited) (NP _Name) (. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample6.0.FG-output.rank-1,-4.801194138776169,-5.363127764217321,TRUE
Name visited Name .,Name visited Name .,-19.204776555104676,-4.801194138776169,(ROOT (NP _Name) (VBD _visited) (NP _Name) (. _.)),good,animate_subject_trans,1,syntax,s-selection,sample6.0.FG-output.rank-1,-4.801194138776169,-5.363127764217321,TRUE
the eye visited Name .,the eye visited Name .,-29.014055324282626,-5.802811064856526,(ROOT (NP (P_the _the) (NN _eye)) (VP (VBD _visited) (NP _Name)) (P_. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample7.0.FG-output.rank-1,-Inf,-5.802811064856526,NA
the eye visited Name .,the eye visited Name .,-29.125505897414442,-5.825101179482888,(ROOT (NP (P_the _the) (NN _eye)) (VP (VBD _visited) (NP _Name)) (P_. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample8.0.FG-output.rank-1,-4.946229897615008,-5.825101179482888,TRUE
Name visited Name .,Name visited Name .,-19.78491959046003,-4.946229897615008,(ROOT (P_Name _Name) (VP (VBD _visited) (NP _Name)) (P_. _.)),good,animate_subject_trans,1,syntax,s-selection,sample8.0.FG-output.rank-1,-4.946229897615008,-5.825101179482888,TRUE
the eye visited Name .,the eye visited Name .,-29.759836306488353,-5.95196726129767,(ROOT (NP (P_the _the) (NN _eye)) (VP (VBD _visited) (NP _Name)) (P_. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample9.0.FG-output.rank-1,-4.939662785725536,-5.95196726129767,TRUE
Name visited Name .,Name visited Name .,-19.758651142902142,-4.939662785725536,(ROOT (P_Name _Name) (VP (VBD _visited) (NP _Name)) (. _.)),good,animate_subject_trans,1,syntax,s-selection,sample9.0.FG-output.rank-1,-4.939662785725536,-5.95196726129767,TRUE
the snake hugged Name .,the snake hugged Name .,-25.025511282380872,-5.005102256476175,(ROOT (NP (P_the _the) (NN _snake)) (VP (P_hugged _hugged) (NP _Name)) (P_. _.)),bad,animate_subject_trans,114,syntax,s-selection,sample1.0.FG-output.rank-1,-4.1244922670453485,-5.005102256476175,TRUE
Name hugged Name .,Name hugged Name .,-16.497969068181394,-4.1244922670453485,(ROOT (P_Name _Name) (VP (P_hugged _hugged) (NP _Name)) (P_. _.)),good,animate_subject_trans,114,syntax,s-selection,sample1.0.FG-output.rank-1,-4.1244922670453485,-5.005102256476175,TRUE
