Sentence,WUGgedSentence,Score,LenFacScore,CleanedParse,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what was Name bringing a popsicle while bringing *T* ?,what was Name bringing a popsicle while bringing *T* ?,-61.14149637159495,-6.114149637159494,(ROOT (WHNP _what) (SQ (AUX _was) (NP _Name) (VP (VBG _bringing) (NP (P_a _a) (JJ _popsicle) (NN _while)) (VP (VBG _bringing) (P_*T* _*T*)))) (P_? _?)),bad,adjunct_island,120,syntax,island_effects,sample1.0.FG-output.rank-1,-7.121092993627729,-6.114149637159494,FALSE
what was Name bringing *T* while bringing a popsicle ?,what was Name bringing *T* while bringing a popsicle ?,-71.2109299362773,-7.121092993627729,(ROOT (WHNP _what) (SQ (AUX _was) (NP _Name) (VP (VBG _bringing) (NP _*T*) (SBAR (COMP _while) (S (VBG _bringing) (NP (DT _a) (JJ _popsicle)))))) (P_? _?)),good,adjunct_island,120,syntax,island_effects,sample1.0.FG-output.rank-1,-7.121092993627729,-6.114149637159494,FALSE
what was Name bringing a popsicle while bringing *T* ?,what was Name bringing a popsicle while bringing *T* ?,-60.14479628985715,-6.014479628985715,(ROOT (WP _what) (AUX _was) (NP _Name) (VP (VBG _bringing) (NP (P_a _a) (JJ _popsicle) (NN _while)) (VP (VBG _bringing) (P_*T* _*T*))) (P_? _?)),bad,adjunct_island,120,syntax,island_effects,sample10.0.FG-output.rank-1,-6.825225704473279,-6.014479628985715,FALSE
what was Name bringing *T* while bringing a popsicle ?,what was Name bringing *T* while bringing a popsicle ?,-68.25225704473279,-6.825225704473279,(ROOT (WP _what) (AUX _was) (NP _Name) (VP (VBG _bringing) (ADVP _*T*) (SBAR (COMP _while) (S (VBG _bringing) (NP (DT _a) (JJ _popsicle))))) (P_? _?)),good,adjunct_island,120,syntax,island_effects,sample10.0.FG-output.rank-1,-6.825225704473279,-6.014479628985715,FALSE
what was Name bringing a popsicle while bringing *T* ?,what was Name bringing a popsicle while bringing *T* ?,-60.68671608108417,-6.068671608108417,(ROOT (WP _what) (SQ (AUX _was) (NP _Name) (VP (VBG _bringing) (NP (P_a _a) (JJ _popsicle) (NN _while)) (VP (VBG _bringing) (ADVP _*T*)))) (P_? _?)),bad,adjunct_island,120,syntax,island_effects,sample2.0.FG-output.rank-1,-6.487055411245677,-6.068671608108417,FALSE
what was Name bringing *T* while bringing a popsicle ?,what was Name bringing *T* while bringing a popsicle ?,-64.87055411245677,-6.487055411245677,(ROOT (WP _what) (SQ (AUX _was) (NP _Name) (VP (VBG _bringing) (ADVP _*T*) (SBAR (COMP _while) (VP (VBG _bringing) (NP (DT _a) (JJ _popsicle)))))) (P_? _?)),good,adjunct_island,120,syntax,island_effects,sample2.0.FG-output.rank-1,-6.487055411245677,-6.068671608108417,FALSE
what was Name bringing a popsicle while bringing *T* ?,what was Name bringing a popsicle while bringing *T* ?,-60.44972304521238,-6.044972304521238,(ROOT (WP _what) (SQ (AUX _was) (NP _Name) (VP (VBG _bringing) (NP (P_a _a) (JJ _popsicle) (NN _while)) (VP (VBG _bringing) (P_*T* _*T*)))) (P_? _?)),bad,adjunct_island,120,syntax,island_effects,sample3.0.FG-output.rank-1,-6.7986017452436895,-6.044972304521238,FALSE
what was Name bringing *T* while bringing a popsicle ?,what was Name bringing *T* while bringing a popsicle ?,-67.9860174524369,-6.7986017452436895,(ROOT (WP _what) (SQ (AUX _was) (NP _Name) (VP (VBG _bringing) (ADVP _*T*) (SBAR (COMP _while) (S (VBG _bringing) (NP (DT _a) (JJ _popsicle)))))) (P_? _?)),good,adjunct_island,120,syntax,island_effects,sample3.0.FG-output.rank-1,-6.7986017452436895,-6.044972304521238,FALSE
what was Name bringing a popsicle while bringing *T* ?,what was Name bringing a popsicle while bringing *T* ?,-57.06585237386604,-5.706585237386604,(ROOT (P_what _what) (AUX _was) (NP _Name) (VP (VBG _bringing) (NP (DT _a) (JJ _popsicle) (P_while _while)) (VP (VBG _bringing) (P_*T* _*T*))) (P_? _?)),bad,adjunct_island,120,syntax,island_effects,sample4.0.FG-output.rank-1,-6.569135839707661,-5.706585237386604,FALSE
what was Name bringing *T* while bringing a popsicle ?,what was Name bringing *T* while bringing a popsicle ?,-65.69135839707661,-6.569135839707661,(ROOT (P_what _what) (AUX _was) (NP _Name) (VP (VBG _bringing) (P_*T* _*T*) (SBAR (COMP _while) (S (VBG _bringing) (ADJP (DT _a) (JJ _popsicle))))) (P_? _?)),good,adjunct_island,120,syntax,island_effects,sample4.0.FG-output.rank-1,-6.569135839707661,-5.706585237386604,FALSE
what was Name bringing a popsicle while bringing *T* ?,what was Name bringing a popsicle while bringing *T* ?,-57.933755530198354,-5.793375553019835,(ROOT (WHNP _what) (AUX _was) (NP _Name) (VP (VBG _bringing) (NP (P_a _a) (JJ _popsicle) (NN _while)) (VP (VBG _bringing) (P_*T* _*T*))) (P_? _?)),bad,adjunct_island,120,syntax,island_effects,sample5.0.FG-output.rank-1,-6.736091981455201,-5.793375553019835,FALSE
