Sentence,WUGgedSentence,Score,LenFacScore,CleanedParse,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what might Name fire children ?,what might Name fire children ?,-41.80988911094034,-6.96831485182339,(ROOT (WHNP _what) (SQ (MD _might) (NP (P_Name _Name) (NP (NN _fire) (NNS _children))) (. _?))),bad,left_branch_island_echo_question,107,syntax,island_effects,sample1.0.FG-output.rank-1,-7.922937338585989,-6.96831485182339,FALSE
Name might fire what children ?,Name might fire what children ?,-47.53762403151593,-7.922937338585989,(ROOT (NP (NP _Name) (VP (MD _might) (NP _fire))) (WHNP (P_what _what) (NNS _children)) (P_? _?)),good,left_branch_island_echo_question,107,syntax,island_effects,sample1.0.FG-output.rank-1,-7.922937338585989,-6.96831485182339,FALSE
what might Name fire children ?,what might Name fire children ?,-41.214734937888146,-6.869122489648024,(ROOT (WP _what) (SQ (MD _might) (NP (NP (P_Name _Name) (NN _fire)) (NNS _children)) (P_? _?))),bad,left_branch_island_echo_question,107,syntax,island_effects,sample10.0.FG-output.rank-1,-7.83040421077732,-6.869122489648024,FALSE
Name might fire what children ?,Name might fire what children ?,-46.98242526466392,-7.83040421077732,(ROOT (S (NP _Name) (VP _might)) (FRAG (NP _fire) (WHNP (WDT _what) (NNS _children)) (P_? _?))),good,left_branch_island_echo_question,107,syntax,island_effects,sample10.0.FG-output.rank-1,-7.83040421077732,-6.869122489648024,FALSE
what might Name fire children ?,what might Name fire children ?,-38.03530479239221,-6.3392174653987015,(ROOT (WP _what) (SQ (MD _might) (NP _Name) (VP (NN _fire) (NP _children))) (P_? _?)),bad,left_branch_island_echo_question,107,syntax,island_effects,sample2.0.FG-output.rank-1,-7.629120634557329,-6.3392174653987015,FALSE
Name might fire what children ?,Name might fire what children ?,-45.774723807343975,-7.629120634557329,(ROOT (NNP _Name) (VP (MD _might) (S (NP _fire) (WHNP (P_what _what) (NNS _children)))) (P_? _?)),good,left_branch_island_echo_question,107,syntax,island_effects,sample2.0.FG-output.rank-1,-7.629120634557329,-6.3392174653987015,FALSE
what might Name fire children ?,what might Name fire children ?,-43.47382803235299,-7.245638005392165,(ROOT (WP _what) (SQ (MD _might) (NP (NP (P_Name _Name) (NN _fire)) (NNS _children))) (P_? _?)),bad,left_branch_island_echo_question,107,syntax,island_effects,sample3.0.FG-output.rank-1,-7.530352589855595,-7.245638005392165,FALSE
Name might fire what children ?,Name might fire what children ?,-45.18211553913357,-7.530352589855595,(ROOT (S (NP _Name) (VP _might)) (FRAG (NN _fire) (WHNP (WDT _what) (NNS _children)) (P_? _?))),good,left_branch_island_echo_question,107,syntax,island_effects,sample3.0.FG-output.rank-1,-7.530352589855595,-7.245638005392165,FALSE
what might Name fire children ?,what might Name fire children ?,-43.16174868686218,-7.193624781143697,(ROOT (WHNP _what) (VP (MD _might) (NP (NP (NNP _Name) (NN _fire)) (NNS _children))) (P_? _?)),bad,left_branch_island_echo_question,107,syntax,island_effects,sample4.0.FG-output.rank-1,-7.880303669307687,-7.193624781143697,FALSE
Name might fire what children ?,Name might fire what children ?,-47.281822015846124,-7.880303669307687,(ROOT (P_Name _Name) (VP (MD _might) (NP (NN _fire) (SBAR (P_what _what) (NNS _children)))) (. _?)),good,left_branch_island_echo_question,107,syntax,island_effects,sample4.0.FG-output.rank-1,-7.880303669307687,-7.193624781143697,FALSE
