Sentence,WUGgedSentence,Score,LenFacScore,CleanedParse,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
the eye visited Name .,the eye visited Name .,-25.503240971775224,-5.100648194355045,(ROOT (NP (DT _the) (NN _eye)) (VP (VBD _visited) (NP _Name)) (. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample1_PCFG.0.FG-output.rank-1,-4.628298584554069,-5.100648194355045,TRUE
Name visited Name .,Name visited Name .,-18.513194338216277,-4.628298584554069,(ROOT (NP _Name) (VP (VBD _visited) (NP _Name)) (. _.)),good,animate_subject_trans,1,syntax,s-selection,sample1_PCFG.0.FG-output.rank-1,-4.628298584554069,-5.100648194355045,TRUE
the eye visited Name .,the eye visited Name .,-27.430670085564657,-5.486134017112931,(ROOT (NP (DT _the) (NN _eye)) (VP (VBD _visited) (NP _Name)) (. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample10_PCFG.0.FG-output.rank-1,-4.919639603662316,-5.486134017112931,TRUE
Name visited Name .,Name visited Name .,-19.678558414649263,-4.919639603662316,(ROOT (NP _Name) (VP (VBD _visited) (NP _Name)) (. _.)),good,animate_subject_trans,1,syntax,s-selection,sample10_PCFG.0.FG-output.rank-1,-4.919639603662316,-5.486134017112931,TRUE
the eye visited Name .,the eye visited Name .,-25.674625105898656,-5.134925021179731,(ROOT (NP (DT _the) (NN _eye)) (VP (VBD _visited) (NP _Name)) (. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample2_PCFG.0.FG-output.rank-1,-4.706333873886359,-5.134925021179731,TRUE
Name visited Name .,Name visited Name .,-18.825335495545435,-4.706333873886359,(ROOT (NP _Name) (VP (VBD _visited) (NP _Name)) (. _.)),good,animate_subject_trans,1,syntax,s-selection,sample2_PCFG.0.FG-output.rank-1,-4.706333873886359,-5.134925021179731,TRUE
the eye visited Name .,the eye visited Name .,-25.893871662595938,-5.178774332519188,(ROOT (NP (DT _the) (NN _eye)) (VP (VBD _visited) (NP _Name)) (. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample3_PCFG.0.FG-output.rank-1,-4.675063262609527,-5.178774332519188,TRUE
Name visited Name .,Name visited Name .,-18.700253050438107,-4.675063262609527,(ROOT (NP _Name) (VP (VBD _visited) (NP _Name)) (. _.)),good,animate_subject_trans,1,syntax,s-selection,sample3_PCFG.0.FG-output.rank-1,-4.675063262609527,-5.178774332519188,TRUE
the eye visited Name .,the eye visited Name .,-26.2943199300502,-5.25886398601004,(ROOT (NP (DT _the) (NN _eye)) (VP (VBD _visited) (NP _Name)) (. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample4_PCFG.0.FG-output.rank-1,-4.681499184947751,-5.25886398601004,TRUE
Name visited Name .,Name visited Name .,-18.725996739791004,-4.681499184947751,(ROOT (NP _Name) (VP (VBD _visited) (NP _Name)) (. _.)),good,animate_subject_trans,1,syntax,s-selection,sample4_PCFG.0.FG-output.rank-1,-4.681499184947751,-5.25886398601004,TRUE
the eye visited Name .,the eye visited Name .,-26.643410023409725,-5.328682004681945,(ROOT (NP (DT _the) (NN _eye)) (VP (VBD _visited) (NP _Name)) (. _.)),bad,animate_subject_trans,1,syntax,s-selection,sample5_PCFG.0.FG-output.rank-1,-4.811324860284692,-5.328682004681945,TRUE
