Sentence,WUGgedSentence,Score,LenFacScore,CleanedParse,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what dishes did Name mess up *T* and Name break *T* ?,what dishes did Name mess up *T* and Name break *T* ?,-63.453934835574735,-5.287827902964561,(ROOT (SBARQ (WHNP (WDT _what) (NNS _dishes)) (SQ (AUX _did) (NP _Name) (VP (VB _mess) (PRT _up) (ADVP _*T*)))) (CC _and) (S (NP _Name) (VP (VB _break) (NP _*T*)) (. _?))),good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.287827902964561,-5.383185989406937,TRUE
what did Name mess up dishes and Name break *T* ?,what did Name mess up dishes and Name break *T* ?,-59.21504588347631,-5.383185989406937,(ROOT (SBARQ (WHNP _what) (SQ (AUX _did) (NP _Name) (VP (VB _mess) (PRT _up) (NP _dishes)))) (CC _and) (S (NP _Name) (VP (VB _break) (NP _*T*)) (. _?))),bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.287827902964561,-5.383185989406937,TRUE
what dishes did Name mess up *T* and Name break *T* ?,what dishes did Name mess up *T* and Name break *T* ?,-66.8846055147554,-5.573717126229617,(ROOT (WHNP (WDT _what) (NNS _dishes)) (SQ (AUX _did) (NP (NP _Name) (NP (NN _mess) (RB _up)) (NP _*T*) (CC _and) (NP _Name)) (VP (VB _break) (NP _*T*))) (. _?)),good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.573717126229617,-5.706851726785768,TRUE
what did Name mess up dishes and Name break *T* ?,what did Name mess up dishes and Name break *T* ?,-62.77536899464344,-5.706851726785768,(ROOT (WHNP _what) (SQ (AUX _did) (NP (NP _Name) (NP (NN _mess) (RB _up)) (NP _dishes) (CC _and) (NP _Name)) (VP (VB _break) (NP _*T*))) (. _?)),bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.573717126229617,-5.706851726785768,TRUE
what dishes did Name mess up *T* and Name break *T* ?,what dishes did Name mess up *T* and Name break *T* ?,-63.62364687819229,-5.3019705731826905,(ROOT (SBARQ (WHNP (WDT _what) (NNS _dishes)) (SQ (AUX _did) (NP _Name) (VP (VB _mess) (PRT _up) (ADVP _*T*)))) (CC _and) (S (NP _Name) (VP (VB _break) (NP _*T*)) (. _?))),good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.3019705731826905,-5.404791805230996,TRUE
what did Name mess up dishes and Name break *T* ?,what did Name mess up dishes and Name break *T* ?,-59.45270985754096,-5.404791805230996,(ROOT (WHNP _what) (SQ (AUX _did) (NP _Name) (VP (VB _mess) (NP (NP (JJ _up) (NNS _dishes)) (CC _and) (NP _Name)) (VP (VB _break) (NP _*T*)))) (. _?)),bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.3019705731826905,-5.404791805230996,TRUE
what dishes did Name mess up *T* and Name break *T* ?,what dishes did Name mess up *T* and Name break *T* ?,-67.28752257713379,-5.607293548094482,(ROOT (WHNP (WDT _what) (NNS _dishes)) (SQ (AUX _did) (NP (NP _Name) (NP (NN _mess) (RB _up)) (NP _*T*) (CC _and) (NP _Name)) (VP (VB _break) (NP _*T*))) (. _?)),good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.607293548094482,-5.748746458180089,TRUE
what did Name mess up dishes and Name break *T* ?,what did Name mess up dishes and Name break *T* ?,-63.23621103998098,-5.748746458180089,(ROOT (WHNP _what) (SQ (AUX _did) (NP (NP _Name) (NP (NN _mess) (RB _up)) (NP _dishes) (CC _and) (NP _Name)) (VP (VB _break) (NP _*T*))) (. _?)),bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.607293548094482,-5.748746458180089,TRUE
what dishes did Name mess up *T* and Name break *T* ?,what dishes did Name mess up *T* and Name break *T* ?,-67.5558852640162,-5.629657105334683,(ROOT (SBAR (WHNP _what) (S (NP _dishes) (VP (VBD _did) (NP (NNP _Name) (NN _mess)) (PRT _up) (ADVP _*T*)))) (CC _and) (S (NP _Name) (VP (VB _break) (NP _*T*))) (. _?)),good,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.629657105334683,-5.875276543846336,TRUE
what did Name mess up dishes and Name break *T* ?,what did Name mess up dishes and Name break *T* ?,-64.6280419823097,-5.875276543846336,(ROOT (WHNP _what) (SQ (AUX _did) (NP (NNP _Name) (NP (NN _mess) (PP (IN _up) (NP _dishes) (CC _and) (NP _Name)))) (VP (VB _break) (NP _*T*))) (. _?)),bad,coordinate_structure_constraint_complex_left_branch,273,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.629657105334683,-5.875276543846336,TRUE
