Sentence,WUGgedSentence,Score,LenFacScore,CleanedParse,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name will watch .,Name will watch .,-20.054651805694892,-5.013662951423723,(ROOT (NP _Name) (VP (MD _will) (VP _watch)) (. _.)),good,drop_argument,113,syntax,argument_structure,sample1_PCFG.0.FG-output.rank-1,-5.013662951423723,-4.358708829884815,FALSE
Name will go to .,Name will go to .,-21.793544149424076,-4.358708829884815,(ROOT (NP _Name) (VP (MD _will) (VP (VB _go) (TO _to))) (. _.)),bad,drop_argument,113,syntax,argument_structure,sample1_PCFG.0.FG-output.rank-1,-5.013662951423723,-4.358708829884815,FALSE
Name will watch .,Name will watch .,-20.15501369924362,-5.038753424810905,(ROOT (NP _Name) (VP (MD _will) (VP _watch)) (. _.)),good,drop_argument,113,syntax,argument_structure,sample10_PCFG.0.FG-output.rank-1,-5.038753424810905,-4.370479732130845,FALSE
Name will go to .,Name will go to .,-21.852398660654227,-4.370479732130845,(ROOT (NP _Name) (VP (MD _will) (VP (VB _go) (TO _to))) (. _.)),bad,drop_argument,113,syntax,argument_structure,sample10_PCFG.0.FG-output.rank-1,-5.038753424810905,-4.370479732130845,FALSE
Name will watch .,Name will watch .,-20.15120480408833,-5.0378012010220825,(ROOT (NP _Name) (VP (MD _will) (VP _watch)) (. _.)),good,drop_argument,113,syntax,argument_structure,sample2_PCFG.0.FG-output.rank-1,-5.0378012010220825,-4.735442287883084,FALSE
Name will go to .,Name will go to .,-23.677211439415416,-4.735442287883084,(ROOT (NP _Name) (VP (MD _will) (VP (VB _go) (PP _to))) (. _.)),bad,drop_argument,113,syntax,argument_structure,sample2_PCFG.0.FG-output.rank-1,-5.0378012010220825,-4.735442287883084,FALSE
Name will watch .,Name will watch .,-19.96119471917497,-4.990298679793742,(ROOT (NP _Name) (VP (MD _will) (VP _watch)) (. _.)),good,drop_argument,113,syntax,argument_structure,sample3_PCFG.0.FG-output.rank-1,-4.990298679793742,-4.740167230651225,FALSE
Name will go to .,Name will go to .,-23.700836153256123,-4.740167230651225,(ROOT (NP _Name) (VP (MD _will) (VP (VB _go) (PP _to))) (. _.)),bad,drop_argument,113,syntax,argument_structure,sample3_PCFG.0.FG-output.rank-1,-4.990298679793742,-4.740167230651225,FALSE
Name will watch .,Name will watch .,-19.695256239718066,-4.923814059929517,(ROOT (NP _Name) (VP (MD _will) (VP _watch)) (. _.)),good,drop_argument,113,syntax,argument_structure,sample4_PCFG.0.FG-output.rank-1,-4.923814059929517,-4.28666845350504,FALSE
Name will go to .,Name will go to .,-21.4333422675252,-4.28666845350504,(ROOT (NP _Name) (VP (MD _will) (VP (VB _go) (TO _to))) (. _.)),bad,drop_argument,113,syntax,argument_structure,sample4_PCFG.0.FG-output.rank-1,-4.923814059929517,-4.28666845350504,FALSE
Name will watch .,Name will watch .,-19.918179614986308,-4.979544903746577,(ROOT (NP _Name) (VP (MD _will) (VP _watch)) (. _.)),good,drop_argument,113,syntax,argument_structure,sample5_PCFG.0.FG-output.rank-1,-4.979544903746577,-4.689245997915675,FALSE
Name will go to .,Name will go to .,-23.446229989578377,-4.689245997915675,(ROOT (NP _Name) (VP (MD _will) (VP (VB _go) (PP _to))) (. _.)),bad,drop_argument,113,syntax,argument_structure,sample5_PCFG.0.FG-output.rank-1,-4.979544903746577,-4.689245997915675,FALSE
Name will watch .,Name will watch .,-19.93119330323149,-4.982798325807872,(ROOT (NP _Name) (VP (MD _will) (VP _watch)) (. _.)),good,drop_argument,113,syntax,argument_structure,sample6_PCFG.0.FG-output.rank-1,-4.982798325807872,-4.360811036533122,FALSE
Name will go to .,Name will go to .,-21.80405518266561,-4.360811036533122,(ROOT (NP _Name) (VP (MD _will) (VP (VB _go) (TO _to))) (. _.)),bad,drop_argument,113,syntax,argument_structure,sample6_PCFG.0.FG-output.rank-1,-4.982798325807872,-4.360811036533122,FALSE
Name will watch .,Name will watch .,-20.3922631996021,-5.098065799900525,(ROOT (NP _Name) (VP (MD _will) (VP _watch)) (. _.)),good,drop_argument,113,syntax,argument_structure,sample7_PCFG.0.FG-output.rank-1,-5.098065799900525,-4.732823708028024,FALSE
Name will go to .,Name will go to .,-23.66411854014012,-4.732823708028024,(ROOT (NP _Name) (VP (MD _will) (VP (VB _go) (PP _to))) (. _.)),bad,drop_argument,113,syntax,argument_structure,sample7_PCFG.0.FG-output.rank-1,-5.098065799900525,-4.732823708028024,FALSE
Name will watch .,Name will watch .,-19.858833007475788,-4.964708251868947,(ROOT (NP _Name) (VP (MD _will) (VP _watch)) (. _.)),good,drop_argument,113,syntax,argument_structure,sample8_PCFG.0.FG-output.rank-1,-4.964708251868947,-4.732854389057365,FALSE
Name will go to .,Name will go to .,-23.664271945286824,-4.732854389057365,(ROOT (NP _Name) (VP (MD _will) (VP (VB _go) (PP _to))) (. _.)),bad,drop_argument,113,syntax,argument_structure,sample8_PCFG.0.FG-output.rank-1,-4.964708251868947,-4.732854389057365,FALSE
Name will watch .,Name will watch .,-20.069713153127505,-5.017428288281876,(ROOT (NP _Name) (VP (MD _will) (VP _watch)) (. _.)),good,drop_argument,113,syntax,argument_structure,sample9_PCFG.0.FG-output.rank-1,-5.017428288281876,-4.735988860152459,FALSE
Name will go to .,Name will go to .,-23.679944300762298,-4.735988860152459,(ROOT (NP _Name) (VP (MD _will) (VP (VB _go) (PP _to))) (. _.)),bad,drop_argument,113,syntax,argument_structure,sample9_PCFG.0.FG-output.rank-1,-5.017428288281876,-4.735988860152459,FALSE
Name has n't run around .,Name has n't run around .,-29.13764971432405,-4.856274952387341,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VB _run) (RB _around))) (. _.)),good,drop_argument,127,syntax,argument_structure,sample1_PCFG.0.FG-output.rank-1,-4.856274952387341,-5.031601057089126,TRUE
Name has n't gone to .,Name has n't gone to .,-30.189606342534752,-5.031601057089126,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VBN _gone) (PP _to))) (. _.)),bad,drop_argument,127,syntax,argument_structure,sample1_PCFG.0.FG-output.rank-1,-4.856274952387341,-5.031601057089126,TRUE
Name has n't run around .,Name has n't run around .,-29.496121147138687,-4.916020191189781,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VB _run) (ADVP _around))) (. _.)),good,drop_argument,127,syntax,argument_structure,sample10_PCFG.0.FG-output.rank-1,-4.916020191189781,-4.9938117965948114,TRUE
Name has n't gone to .,Name has n't gone to .,-29.96287077956887,-4.9938117965948114,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VBN _gone) (PP _to))) (. _.)),bad,drop_argument,127,syntax,argument_structure,sample10_PCFG.0.FG-output.rank-1,-4.916020191189781,-4.9938117965948114,TRUE
Name has n't run around .,Name has n't run around .,-29.378725508624036,-4.89645425143734,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VB _run) (RB _around))) (. _.)),good,drop_argument,127,syntax,argument_structure,sample2_PCFG.0.FG-output.rank-1,-4.89645425143734,-5.011995877204695,TRUE
Name has n't gone to .,Name has n't gone to .,-30.071975263228172,-5.011995877204695,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VBN _gone) (PP _to))) (. _.)),bad,drop_argument,127,syntax,argument_structure,sample2_PCFG.0.FG-output.rank-1,-4.89645425143734,-5.011995877204695,TRUE
Name has n't run around .,Name has n't run around .,-29.19149394438778,-4.865248990731296,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VB _run) (RB _around))) (. _.)),good,drop_argument,127,syntax,argument_structure,sample3_PCFG.0.FG-output.rank-1,-4.865248990731296,-4.979670442436593,TRUE
Name has n't gone to .,Name has n't gone to .,-29.878022654619556,-4.979670442436593,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VBN _gone) (PP _to))) (. _.)),bad,drop_argument,127,syntax,argument_structure,sample3_PCFG.0.FG-output.rank-1,-4.865248990731296,-4.979670442436593,TRUE
Name has n't run around .,Name has n't run around .,-29.00625352889525,-4.834375588149208,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VB _run) (RB _around))) (. _.)),good,drop_argument,127,syntax,argument_structure,sample4_PCFG.0.FG-output.rank-1,-4.834375588149208,-4.869549837259005,TRUE
Name has n't gone to .,Name has n't gone to .,-29.21729902355403,-4.869549837259005,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VBN _gone) (PP _to))) (. _.)),bad,drop_argument,127,syntax,argument_structure,sample4_PCFG.0.FG-output.rank-1,-4.834375588149208,-4.869549837259005,TRUE
Name has n't run around .,Name has n't run around .,-29.195343889841354,-4.865890648306892,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VB _run) (PRT _around))) (. _.)),good,drop_argument,127,syntax,argument_structure,sample5_PCFG.0.FG-output.rank-1,-4.865890648306892,-4.930095391973694,TRUE
Name has n't gone to .,Name has n't gone to .,-29.580572351842164,-4.930095391973694,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VBN _gone) (PP _to))) (. _.)),bad,drop_argument,127,syntax,argument_structure,sample5_PCFG.0.FG-output.rank-1,-4.865890648306892,-4.930095391973694,TRUE
Name has n't run around .,Name has n't run around .,-29.262298390848834,-4.877049731808139,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VB _run) (PRT _around))) (. _.)),good,drop_argument,127,syntax,argument_structure,sample6_PCFG.0.FG-output.rank-1,-4.877049731808139,-5.060105756897699,TRUE
Name has n't gone to .,Name has n't gone to .,-30.360634541386194,-5.060105756897699,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VBN _gone) (PP _to))) (. _.)),bad,drop_argument,127,syntax,argument_structure,sample6_PCFG.0.FG-output.rank-1,-4.877049731808139,-5.060105756897699,TRUE
Name has n't run around .,Name has n't run around .,-29.450851655961376,-4.908475275993562,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VB _run) (ADVP _around))) (. _.)),good,drop_argument,127,syntax,argument_structure,sample7_PCFG.0.FG-output.rank-1,-4.908475275993562,-5.089363613174297,TRUE
Name has n't gone to .,Name has n't gone to .,-30.536181679045782,-5.089363613174297,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VBN _gone) (PP _to))) (. _.)),bad,drop_argument,127,syntax,argument_structure,sample7_PCFG.0.FG-output.rank-1,-4.908475275993562,-5.089363613174297,TRUE
Name has n't run around .,Name has n't run around .,-28.891399564555343,-4.815233260759224,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VB _run) (RB _around))) (. _.)),good,drop_argument,127,syntax,argument_structure,sample8_PCFG.0.FG-output.rank-1,-4.815233260759224,-4.933223052185585,TRUE
Name has n't gone to .,Name has n't gone to .,-29.599338313113506,-4.933223052185585,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VBN _gone) (PP _to))) (. _.)),bad,drop_argument,127,syntax,argument_structure,sample8_PCFG.0.FG-output.rank-1,-4.815233260759224,-4.933223052185585,TRUE
Name has n't run around .,Name has n't run around .,-29.47690303440188,-4.912817172400313,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VB _run) (RB _around))) (. _.)),good,drop_argument,127,syntax,argument_structure,sample9_PCFG.0.FG-output.rank-1,-4.912817172400313,-5.0259505543056084,TRUE
Name has n't gone to .,Name has n't gone to .,-30.155703325833645,-5.0259505543056084,(ROOT (NP _Name) (VP (AUX _has) (NOT _n't) (VP (VBN _gone) (PP _to))) (. _.)),bad,drop_argument,127,syntax,argument_structure,sample9_PCFG.0.FG-output.rank-1,-4.912817172400313,-5.0259505543056084,TRUE
a son of Name should n't work with .,a son of Name should n't work with .,-45.092876525014425,-5.010319613890491,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP (VB _work) (PP _with))) (. _.)),bad,drop_argument,144,syntax,argument_structure,sample1_PCFG.0.FG-output.rank-1,-4.887752925726044,-5.010319613890491,TRUE
a son of Name should n't leave .,a son of Name should n't leave .,-39.10202340580835,-4.887752925726044,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP _leave)) (. _.)),good,drop_argument,144,syntax,argument_structure,sample1_PCFG.0.FG-output.rank-1,-4.887752925726044,-5.010319613890491,TRUE
a son of Name should n't work with .,a son of Name should n't work with .,-45.54129352982447,-5.060143725536053,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP (VB _work) (PP _with))) (. _.)),bad,drop_argument,144,syntax,argument_structure,sample10_PCFG.0.FG-output.rank-1,-4.883081931401702,-5.060143725536053,TRUE
a son of Name should n't leave .,a son of Name should n't leave .,-39.06465545121362,-4.883081931401702,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP _leave)) (. _.)),good,drop_argument,144,syntax,argument_structure,sample10_PCFG.0.FG-output.rank-1,-4.883081931401702,-5.060143725536053,TRUE
a son of Name should n't work with .,a son of Name should n't work with .,-46.757878283734414,-5.195319809303824,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP (VB _work) (PP _with))) (. _.)),bad,drop_argument,144,syntax,argument_structure,sample2_PCFG.0.FG-output.rank-1,-5.0297902929331695,-5.195319809303824,TRUE
a son of Name should n't leave .,a son of Name should n't leave .,-40.238322343465356,-5.0297902929331695,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP _leave)) (. _.)),good,drop_argument,144,syntax,argument_structure,sample2_PCFG.0.FG-output.rank-1,-5.0297902929331695,-5.195319809303824,TRUE
a son of Name should n't work with .,a son of Name should n't work with .,-45.48746221751565,-5.05416246861285,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP (VB _work) (PP _with))) (. _.)),bad,drop_argument,144,syntax,argument_structure,sample3_PCFG.0.FG-output.rank-1,-4.873089556200907,-5.05416246861285,TRUE
a son of Name should n't leave .,a son of Name should n't leave .,-38.984716449607255,-4.873089556200907,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP _leave)) (. _.)),good,drop_argument,144,syntax,argument_structure,sample3_PCFG.0.FG-output.rank-1,-4.873089556200907,-5.05416246861285,TRUE
a son of Name should n't work with .,a son of Name should n't work with .,-46.59275923086358,-5.176973247873731,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP (VB _work) (PP _with))) (. _.)),bad,drop_argument,144,syntax,argument_structure,sample4_PCFG.0.FG-output.rank-1,-5.020040423048609,-5.176973247873731,TRUE
a son of Name should n't leave .,a son of Name should n't leave .,-40.160323384388875,-5.020040423048609,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP _leave)) (. _.)),good,drop_argument,144,syntax,argument_structure,sample4_PCFG.0.FG-output.rank-1,-5.020040423048609,-5.176973247873731,TRUE
a son of Name should n't work with .,a son of Name should n't work with .,-45.703069790810886,-5.078118865645654,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP (VB _work) (PP _with))) (. _.)),bad,drop_argument,144,syntax,argument_structure,sample5_PCFG.0.FG-output.rank-1,-4.981170555158228,-5.078118865645654,TRUE
a son of Name should n't leave .,a son of Name should n't leave .,-39.84936444126583,-4.981170555158228,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP _leave)) (. _.)),good,drop_argument,144,syntax,argument_structure,sample5_PCFG.0.FG-output.rank-1,-4.981170555158228,-5.078118865645654,TRUE
a son of Name should n't work with .,a son of Name should n't work with .,-45.09956520594941,-5.011062800661046,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP (VB _work) (PP _with))) (. _.)),bad,drop_argument,144,syntax,argument_structure,sample6_PCFG.0.FG-output.rank-1,-4.855211244456752,-5.011062800661046,TRUE
a son of Name should n't leave .,a son of Name should n't leave .,-38.84168995565401,-4.855211244456752,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP _leave)) (. _.)),good,drop_argument,144,syntax,argument_structure,sample6_PCFG.0.FG-output.rank-1,-4.855211244456752,-5.011062800661046,TRUE
a son of Name should n't work with .,a son of Name should n't work with .,-46.096696432550985,-5.121855159172331,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP (VB _work) (PP _with))) (. _.)),bad,drop_argument,144,syntax,argument_structure,sample7_PCFG.0.FG-output.rank-1,-5.027159377759531,-5.121855159172331,TRUE
a son of Name should n't leave .,a son of Name should n't leave .,-40.21727502207625,-5.027159377759531,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP _leave)) (. _.)),good,drop_argument,144,syntax,argument_structure,sample7_PCFG.0.FG-output.rank-1,-5.027159377759531,-5.121855159172331,TRUE
a son of Name should n't work with .,a son of Name should n't work with .,-45.45500264843282,-5.0505558498258685,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP (VB _work) (PP _with))) (. _.)),bad,drop_argument,144,syntax,argument_structure,sample8_PCFG.0.FG-output.rank-1,-4.837941160551785,-5.0505558498258685,TRUE
a son of Name should n't leave .,a son of Name should n't leave .,-38.70352928441428,-4.837941160551785,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP _leave)) (. _.)),good,drop_argument,144,syntax,argument_structure,sample8_PCFG.0.FG-output.rank-1,-4.837941160551785,-5.0505558498258685,TRUE
a son of Name should n't work with .,a son of Name should n't work with .,-46.47758740699109,-5.164176378554566,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP (VB _work) (PP _with))) (. _.)),bad,drop_argument,144,syntax,argument_structure,sample9_PCFG.0.FG-output.rank-1,-5.062028017635357,-5.164176378554566,TRUE
a son of Name should n't leave .,a son of Name should n't leave .,-40.496224141082855,-5.062028017635357,(ROOT (NP (DT _a) (NN _son) (PP (IN _of) (NP _Name))) (VP (MD _should) (NOT _n't) (VP _leave)) (. _.)),good,drop_argument,144,syntax,argument_structure,sample9_PCFG.0.FG-output.rank-1,-5.062028017635357,-5.164176378554566,TRUE
Name went to .,Name went to .,-19.35845083379009,-4.839612708447523,(ROOT (NP _Name) (VP (VBD _went) (PP _to)) (. _.)),bad,drop_argument,145,syntax,argument_structure,sample1_PCFG.0.FG-output.rank-1,-5.613616138269935,-4.839612708447523,FALSE
Name helps .,Name helps .,-16.840848414809805,-5.613616138269935,(ROOT (NP _Name) (VP _helps) (. _.)),good,drop_argument,145,syntax,argument_structure,sample1_PCFG.0.FG-output.rank-1,-5.613616138269935,-4.839612708447523,FALSE
Name went to .,Name went to .,-19.452547452815658,-4.8631368632039145,(ROOT (NP _Name) (VP (VBD _went) (PP _to)) (. _.)),bad,drop_argument,145,syntax,argument_structure,sample10_PCFG.0.FG-output.rank-1,-5.51982908681054,-4.8631368632039145,FALSE
Name helps .,Name helps .,-16.55948726043162,-5.51982908681054,(ROOT (NP _Name) (VP _helps) (. _.)),good,drop_argument,145,syntax,argument_structure,sample10_PCFG.0.FG-output.rank-1,-5.51982908681054,-4.8631368632039145,FALSE
Name went to .,Name went to .,-19.566160766722252,-4.891540191680563,(ROOT (NP _Name) (VP (VBD _went) (PP _to)) (. _.)),bad,drop_argument,145,syntax,argument_structure,sample2_PCFG.0.FG-output.rank-1,-5.857842434613943,-4.891540191680563,FALSE
Name helps .,Name helps .,-17.57352730384183,-5.857842434613943,(ROOT (NP _Name) (VP _helps) (. _.)),good,drop_argument,145,syntax,argument_structure,sample2_PCFG.0.FG-output.rank-1,-5.857842434613943,-4.891540191680563,FALSE
