Sentence,WUGgedSentence,Score,LenFacScore,CleanedParse,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name knows that that child that was n't talking about Name should bike to *T* .,Name knows that that child that was n't talking about Name should bike to *T* .,-95.65775662158296,-5.978609788848935,(ROOT (NP _Name) (VP (VBZ _knows) (NP _that) (SBAR (WHNP (WDT _that) (NN _child)) (S (NP _that) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name) (VP (MD _should) (NP (NN _bike) (PP (IN _to) (NP _*T*)))))))))) (. _.)),bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample1_PCFG.0.FG-output.rank-1,-5.925151111986601,-5.978609788848935,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,Name knows what that child that was n't talking about Name should bike to *T* .,-94.80241779178562,-5.925151111986601,(ROOT (NP _Name) (VP (VBZ _knows) (SBAR (WHNP _what) (S (NP (DT _that) (NN _child) (SBAR (NP _that) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name)))))) (VP (MD _should) (NP (NN _bike) (PP (IN _to) (NP _*T*))))))) (. _.)),good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample1_PCFG.0.FG-output.rank-1,-5.925151111986601,-5.978609788848935,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,Name knows that that child that was n't talking about Name should bike to *T* .,-92.55201854356662,-5.784501158972914,(ROOT (NP _Name) (VP (VBZ _knows) (SBAR (COMP _that) (NP (DT _that) (NN _child) (NN _that)) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name) (VP (MD _should) (NP _bike) (VP _to))) (ADVP _*T*))))) (. _.)),bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample10_PCFG.0.FG-output.rank-1,-5.757145306052227,-5.784501158972914,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,Name knows what that child that was n't talking about Name should bike to *T* .,-92.11432489683563,-5.757145306052227,(ROOT (NP _Name) (VP (VBZ _knows) (SBAR (WHNP _what) (S (NP (DT _that) (NN _child) (NN _that)) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name) (VP (MD _should) (NP _bike) (VP _to))) (ADVP _*T*))) (. _.))))),good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample10_PCFG.0.FG-output.rank-1,-5.757145306052227,-5.784501158972914,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,Name knows that that child that was n't talking about Name should bike to *T* .,-92.60030423387316,-5.7875190146170725,(ROOT (NP _Name) (VP (VBZ _knows) (SBAR (COMP _that) (NP (DT _that) (NN _child) (SBAR (NP _that) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name)))))) (VP (MD _should) (NP (NN _bike) (PP (IN _to) (NP _*T*)))))) (. _.)),bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample2_PCFG.0.FG-output.rank-1,-5.782017357514247,-5.7875190146170725,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,Name knows what that child that was n't talking about Name should bike to *T* .,-92.51227772022796,-5.782017357514247,(ROOT (NP _Name) (VP (VBZ _knows) (SBAR (WHNP _what) (S (NP (DT _that) (NN _child) (SBAR (NP _that) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name)))))) (VP (MD _should) (NP (NN _bike) (PP (IN _to) (NP _*T*)))) (. _.))))),good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample2_PCFG.0.FG-output.rank-1,-5.782017357514247,-5.7875190146170725,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,Name knows that that child that was n't talking about Name should bike to *T* .,-93.3213666105024,-5.8325854131564,(ROOT (NP _Name) (VP (VBZ _knows) (NP _that) (SBAR (WHNP (WDT _that) (NN _child)) (S (NP _that) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name) (VP (MD _should) (NP _bike) (VP _to))) (ADVP _*T*)))))) (. _.)),bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample3_PCFG.0.FG-output.rank-1,-5.819690604769256,-5.8325854131564,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,Name knows what that child that was n't talking about Name should bike to *T* .,-93.11504967630809,-5.819690604769256,(ROOT (NP _Name) (VP (VBZ _knows) (SBAR (WHNP _what) (S (NP (DT _that) (NN _child) (SBAR (NP _that) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name)))))) (VP (MD _should) (NP _bike) (VP (TO _to) (ADVP _*T*)))))) (. _.)),good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample3_PCFG.0.FG-output.rank-1,-5.819690604769256,-5.8325854131564,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,Name knows that that child that was n't talking about Name should bike to *T* .,-93.53923012663027,-5.846201882914392,(ROOT (NP _Name) (VP (VBZ _knows) (SBAR (COMP _that) (NP (DT _that) (NN _child) (SBAR (NP _that) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name)))))) (VP (MD _should) (NP _bike) (VP (TO _to) (ADVP _*T*))))) (. _.)),bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample4_PCFG.0.FG-output.rank-1,-5.829093130844332,-5.846201882914392,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,Name knows what that child that was n't talking about Name should bike to *T* .,-93.26549009350931,-5.829093130844332,(ROOT (NP _Name) (VP (VBZ _knows) (SBAR (WHNP _what) (S (NP (DT _that) (NN _child) (SBAR (NP _that) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name)))))) (VP (MD _should) (NP _bike) (VP (TO _to) (ADVP _*T*))) (. _.))))),good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample4_PCFG.0.FG-output.rank-1,-5.829093130844332,-5.846201882914392,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,Name knows that that child that was n't talking about Name should bike to *T* .,-94.39630904454562,-5.899769315284101,(ROOT (NP _Name) (VP (VBZ _knows) (SBAR (COMP _that) (NP (DT _that) (NN _child) (NN _that)) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name) (VP (MD _should) (NP _bike))) (PP (IN _to) (NP _*T*)))))) (. _.)),bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample5_PCFG.0.FG-output.rank-1,-5.868565301888426,-5.899769315284101,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,Name knows what that child that was n't talking about Name should bike to *T* .,-93.89704483021481,-5.868565301888426,(ROOT (NP _Name) (VP (VBZ _knows) (SBAR (WHNP _what) (S (NP (DT _that) (NN _child) (NN _that)) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name) (VP (MD _should) (NP _bike))) (PP (IN _to) (NP _*T*)))) (. _.))))),good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample5_PCFG.0.FG-output.rank-1,-5.868565301888426,-5.899769315284101,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,Name knows that that child that was n't talking about Name should bike to *T* .,-94.30934763139781,-5.894334226962363,(ROOT (NP _Name) (VP (VBZ _knows) (SBAR (COMP _that) (NP (DT _that) (NN _child) (SBAR (NP _that) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name)))))) (VP (MD _should) (NP (NN _bike) (PP (IN _to) (NP _*T*)))))) (. _.)),bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample6_PCFG.0.FG-output.rank-1,-5.867964524937979,-5.894334226962363,TRUE
Name knows what that child that was n't talking about Name should bike to *T* .,Name knows what that child that was n't talking about Name should bike to *T* .,-93.88743239900766,-5.867964524937979,(ROOT (NP _Name) (VP (VBZ _knows) (SBAR (WHNP _what) (S (NP (DT _that) (NN _child) (SBAR (NP _that) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name)))))) (VP (MD _should) (NP (NN _bike) (PP (IN _to) (NP _*T*)))) (. _.))))),good,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample6_PCFG.0.FG-output.rank-1,-5.867964524937979,-5.894334226962363,TRUE
Name knows that that child that was n't talking about Name should bike to *T* .,Name knows that that child that was n't talking about Name should bike to *T* .,-93.50098198385261,-5.843811373990788,(ROOT (NP _Name) (VP (VBZ _knows) (SBAR (COMP _that) (NP (DT _that) (NN _child) (NN _that)) (VP (AUX _was) (NOT _n't) (VP (VBG _talking) (PP (IN _about) (NP _Name) (VP (MD _should) (NP _bike) (VP _to))) (ADVP _*T*))))) (. _.)),bad,wh_vs_that_with_gap_long_distance,112,syntax,filler_gap_dependency,sample7_PCFG.0.FG-output.rank-1,-5.801470068786947,-5.843811373990788,TRUE
